product_id,sku_code,barcode,product_name_ko,product_name_en,brand_id,brand_name,category_l1,category_l2,category_l3,category_l4,retail_price_krw,cost_price_krw,global_price_usd,jp_price_jpy,weight_g,volume_ml,is_bundle,bundle_components,ingredient_ids,key_ingredient_1,key_ingredient_2,key_ingredient_3,skin_type_target,skin_concern_target,launch_date,discontinue_date,status,vegan_yn,cruelty_free,ewa_grade,origin_country,shelf_life_months,supplier_id,min_order_qty,tax_type,attr_01,attr_02,attr_03,attr_04,attr_05,attr_06,attr_07,attr_08,attr_09,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,quality_score_01,quality_score_02,quality_score_03,quality_score_04,quality_score_05,quality_score_06,quality_score_07,quality_score_08,quality_score_09,quality_score_10,quality_score_11,quality_score_12,quality_score_13,quality_score_14,quality_score_15,quality_score_16,quality_score_17,quality_score_18,quality_score_19,quality_score_20,pim_metric_01,pim_metric_02,pim_metric_03,pim_metric_04,pim_metric_05,pim_metric_06,pim_metric_07,pim_metric_08,pim_metric_09,pim_metric_10,pim_metric_11,pim_metric_12,pim_metric_13,pim_metric_14,pim_metric_15,pim_metric_16,pim_metric_17,pim_metric_18,pim_metric_19,pim_metric_20,pim_metric_21,pim_metric_22,pim_metric_23,pim_metric_24,pim_metric_25,pim_flag_01,pim_flag_02,pim_flag_03,pim_flag_04,pim_flag_05,pim_flag_06,pim_flag_07,pim_flag_08,pim_flag_09,pim_flag_10,pim_flag_11,pim_flag_12,pim_flag_13,pim_flag_14,pim_flag_15
PRD-01675,SKU00001675,8809434632625,라운드랩 맥스 오드뚜왈렛 기획세트,Product_3hf9pqn4,BR-050,_비브라운,향수,오드뚜왈렛,오드뚜왈렛_더마,sub_m3oln5w7,250000.0,56775,41.56,9800,100,200,Y,PRD-01616|PRD-01368|PRD-00465|PRD-01974|PRD-00458,ING-0009|ING-0290|ING-0223,아데노신,바쿠치올,호호바오일,지성|트러블성,미백|각질,20200709,,판매중,N,인증중,3,미국,18,SUP-022,6,과세,,val_28,val_48,val_19,val_11,val_18,val_1,val_32,val_43,val_47,,val_45,val_11,val_25,,val_16,val_10,val_31,,val_30,val_41,,,val_45,val_32,val_48,val_13,val_23,val_21,val_4,val_44,val_32,val_36,,val_20,val_26,,val_27,val_32,,45.78,32.269999999999996,76.23,16.04,49.43,4.109999999999999,21.05,29.62,16.25,15.659999999999998,26.27,47.21,40.8,13.98,20.29,31.15,8.49,29.75,44.83,27.229999999999997,21.67,267.33,12.99,490.5,142.56,106.63,610.79,1068.91,134.76,1360.93,706.55,6.4,2064.94,64.4,8.59,1002.39,79.35,406.0,95.0,357.02,95.48,121.48,306.12,1385.12,2191.76,yes,X,0,0,True,Y,0,O,Y,False,O,False,Y,1,X
PRD-01676,SKU00001676,8809619969582,토니모리 센시티브 아크네 50ml,Product_g6rckpa2,BR-093,롬앤,더마,아크네,아크네_비건,sub_1z7nx72o,45000.0,10349,76.17,14800,250,30,N,,ING-0179|ING-0273|ING-0441|ING-0271|ING-0347,엘라스틴,글루타치온,살리실산,지성|중성,주름|탄력|피지,2021.08.16,,판매중,N,False,3,한국,36,SUP-057,6,과세,val_18,,val_18,val_23,val_8,val_40,val_37,val_19,val_28,val_13,,val_45,,,val_49,val_34,val_38,,val_14,val_7,val_45,val_48,,val_43,val_34,,val_6,val_40,val_28,,val_47,val_46,val_13,val_19,,,,,val_45,,44.65,13.34,26.88,32.67,32.05,57.29,12.379999999999999,39.01,6.8500000000000005,45.64,29.75,5.0,57.92,8.55,15.0,6.93,30.819999999999997,36.08,25.06,24.73,14.63,376.12,282.05,702.92,228.57,37.64,763.84,944.26,29.79,1032.47,40.47,474.8,506.37,3.77,143.31,62.8,605.16,467.96,46.29,3.61,753.98,377.27,90.53,50.68,1969.39,yes,X,0,0,True,Y,1,X,Y,True,X,False,Y,0,X
PRD-01677,SKU00001677,8803022447926,설화수 울트라 선스프레이 50g,Product_9mff0gbv,BR-093,어반디케이,선케어,선스프레이,선스프레이_베이직,sub_aajpwa0d,350000.0,74154,15.95,990,75,500,N,,ING-0229|ING-0219|ING-0361|ING-0220|ING-0306|ING-0130|ING-0255|ING-0016,BHA,티타늄디옥사이드,스쿠알란,지성,아토피|색소침착|탄력,05-22-2020,,판매중,N,False,5,한국,18,SUP-057,6,과세,val_41,,,,val_17,val_38,val_36,,val_8,val_1,,,,val_15,val_24,,,val_2,val_32,val_20,val_2,val_41,,val_22,val_33,val_1,val_3,val_17,val_44,,,,val_39,,val_24,val_10,val_10,val_32,val_2,val_25,18.66,46.01,41.79,20.14,43.79,10.58,17.1,17.28,24.25,35.199999999999996,27.92,33.339999999999996,38.769999999999996,18.4,18.16,15.540000000000001,28.21,24.2,32.68,24.7,27.41,47.56,194.22,1060.16,11.18,179.72,358.85,437.68,105.87,93.62,432.66,111.83,4.49,555.32,174.84,420.64,329.32,433.06,206.69,286.26,484.78,22.63,324.19,576.15,4649.03,no,X,1,1,False,Y,0,X,N,True,X,True,N,1,X
PRD-01678,SKU00001678,8802854422688,,Product_p8fkqbjr,BR-095,페리페라,헤어케어,스타일링,스타일링_시즌한정,sub_7duwaw20,350000.0,30464,94.59,9800,75,15,N,,ING-0062|ING-0288|ING-0003|ING-0171|ING-0102|ING-0344,스쿠알란,알부틴,징크옥사이드,복합성|지성,보습|모공,2022-07-08,,예약판매,해당없음,True,5,한국,6,SUP-034,6,과세,val_13,,val_43,,,val_31,val_21,,,val_31,val_19,,val_8,val_11,val_12,,,val_47,val_11,val_25,,val_47,val_47,,val_44,val_7,val_17,,val_42,val_7,val_11,,val_8,,val_43,val_7,val_44,val_9,val_24,,27.1,24.44,21.43,45.5,13.94,44.49,37.68,45.33,55.69,14.680000000000001,33.31,7.55,9.42,7.340000000000001,35.61,49.72,36.620000000000005,52.339999999999996,16.49,28.78,12.47,96.79,142.91,23.19,6.51,7.29,144.04,2817.56,288.02,738.13,714.6,362.63,29.18,34.71,50.02,44.82,748.96,214.8,77.41,19.58,691.82,238.66,293.12,357.2,875.51,yes,X,0,1,True,N,0,O,Y,True,X,False,N,0,X
PRD-01679,SKU00001679,8804870158326,코스알엑스 슈퍼 클렌징폼 #01,Product_w7xozg42,BR-113,페리페라,클렌징,클렌징폼,클렌징폼_한방,sub_gjpqpq24,15000.0,45624,101.55,4980,250,30,N,,ING-0447|ING-0398|ING-0103|ING-0311|ING-0207|ING-0081|ING-0422|ING-0415|ING-0471|ING-0481|ING-0226|ING-0473|ING-0131|ING-0430|ING-0224,프로폴리스,녹차추출물,라벤더,트러블성|건성|민감성,탄력|색소침착|주름,15/09/2024,,판매중,N,False,3,프랑스,24,SUP-009,100,과세,val_2,,val_5,val_43,val_20,val_42,val_40,val_15,,val_31,,,val_2,val_22,,val_49,,,val_42,val_35,,val_26,val_17,val_46,val_19,val_2,,,val_4,,,val_17,,val_33,,,val_37,val_16,val_17,,29.67,36.0,37.62,34.489999999999995,59.18,54.44,17.990000000000002,8.799999999999999,39.87,43.09,4.72,31.509999999999998,47.77,15.559999999999999,53.71,29.9,20.43,27.82,61.519999999999996,39.36,18.08,182.08,1158.38,870.2,75.31,471.9,1.71,643.91,18.66,153.85,269.85,136.7,181.8,218.78,96.95,39.7,894.57,1634.3,170.58,299.58,823.13,17.15,287.53,480.78,1124.04,yes,X,0,1,True,N,1,O,Y,False,O,False,Y,0,X
PRD-01680,SKU00001680,8806240655957,넘버즈 센시티브 컨디셔너 50g,Product_w6hdbm4i,BR-017,디올,헤어케어,컨디셔너,컨디셔너_시즌한정,sub_ni1054c4,150000.0,40344,59.91,6980,100,30,N,,ING-0224|ING-0422|ING-0077|ING-0041|ING-0181|ING-0300|ING-0033|ING-0269|ING-0124,트라넥삼산,마데카소사이드,비타민C,지성,미백|트러블|다크서클,2021-10-29,,일시품절,N,인증중,4,이탈리아,36,SUP-049,24,과세,,,val_32,val_32,,val_44,val_36,val_1,,val_28,,val_25,,val_17,val_43,,,val_31,val_23,val_27,,val_37,val_45,val_1,val_48,val_4,val_11,val_30,,val_45,val_27,val_30,,val_20,val_37,val_17,val_43,val_42,val_21,val_22,11.52,31.91,17.59,51.51,1.32,49.65,3.64,25.88,16.33,5.82,8.73,36.52,54.54,20.01,47.47,13.69,41.99,51.559999999999995,27.46,17.79,6.28,555.47,1515.49,215.63,180.92,33.04,352.93,44.15,120.52,21.39,165.43,1.31,415.7,181.61,103.37,2.75,426.8,222.59,265.77,56.13,809.89,287.88,605.77,270.99,976.85,no,X,0,1,True,N,0,O,N,True,X,True,Y,1,X
PRD-01681,SKU00001681,8808433890033,설화수 맥스 헤어에센스 30g,Product_5vgd1x8l,BR-067,디올,헤어케어,헤어에센스,헤어에센스_시즌한정,sub_0irg29fl,150000.0,86791,143.39,3980,150,5,N,,ING-0359|ING-0438|ING-0244|ING-0010|ING-0017,스쿠알란,AHA,엘라스틴,트러블성,보습|각질|주름|모공,2024-07-26,,판매중,N,False,3,독일,36,SUP-034,1,과세,val_30,val_27,val_1,val_18,val_29,val_28,,,val_45,val_11,,val_1,val_16,,,,,,val_38,val_43,val_38,val_15,val_19,val_19,val_15,val_33,val_41,val_5,val_30,,val_8,val_5,,val_11,val_36,,val_45,,,val_3,24.7,4.87,25.35,23.369999999999997,28.720000000000002,25.069999999999997,53.43,48.14,14.66,10.79,11.200000000000001,6.38,13.87,14.92,47.43,16.39,4.760000000000001,53.779999999999994,23.330000000000002,21.51,23.09,73.02,427.17,245.38,79.75,213.08,950.57,529.45,16.86,990.88,969.69,202.44,217.38,603.72,166.51,1449.01,1427.73,653.53,20.24,13.37,708.21,104.99,197.89,14.01,1658.77,yes,X,0,0,True,N,1,X,Y,False,X,True,N,1,X
PRD-01682,SKU00001682,8801777589555,넘버즈 슈퍼 젤네일 #01,Product_3jda0hxv,BR-070,홀리카홀리카,네일,젤네일,젤네일_프리미엄,sub_vwul6rl9,18000.0,27299,131.75,4980,1000,100,N,,ING-0137|ING-0207|ING-0213,꿀추출물,카밀러,티타늄디옥사이드,건성,트러블|주름|미백|아토피,2021.08.06,,입고예정,Y,인증중,1,한국,12,SUP-046,12,과세,,val_31,val_21,val_18,val_6,val_6,val_9,val_6,val_19,val_16,val_15,val_26,val_26,val_32,val_31,val_37,val_16,val_33,,,val_22,val_19,val_12,val_45,val_3,val_49,val_6,val_28,val_40,,val_20,val_23,val_34,val_30,val_20,val_46,val_15,val_41,val_26,val_24,19.86,13.55,20.77,16.939999999999998,14.979999999999999,45.57,31.209999999999997,48.089999999999996,21.91,45.32,24.85,41.99,24.349999999999998,11.49,19.48,24.43,54.75,18.33,23.48,38.37,68.04,27.72,395.21,793.17,180.96,41.86,224.73,685.43,83.59,404.49,536.5,127.91,897.03,379.62,149.47,785.97,368.92,324.27,69.89,77.42,499.18,700.09,922.49,903.02,284.98,yes,X,0,1,False,N,0,O,Y,True,X,False,N,0,X
PRD-01683,SKU00001683,8808702816115,토니모리 슈퍼 에센스 30g,Product_2zottsmz,BR-037,LG생건,스킨케어,에센스,에센스_베이직,sub_dtp3n6do,38000.0,50975,107.65,2480,100,30,N,,ING-0052|ING-0160|ING-0495|ING-0170|ING-0321|ING-0302|ING-0013|ING-0387|ING-0035,티트리오일,아스코빌글루코사이드,글루타치온,복합성,다크서클|피지|색소침착,2023-01-28,,판매중,N,True,1,이탈리아,6,SUP-035,12,과세,val_28,val_18,val_20,val_42,val_5,val_4,val_47,,val_11,,val_37,val_38,val_25,val_49,,,val_27,,val_22,val_28,val_28,,val_33,val_7,val_23,val_36,val_18,val_49,val_36,,val_6,,,val_4,val_41,val_3,val_25,,val_18,val_20,39.21,19.3,28.48,19.43,36.61,12.479999999999999,24.59,21.93,31.85,9.81,31.490000000000002,3.6900000000000004,32.49,36.27,14.44,41.25,42.65,30.959999999999997,18.41,1.3,103.17,260.53,138.98,176.33,66.19,33.39,346.63,538.41,47.22,461.74,159.86,113.81,532.27,44.43,78.41,157.21,871.39,400.29,1.09,428.9,129.56,19.4,289.02,468.68,462.75,no,O,1,1,True,Y,0,X,N,False,O,False,Y,1,X
PRD-01684,SKU00001684,8807715313992,네이처리퍼블릭 더블 면도 #01,Product_nms8ijju,BR-028,VDL,남성,면도,면도_비건,sub_2gutvjtu,250000.0,4462,108.48,2480,15,30,N,,ING-0060|ING-0026|ING-0229|ING-0302|ING-0249|ING-0342|ING-0240|ING-0064|ING-0468|ING-0130|ING-0020|ING-0011|ING-0384|ING-0336|ING-0135,BHA,스쿠알란,알란토인,트러블성,홍조,2024.10.23,,판매중,N,False,3,한국,18,SUP-044,48,과세,val_6,,val_3,val_4,,,,,val_41,val_43,val_31,val_36,val_44,val_32,val_21,,val_4,val_46,val_30,val_12,val_18,,val_34,,val_7,val_35,val_40,val_29,,val_18,val_14,val_46,val_37,,val_9,val_36,val_5,val_31,val_48,val_17,20.3,15.260000000000002,28.95,30.880000000000003,12.479999999999999,22.28,39.26,21.73,26.16,8.94,25.080000000000002,13.669999999999998,40.28,32.79,22.720000000000002,23.799999999999997,33.64,23.39,20.45,36.78,7.73,192.0,28.48,674.88,132.67,190.37,835.34,1358.81,11.39,62.93,77.93,125.74,457.57,31.89,398.32,193.86,1264.44,660.83,6.31,57.35,114.47,154.63,256.68,270.67,959.69,yes,O,1,1,True,N,0,O,N,True,X,False,N,1,O
PRD-01685,SKU00001685,8807197443110,VDL 더블 세럼 리필,Product_nwu1zjmk,BR-012,롬앤,스킨케어,세럼,세럼_오가닉,sub_u8ky6e1y,52000.0,84441,41.6,1480,200,150,N,,ING-0121|ING-0279|ING-0394|ING-0483|ING-0283|ING-0035|ING-0421|ING-0367|ING-0289|ING-0388|ING-0359|ING-0440,라벤더,판테놀,알부틴,건성,주름,2023.03.26,,판매중,해당없음,False,5,한국,12,SUP-033,100,과세,val_18,,,val_50,val_20,val_43,,,val_36,,val_29,val_16,val_28,val_26,val_12,val_42,,,,,,val_34,val_23,,val_49,val_19,val_39,val_8,,val_41,val_24,val_6,val_7,val_41,val_40,,val_17,val_18,val_39,val_43,28.17,28.01,13.04,5.57,29.98,45.28,57.550000000000004,26.729999999999997,34.48,7.9399999999999995,38.05,11.48,59.43000000000001,30.470000000000002,14.000000000000002,29.53,62.13999999999999,7.16,9.59,40.400000000000006,5.44,274.25,117.87,658.57,255.04,172.33,331.08,122.48,14.26,643.46,657.11,338.52,1162.62,595.47,12.52,790.01,536.26,1086.88,82.82,27.87,155.03,294.34,355.3,56.25,3.15,no,O,1,1,True,N,0,X,Y,True,O,False,Y,0,O
PRD-01686,SKU00001686,8807205872694,미샤 더블 오드뚜왈렛 기획세트,Product_fu904ht2,BR-066,올리브영PB,향수,오드뚜왈렛,오드뚜왈렛_프리미엄,sub_mse6ayfh,38000.0,93456,100.24,4980,150,100,N,,ING-0324|ING-0357|ING-0139|ING-0294|ING-0002|ING-0162|ING-0128|ING-0342|ING-0363|ING-0034|ING-0163|ING-0402|ING-0089|ING-0022,로즈힙오일,징크옥사이드,글리콜산,지성|트러블성,미백,20200613,,판매중,해당없음,False,,미국,30,SUP-054,6,과세,,val_43,val_35,val_24,val_46,val_46,val_13,val_37,val_15,,,val_34,val_16,val_50,val_29,,val_12,val_8,,val_47,val_22,val_23,val_34,,,val_4,val_16,val_4,val_37,,val_46,val_32,val_41,val_45,,val_10,val_9,val_32,val_8,val_35,19.61,21.42,31.130000000000003,44.89,43.74,61.29,24.240000000000002,60.540000000000006,11.899999999999999,4.82,12.11,31.56,8.74,20.830000000000002,29.4,18.44,44.01,17.54,31.61,17.580000000000002,6.68,6.1,79.94,1441.99,117.63,85.22,234.49,1081.19,83.84,779.79,547.4,121.63,189.11,408.83,3.52,571.76,1290.91,2042.39,27.67,209.41,204.25,302.28,12.02,840.14,139.06,yes,O,0,1,True,Y,1,O,Y,True,O,False,Y,0,X
PRD-01687,SKU00001687,8801379088056,설화수 슈퍼 클렌징티슈 50ml,Product_lsvryl36,BR-071,LG생건,클렌징,클렌징티슈,클렌징티슈_오가닉,sub_l95b8mbx,45000.0,84788,33.74,14800,30,500,N,,ING-0313|ING-0312|ING-0257|ING-0020|ING-0414|ING-0302|ING-0153,히알루론산,글리콜산,아르간오일,복합성,홍조,20220130,,일시품절,N,인증중,1,한국,24,SUP-036,6,과세,val_33,val_8,,val_5,,,val_15,val_34,val_23,val_24,val_36,val_31,val_4,val_19,,val_38,val_43,,val_8,val_42,,val_12,val_6,,val_45,val_39,val_29,val_16,val_42,val_4,val_40,val_9,val_15,,val_20,,val_9,val_45,val_19,val_33,30.349999999999998,15.57,17.7,35.25,28.939999999999998,24.08,26.47,29.37,41.089999999999996,29.78,18.69,56.44,36.28,23.400000000000002,57.60999999999999,37.62,25.650000000000002,8.1,20.34,20.74,18.21,27.31,1021.15,575.24,142.17,186.54,137.84,45.08,161.75,499.33,248.13,413.15,453.18,202.93,222.51,818.12,458.21,83.13,102.48,105.62,589.55,257.47,620.28,155.28,578.86,yes,X,1,1,False,Y,1,O,N,True,O,True,Y,0,X
PRD-01688,SKU00001688,8803923238187,넘버즈 리뉴얼 보습강화 #03,Product_q556rglc,BR-040,데이지크,더마,보습강화,보습강화_베이직,sub_1uysbfoz,350000.0,43581,25.88,1480,1000,5,N,,ING-0426|ING-0307|ING-0421|ING-0255|ING-0476|ING-0468|ING-0203|ING-0402|ING-0311|ING-0271|ING-0253|ING-0328|ING-0115,글루타치온,아스코빌글루코사이드,글리콜산,트러블성|복합성|중성,트러블|미백|다크서클|아토피,20220828,,판매중,N,False,3,한국,18,SUP-053,6,과세,val_6,val_39,val_8,,val_10,,val_23,,,,val_22,,val_17,val_25,val_36,val_2,val_45,val_35,val_8,,val_25,,val_34,val_8,val_40,val_3,,val_4,val_33,val_24,val_6,val_6,val_1,val_41,val_19,val_13,val_11,val_40,val_27,,31.47,30.959999999999997,17.01,25.09,14.7,35.42,41.58,21.529999999999998,38.83,25.66,12.559999999999999,34.43,46.400000000000006,7.01,22.17,34.07,61.42999999999999,23.77,18.72,28.71,3.21,42.93,249.65,273.65,1.65,31.86,36.92,1419.25,283.22,218.32,582.6,42.65,459.42,21.99,50.69,496.37,1612.94,204.31,44.69,238.3,119.93,407.71,153.79,64.94,91.69,no,O,0,1,True,Y,1,O,N,True,X,True,N,0,O
PRD-01689,SKU00001689,8808667609693,,Product_sma48s15,BR-067,구달,바디케어,바디워시,바디워시_오가닉,sub_brgljrav,89000.0,74289,149.92,6980,200,15,N,,ING-0034|ING-0102|ING-0238|ING-0303|ING-0225|ING-0351|ING-0062|ING-0417|ING-0213|ING-0196|ING-0309|ING-0285|ING-0384,글루타치온,바쿠치올,아르간오일,복합성|건성,주름,2023.07.28,,판매중,N,True,2,한국,30,SUP-034,100,과세,val_46,,,val_48,,val_10,val_9,val_2,val_14,val_9,val_22,val_16,val_1,val_35,val_37,val_31,,,,val_31,,val_27,val_2,,,val_6,val_34,,val_6,,,val_49,val_17,,,val_37,val_2,,val_40,val_43,39.75,15.36,28.98,2.36,41.17,17.150000000000002,32.879999999999995,8.59,28.439999999999998,42.5,80.30000000000001,1.54,31.230000000000004,12.04,12.13,28.71,54.269999999999996,20.91,23.27,34.89,57.5,108.48,11.44,13.75,102.81,725.97,175.69,182.44,56.78,5.05,118.47,36.72,1228.32,462.97,287.33,99.42,541.05,374.09,545.21,311.76,401.55,183.18,19.98,27.17,584.0,yes,O,0,0,True,Y,1,O,N,False,X,True,N,1,X
PRD-01690,SKU00001690,8801959923817,디올 울트라 코롱 50ml,Product_jd466y42,BR-044,애경,향수,코롱,코롱_비건,sub_px0x1cce,32000.0,17175,95.24,2480,150,300,N,,ING-0053|ING-0211|ING-0465|ING-0196|ING-0490|ING-0051|ING-0077,아르간오일,알란토인,스쿠알란,건성|지성,각질,20231107,,예약판매,N,False,미검증,미국,36,SUP-034,1,과세,val_36,val_21,val_20,val_2,val_21,,,val_4,,val_29,val_23,val_1,val_35,val_11,val_21,,val_20,val_22,val_30,val_9,,val_37,val_25,val_11,val_30,,val_10,,val_13,val_29,val_47,val_17,,val_1,,val_8,,,val_37,val_18,39.56,40.77,15.49,31.05,6.2700000000000005,45.75,26.05,32.41,25.72,39.12,23.79,29.98,33.58,50.46000000000001,17.84,5.390000000000001,58.10999999999999,25.75,47.9,34.62,10.2,223.35,82.62,426.94,106.96,13.72,807.61,353.69,248.41,393.51,732.38,13.24,93.63,58.88,316.84,1509.99,505.63,268.57,184.84,228.93,164.88,79.06,50.16,1169.89,1277.24,no,O,0,1,True,Y,1,O,N,True,X,False,N,0,O
PRD-01691,SKU00001691,8808338558048,라네즈 맥스 데오도란트 200ml,Product_oczuvqgp,BR-097,디올,바디케어,데오도란트,데오도란트_더마,sub_fe7t0tsz,28000.0,9191,67.49,990,100,75,N,,ING-0249|ING-0147|ING-0488|ING-0026|ING-0246|ING-0293,레티놀,백단향,징크옥사이드,민감성|복합성|트러블성,보습|트러블,20220916,,판매중,N,인증중,미검증,프랑스,18,SUP-022,6,면세,val_14,val_11,,val_33,val_5,val_25,val_17,,val_23,val_2,val_33,val_19,val_39,,val_11,val_11,val_14,val_7,val_9,val_48,val_4,,,val_40,val_7,val_39,val_3,val_18,,val_29,val_24,val_21,val_48,,val_19,val_34,val_6,val_10,val_36,val_11,51.07000000000001,46.6,45.03,29.14,12.06,19.759999999999998,65.97,46.37,39.379999999999995,52.53,29.32,50.82,22.650000000000002,12.389999999999999,11.78,20.4,41.28,14.57,31.81,16.650000000000002,18.88,186.67,564.58,118.51,54.01,167.95,31.32,2279.25,53.83,1636.11,1261.47,140.59,1795.42,66.82,24.77,492.86,160.81,514.35,82.2,50.54,759.04,428.33,73.84,279.38,1118.26,yes,X,1,1,True,Y,1,O,N,True,X,False,N,1,X
PRD-01692,SKU00001692,8808553112838,홀리카홀리카 더블 바디워시 리필,Product_d500w25x,BR-082,맥,바디케어,바디워시,바디워시_비건,sub_dxo7wr1f,250000.0,86434,46.78,2480,250,5,N,,ING-0128|ING-0120|ING-0426|ING-0090|ING-0391|ING-0166|ING-0224,카페인,세라마이드,나이아신아마이드,복합성,다크서클|모공|보습|피지,2020.12.23,,판매중,해당없음,인증중,2,한국,12,SUP-009,48,과세,,val_50,val_18,val_19,val_42,val_8,val_7,,val_9,val_26,val_14,,,val_40,val_28,val_5,,,val_26,val_45,val_33,val_22,val_5,,val_50,val_50,val_22,,val_29,val_17,val_21,val_6,,val_48,val_21,val_20,val_41,val_40,,,48.35,20.53,2.5700000000000003,16.619999999999997,21.08,48.27,10.17,79.39,28.720000000000002,42.3,48.32,11.37,48.71,25.35,22.28,23.830000000000002,16.04,16.7,26.14,26.16,8.72,45.98,199.4,29.62,154.59,157.68,64.34,707.0,90.19,169.39,1002.98,282.28,47.79,135.76,24.48,210.27,424.72,255.64,344.69,231.64,435.83,35.99,47.85,465.54,212.66,no,O,1,1,True,Y,0,O,Y,True,O,False,Y,1,X
PRD-01693,SKU00001693,8807303877656,LG생건 프로 아크네 200ml,Product_gc14mchg,BR-021,아누아,더마,아크네,아크네_시즌한정,sub_5547t3k9,150000.0,87518,92.57,1980,100,5,N,,ING-0108|ING-0378|ING-0353|ING-0496|ING-0264,징크옥사이드,꿀추출물,프로폴리스,복합성|중성,홍조,2024-06-05,,판매중,Y,False,5,독일,6,SUP-011,48,과세,val_28,val_29,,val_44,val_11,val_25,val_27,val_16,,val_10,val_29,,,val_33,val_15,val_25,val_50,val_47,val_48,,val_26,val_6,val_24,val_28,val_40,val_29,,,,val_26,val_2,val_1,val_13,val_44,val_13,,val_41,,val_47,val_8,71.5,29.220000000000002,24.12,28.95,41.660000000000004,6.36,4.6,5.029999999999999,31.6,28.7,15.73,52.49,53.300000000000004,11.05,24.15,9.51,34.949999999999996,49.53,48.57,39.34,7.04,172.67,1244.65,170.26,1097.69,34.72,17.56,254.18,100.3,2156.08,222.53,529.34,902.78,151.64,311.13,633.56,828.64,1761.84,116.53,95.8,447.35,98.7,547.06,775.76,254.52,yes,X,1,1,False,N,0,X,Y,True,X,True,Y,0,O
PRD-01694,SKU00001694,8805172843657,디올 퓨어 파운데이션 #03,Product_uicyak3j,BR-003,미샤,메이크업,파운데이션,파운데이션_비건,sub_odu1lvn0,150000.0,83158,12.19,3480,1000,30,N,,ING-0303|ING-0305|ING-0149|ING-0299|ING-0292|ING-0467|ING-0059|ING-0313|ING-0229|ING-0414|ING-0008|ING-0035|ING-0365,글리콜산,트라넥삼산,BHA,건성,주름,2023-03-10,,판매중,N,False,5,미국,12,SUP-059,1,과세,val_8,,val_46,val_33,val_5,val_7,val_12,,val_47,val_40,,val_8,val_13,val_46,val_8,val_31,val_15,val_12,val_31,,val_29,,val_5,val_18,val_27,val_40,,val_8,,,val_28,val_24,val_23,val_20,val_31,val_33,,val_8,val_42,,17.560000000000002,30.56,34.44,20.64,4.89,22.24,35.93,26.8,74.58,52.44,41.29,42.01,12.509999999999998,60.650000000000006,37.940000000000005,33.550000000000004,22.41,8.110000000000001,27.47,27.200000000000003,0.87,113.93,520.92,10.32,32.83,21.36,261.78,371.06,160.25,4856.78,122.7,1155.05,93.42,18.06,162.21,18.56,1423.18,672.19,12.36,11.38,15.87,92.27,93.06,549.28,191.37,yes,X,1,0,True,N,1,O,Y,False,O,True,N,1,O
PRD-01695,SKU00001695,8806369199281,디올 울트라 팩/마스크 #01,Product_8wrz3xcc,BR-004,더페이스샵,스킨케어,팩/마스크,,sub_3y3pawjz,9900.0,69537,18.73,3980,30,150,N,,ING-0085|ING-0453|ING-0221|ING-0435|ING-0490|ING-0339|ING-0072,살리실산,BHA,스쿠알란,민감성|지성,주름|각질,05-21-2020,,시즌한정,해당없음,False,2,미국,24,SUP-023,100,과세,,val_40,,,val_43,val_4,val_15,,,val_18,,val_40,val_17,val_49,val_12,val_30,val_1,val_13,,,,val_13,val_34,val_44,val_49,val_33,,val_6,,val_42,val_30,val_48,,val_34,val_4,val_31,,val_3,val_14,val_15,35.4,25.929999999999996,42.19,13.48,58.919999999999995,2.64,36.68,10.71,21.21,13.91,37.15,32.24,29.65,19.75,51.62,44.55,29.24,29.99,11.18,62.71,19.36,47.28,386.65,152.38,177.48,181.53,420.93,1277.9,11.61,125.22,327.42,428.24,1005.23,196.34,1043.59,76.86,1017.06,1128.63,203.29,41.33,162.85,43.16,919.06,442.77,2030.57,no,O,1,1,False,N,1,O,Y,True,O,False,Y,1,O
PRD-01696,SKU00001696,8803932727039,,Product_pl8n2hz1,BR-114,아이오페,헤어케어,헤어오일,헤어오일_비건,sub_xc7nemcx,120000.0,50645,9.76,4980,150,50,N,,ING-0110|ING-0240|ING-0027,세라마이드,시어버터,녹차추출물,지성|중성,피지,29/01/2021,,예약판매,N,False,3,한국,24,SUP-014,6,과세,val_32,val_24,val_32,,val_38,val_40,val_5,,val_18,,,val_49,val_22,val_20,val_35,,val_45,val_27,,,val_24,val_22,val_1,,val_9,,,val_45,,,,val_43,,val_40,val_43,val_2,val_40,,val_2,val_39,29.909999999999997,26.900000000000002,27.779999999999998,17.88,19.03,46.17,7.66,7.84,18.8,31.72,45.379999999999995,22.05,8.52,12.35,6.08,14.77,6.4799999999999995,48.18,6.01,32.87,68.93,11.9,822.78,1222.34,39.12,289.91,1016.6,226.34,22.95,2454.28,182.71,515.11,55.41,69.28,393.66,143.78,686.39,392.52,135.78,65.17,1395.72,124.98,456.3,1230.34,1618.24,yes,X,0,0,False,Y,0,X,N,False,X,False,N,1,X
