return_id,ord_num,cust_key,return_type,return_reason,return_reason_detail,request_date,pickup_date,received_date,inspection_result,refund_amount_krw,refund_method,refund_status,refund_date,cs_agent_id,cs_channel,satisfaction_score,returned_item_code,returned_qty,photo_submitted,is_repeat_returner,cs_metric_01,cs_metric_02,cs_metric_03,cs_metric_04,cs_metric_05,cs_metric_06,cs_metric_07,cs_metric_08,cs_metric_09,cs_metric_10,cs_metric_11,cs_metric_12,cs_metric_13,cs_metric_14,cs_metric_15,cs_flag_01,cs_flag_02,cs_flag_03,cs_flag_04,cs_flag_05,cs_flag_06,cs_flag_07,cs_flag_08,cs_flag_09,cs_flag_10
RT-002747,ORD00014554,MA499ABD0,교환,알러지반응,상세사유_agyhlmkg,13/05/2025,2023-01-22,,검수중,16655,원결제수단,완료,20250106,agent_12,이메일,5,SKU00000735,1,Y,0,521.27,43.58,1.37,276.26,644.65,61.66,149.01,440.34,1075.75,151.01,271.56,159.91,204.2,252.66,1932.85,True,1,False,True,0,0,Y,0,yes,X
RT-002748,ORD00011304,M8E95AFC6,교환,파손/불량,,09/07/2023,,,승인,22060,원결제수단,완료,,agent_4,채팅,2,SKU00000929,1,Y,0,448.88,26.7,7.79,237.73,1307.03,98.69,280.05,487.52,73.11,136.41,143.5,18.23,445.51,229.75,612.38,True,0,False,True,0,0,N,0,no,O
RT-002749,ORD00014368,ME2834B64,부분반품,변심,상세사유_uimu2rew,2025.12.09,,2024.03.16,승인,5819,계좌이체,완료,,agent_18,카카오톡,3,SKU00001452,1,Y,0,117.02,0.59,5.55,351.3,50.55,6.05,64.5,565.88,158.25,219.52,45.13,491.23,87.12,107.81,926.36,False,1,False,True,1,0,Y,0,no,X
RT-002750,ORD00004512,M02B86690,반품,색상불일치,상세사유_9rrkcpk9,2025-07-15,20240510,,부분승인,50420,원결제수단,완료,09-02-2024,agent_9,게시판,,SKU00001440,1,N,0,192.95,23.7,53.56,27.8,1513.62,2.11,163.19,691.26,274.94,381.35,1454.54,587.6,741.92,588.51,533.99,False,0,True,True,0,1,Y,0,yes,O
RT-002751,ORD00000634,MCAB21C36,반품,알러지반응,,27/11/2023,2025.07.03,20230405,승인,60949,원결제수단,완료,01/02/2023,agent_28,채팅,,SKU00000267,1,Y,1,1250.53,12.27,21.35,351.1,1063.83,126.54,105.83,339.25,9.72,8.62,278.38,53.84,255.04,676.54,508.49,True,0,True,False,0,1,Y,1,no,X
RT-002752,ORD00000526,MCA10AA43,반품,성분불만,상세사유_jnq3zws6,20230411,,,,6297,쿠폰발급,완료,2025-03-23,agent_23,카카오톡,4,SKU00001109,1,Y,0,427.38,0.82,1.38,157.96,1897.65,233.9,96.36,40.12,190.87,212.58,532.38,230.23,645.5,1212.25,568.85,False,0,True,False,1,0,Y,1,yes,O
RT-002753,ORD00009503,MAAD4B056,반품,파손/불량,,07-01-2024,,,,1863,쿠폰발급,대기,2024-12-16,agent_11,이메일,4,SKU00001219,1,Y,0,1892.93,82.72,17.54,170.61,66.85,59.38,686.1,164.62,307.86,236.6,1100.11,160.5,2236.6,725.97,208.91,False,1,True,False,1,1,Y,1,no,X
RT-002754,ORD00004063,M44AE8398,전체반품,사이즈맞지않음,상세사유_edrnilym,2023.11.03,18/04/2024,,검수중,3352,계좌이체,거절,07-22-2024,agent_8,카카오톡,,SKU00001340,1,N,0,299.29,32.74,18.92,3.56,2220.6,204.38,164.74,274.27,3.48,5.47,1013.69,113.27,55.31,1319.44,2020.49,False,1,False,False,1,1,Y,0,no,X
RT-002755,ORD00004561,M546A2330,부분반품,피부트러블,,16/03/2023,,,,21213,쿠폰발급,대기,17/07/2024,agent_2,게시판,1,SKU00001721,1,N,0,2827.61,20.85,1.24,268.12,605.66,71.95,373.24,214.2,268.57,93.09,443.8,96.38,788.34,196.34,33.95,False,1,True,False,1,1,Y,1,yes,O
RT-002756,ORD00005174,MAFAC8DC0,반품,알러지반응,,09-17-2023,06-08-2025,,검수중,5551,계좌이체,완료,2023.05.20,agent_16,이메일,4,SKU00001091,1,N,0,269.98,44.77,6.67,635.56,427.4,11.28,165.11,586.74,2135.12,694.0,278.59,114.24,253.82,316.45,21.01,True,0,False,True,0,0,N,1,yes,O
RT-002757,ORD00008753,MDC641E1B,전체반품,유통기한임박,상세사유_q4teznna,11-12-2025,03-15-2023,,부분승인,60086,원결제수단,대기,20241115,agent_2,전화,,SKU00000292,1,N,0,171.04,59.48,26.68,498.03,1053.85,50.26,160.72,175.4,776.43,107.63,229.17,152.87,1490.57,1245.1,2322.01,False,0,False,False,0,0,N,1,yes,O
RT-002758,ORD00003458,MC891BF25,부분반품,향불만,상세사유_rlk7jh99,2023.10.13,2025-12-06,,승인,6365,계좌이체,대기,,agent_22,카카오톡,,SKU00000897,1,Y,0,281.23,10.93,11.78,40.53,185.14,166.35,36.9,203.68,1480.05,73.01,388.22,618.72,1420.68,431.84,600.06,False,1,False,True,0,0,N,1,yes,X
RT-002759,ORD00001316,M9903C43D,반품,색상불일치,상세사유_c9rr9air,20230603,03-11-2023,,검수중,42184,원결제수단,완료,2023-11-01,agent_14,게시판,2,SKU00000128,1,Y,0,378.3,186.88,1.63,78.43,549.29,71.47,296.88,5.64,429.99,40.09,9.68,97.38,84.31,195.23,375.71,True,1,False,False,0,0,Y,1,no,X
RT-002760,ORD00014353,MC2456557,반품,알러지반응,상세사유_nmb7lbh5,2024-12-18,2025.04.08,23/07/2024,승인,39583,원결제수단,완료,2023-09-10,agent_11,게시판,5,SKU00001480,1,N,0,237.12,40.5,10.34,24.75,29.49,151.5,270.54,422.21,1546.47,65.0,602.86,144.15,79.8,418.52,815.91,True,0,False,False,0,0,Y,1,no,O
RT-002761,ORD00005497,M6D95A037,반품,색상불일치,,04-02-2025,2023.02.02,,부분승인,14905,원결제수단,대기,,agent_11,카카오톡,1,SKU00000445,1,N,0,871.77,26.61,24.4,713.72,937.72,132.7,77.6,125.78,241.1,31.13,176.39,6.13,262.95,373.44,1538.5,True,0,False,False,1,1,N,1,no,X
RT-002762,ORD00012527,MC4B9DAB2,전체반품,사이즈맞지않음,상세사유_98dks1hl,2024-03-27,05/05/2025,20241226,,19542,포인트,처리중,,agent_29,게시판,,SKU00001189,1,N,0,1244.74,11.67,9.6,9.18,258.12,159.58,233.24,13.87,473.48,64.11,93.35,44.2,2396.59,2369.5,1722.81,True,1,True,True,1,0,Y,1,no,X
RT-002763,ORD00009570,M93AC6EAA,교환,용량부족,상세사유_dkggovjg,2025.11.24,,,검수중,42108,포인트,처리중,17/07/2025,agent_29,게시판,1,SKU00001582,2,N,0,261.85,17.82,38.91,300.51,63.15,149.52,385.51,41.92,554.85,88.46,195.09,250.38,95.03,666.03,3719.53,False,1,True,False,0,0,Y,0,no,O
RT-002764,ORD00012879,M04E6241C,반품,가품의심,상세사유_5v5hcyq8,02-27-2025,22/06/2023,,검수중,48623,계좌이체,완료,30/08/2025,agent_16,이메일,5,SKU00001978,1,N,0,192.68,1.93,21.11,590.33,625.46,24.88,44.17,162.47,61.74,9.89,395.71,69.29,2008.25,272.97,621.58,True,1,False,True,1,0,Y,0,yes,O
RT-002765,ORD00003228,M9BF7AAE3,반품,사이즈맞지않음,,2025.03.22,,,,8159,쿠폰발급,완료,,agent_24,전화,,SKU00000965,2,Y,0,80.51,0.05,3.05,377.99,1003.06,89.05,452.39,245.33,213.35,179.56,176.29,26.09,1028.53,1202.47,207.24,False,1,False,False,0,0,Y,1,no,X
RT-002766,ORD00001050,MF2FE2730,반품,알러지반응,상세사유_crwkhaqz,2023.08.03,,2024.07.26,승인,13414,포인트,완료,03-14-2024,agent_13,게시판,3,SKU00001857,3,Y,0,147.06,45.42,7.1,114.33,1356.0,14.61,183.51,135.42,1419.05,107.41,163.61,67.37,325.27,1209.62,1700.94,False,1,True,True,0,0,Y,1,no,X
RT-002767,ORD00006618,MA56409E2,교환,텍스처불만,상세사유_1c6sphci,02/04/2023,,07-26-2023,,5810,계좌이체,처리중,,agent_11,카카오톡,4,SKU00000195,2,N,0,1906.49,92.86,2.29,115.34,150.92,9.62,276.59,424.8,172.23,42.99,68.3,4.99,2134.61,1907.16,18.94,False,0,True,False,1,0,N,1,yes,O
RT-002768,ORD00005125,MD91E7262,반품,파손/불량,,09-19-2024,12/01/2025,,승인,16560,포인트,완료,2025.07.24,agent_17,전화,2,SKU00001969,1,N,0,282.01,85.35,25.39,143.7,973.45,5.7,403.22,276.85,898.37,401.02,484.65,183.12,1834.44,663.32,2462.66,True,1,False,False,0,0,N,0,yes,X
RT-002769,ORD00011169,MCF8B0A13,반품,성분불만,상세사유_h0mnujnq,2025.01.22,01/07/2024,,승인,1301,원결제수단,처리중,2024-12-29,agent_25,이메일,2,SKU00000805,1,N,0,1010.73,19.69,23.92,122.13,2715.08,673.76,30.32,513.06,154.2,102.14,561.43,108.39,611.22,171.47,132.09,True,0,True,False,1,0,Y,1,no,O
RT-002770,ORD00013163,M3AAF4325,교환,텍스처불만,,20/11/2024,08-25-2024,20240119,부분승인,40200,쿠폰발급,처리중,,agent_22,전화,1,SKU00000335,1,Y,0,851.86,8.35,11.1,121.9,808.62,167.52,5.93,292.61,40.04,166.51,1511.94,46.04,254.63,1183.66,920.15,True,1,True,True,0,1,Y,1,no,X
RT-002771,ORD00011451,M7D387E87,전체반품,성분불만,상세사유_7bpm8syl,22/08/2025,2023.07.03,2023-07-26,승인,21869,계좌이체,완료,2023.06.16,agent_19,이메일,5,SKU00000819,1,N,0,426.86,23.82,0.32,1.05,111.83,238.63,89.67,103.78,434.75,167.67,1212.97,78.58,1395.43,1929.98,312.31,False,1,False,False,1,0,N,0,yes,O
RT-002772,ORD00000189,MFFB4EAEE,반품,텍스처불만,상세사유_0af8lijw,20250427,,2024.08.05,승인,30405,쿠폰발급,처리중,2023.11.04,agent_25,게시판,3,SKU00000666,3,N,0,445.88,41.37,12.69,122.99,643.15,127.22,93.51,87.93,57.43,167.43,395.73,86.19,300.46,242.6,755.6,True,1,False,False,1,1,Y,1,no,X
RT-002773,ORD00008354,MC29C10EF,반품,향불만,,2024-08-26,2023-04-13,2025.03.23,검수중,2230,쿠폰발급,처리중,2025-01-16,agent_14,이메일,3,SKU00001241,1,N,0,149.95,24.08,5.43,136.29,408.64,20.08,189.26,171.37,578.79,211.8,991.66,29.3,730.28,889.86,171.86,True,0,False,False,1,0,Y,0,yes,X
RT-002774,ORD00013746,M5131E8B6,반품,사이즈맞지않음,상세사유_k8h9rdoi,20251215,,20240810,검수중,1393,쿠폰발급,처리중,,agent_28,채팅,1,SKU00000162,1,N,0,2312.79,29.87,9.07,57.28,531.35,152.24,431.2,171.46,408.68,300.8,621.92,207.35,357.05,1172.65,792.73,True,0,False,False,0,0,N,1,yes,X
RT-002775,ORD00007487,MAC8900B8,반품,색상불일치,상세사유_20ckpcj0,23/02/2023,2024.05.02,07-19-2024,,21979,원결제수단,완료,2023.07.09,agent_8,전화,1,SKU00000906,1,N,0,360.46,15.17,4.11,0.73,1343.22,423.13,40.2,422.5,136.34,6.31,39.29,89.14,1155.84,1801.01,1559.68,False,1,True,False,1,1,N,0,no,O
RT-002776,ORD00014928,M6CAD17A8,교환,가품의심,상세사유_ig2lo0ts,08-24-2023,2024-12-28,29/11/2024,검수중,12018,원결제수단,처리중,02-24-2023,agent_24,게시판,2,SKU00001756,1,N,0,3259.56,2.34,24.15,29.24,626.66,115.13,32.29,171.8,297.02,197.32,634.09,19.94,1163.12,827.49,3854.76,True,0,True,True,1,1,Y,0,yes,O
RT-002777,ORD00014841,MAE46112C,부분반품,피부트러블,상세사유_9tfe5gnd,11/12/2023,2023.01.10,11/04/2024,거절,18751,계좌이체,대기,11-16-2024,agent_17,채팅,1,SKU00001319,1,N,0,3201.04,53.07,16.48,278.1,201.29,23.31,224.3,114.29,382.18,146.82,513.69,159.81,109.67,881.29,187.85,False,0,True,False,1,0,N,1,yes,X
RT-002778,ORD00011048,M6130E996,반품,가품의심,,2023.03.18,2025.09.21,2023.11.07,,2112,계좌이체,대기,,agent_26,카카오톡,1,SKU00000763,2,N,0,1826.66,13.05,3.15,172.66,169.93,99.34,94.44,439.99,715.72,464.94,888.89,169.43,1053.35,1894.4,470.31,False,1,False,False,1,1,Y,1,yes,X
RT-002779,ORD00004016,M9A404ECD,부분반품,파손/불량,상세사유_6cx8pzr5,23/03/2024,,20230503,승인,4544,원결제수단,대기,,agent_25,카카오톡,1,SKU00001805,1,N,0,732.01,30.09,1.0,38.14,37.32,185.76,214.96,274.82,1617.7,96.86,160.58,40.75,630.93,1264.78,2690.57,True,1,False,True,0,1,N,1,no,X
RT-002780,ORD00012044,M1231D131,반품,가품의심,,13/05/2025,,2024-12-16,검수중,6007,계좌이체,대기,23/06/2023,agent_4,전화,5,SKU00000991,1,N,0,113.5,10.95,58.76,171.68,653.16,97.2,28.62,62.08,210.19,410.76,311.05,58.54,1875.74,172.8,1645.29,False,1,True,True,1,0,Y,0,no,X
RT-002781,ORD00007390,M14D74B8B,부분반품,오배송,,12-12-2024,2025-05-07,,승인,20526,원결제수단,완료,12/11/2024,agent_19,이메일,3,SKU00000018,2,N,0,708.6,36.8,1.63,187.69,182.49,302.15,33.85,142.27,128.11,143.82,381.83,95.14,893.48,3190.63,112.09,True,1,False,True,1,1,Y,0,no,X
RT-002782,ORD00009209,MC22BC220,반품,변심,,08-20-2025,,2023-08-28,승인,18173,쿠폰발급,완료,,agent_3,이메일,4,SKU00000104,3,Y,1,123.1,6.31,3.38,10.05,501.4,6.3,199.94,230.07,139.4,260.01,236.83,45.1,377.19,1143.71,1139.51,True,0,True,True,1,1,N,1,yes,X
RT-002783,ORD00011839,MCE0BD2DF,교환,텍스처불만,,2023-07-13,20251002,08/10/2024,승인,3164,포인트,완료,,agent_22,전화,,SKU00000780,2,Y,1,1634.69,133.58,10.73,103.76,1159.47,212.58,239.57,684.98,723.38,6.96,164.01,266.51,381.27,329.54,31.83,True,1,False,True,1,0,N,1,yes,X
RT-002784,ORD00011101,M88AE4C79,반품,알러지반응,상세사유_c2a6w8tn,2025-07-16,,,검수중,48612,계좌이체,완료,2023.01.01,agent_22,전화,4,SKU00001954,1,N,0,1048.6,71.45,1.94,26.06,821.07,1.43,75.17,248.31,264.55,40.68,324.25,33.85,41.41,278.39,374.53,True,0,False,True,1,1,Y,1,no,X
RT-002785,ORD00001906,M11F6E6E7,반품,향불만,상세사유_hhwpu1e8,2023.01.05,27/09/2023,14/09/2024,,83239,포인트,거절,,agent_10,게시판,1,SKU00001072,1,Y,0,621.63,46.21,29.59,152.49,527.29,200.96,354.91,466.92,613.72,59.18,506.05,95.42,14.17,184.43,80.44,False,0,False,True,0,1,N,0,yes,X
RT-002786,ORD00008827,M7A0E5E08,반품,용량부족,,2025-08-13,20240811,20230907,승인,10759,원결제수단,완료,2025.01.03,agent_25,이메일,4,SKU00000614,1,N,0,254.92,115.48,16.08,238.02,773.67,185.76,62.15,255.67,19.15,201.73,491.64,76.03,2263.1,17.77,457.45,False,0,True,False,1,1,Y,1,yes,O
RT-002787,ORD00011222,M989A39FB,부분반품,색상불일치,상세사유_oxyjrzv7,20230818,20/04/2023,2023.11.28,승인,5032,포인트,대기,,agent_20,게시판,3,SKU00001460,3,N,0,191.3,77.47,37.84,210.37,609.86,70.35,408.62,386.3,1782.0,7.16,70.66,118.3,1477.25,902.6,1430.28,False,1,True,False,1,1,N,1,no,O
RT-002788,ORD00007126,M2F265812,반품,피부트러블,상세사유_plsc5jay,09/11/2025,20231011,20/04/2025,승인,79200,쿠폰발급,완료,10-17-2023,agent_16,전화,3,SKU00001665,3,N,0,793.46,13.07,10.11,253.37,784.0,78.54,32.06,291.08,412.89,165.22,135.47,11.14,448.0,83.24,486.26,True,1,False,True,1,1,Y,0,yes,O
RT-002789,ORD00012300,M10474A97,교환,텍스처불만,,25/03/2023,01-20-2025,,승인,6418,원결제수단,완료,,agent_2,이메일,5,SKU00001538,2,Y,0,74.45,83.7,40.28,6.31,184.06,97.38,310.46,100.99,303.96,59.95,625.52,177.33,603.14,13.57,723.3,True,1,True,True,0,0,Y,1,no,X
RT-002790,ORD00000460,M750A0283,반품,알러지반응,,19/07/2024,22/08/2025,11/09/2023,검수중,29370,계좌이체,완료,29/07/2025,agent_16,카카오톡,3,SKU00001516,1,N,0,306.43,60.78,3.07,73.58,1721.63,209.58,481.46,48.94,192.03,38.63,88.5,146.95,853.76,119.58,726.77,True,1,False,False,0,1,Y,0,yes,O
RT-002791,ORD00000291,MF2AFEA3A,반품,사이즈맞지않음,상세사유_t9n133qx,2023.04.10,20250501,2023.10.26,,15900,계좌이체,완료,2024-08-25,agent_13,이메일,5,SKU00000620,1,N,0,390.14,47.65,12.01,133.17,279.6,159.02,36.91,22.33,164.74,139.51,645.32,174.61,379.99,300.25,557.37,True,1,False,False,1,0,Y,0,no,X
RT-002792,ORD00007311,MBF0B3D8E,교환,변심,,05-22-2024,12-06-2024,20230421,검수중,20286,포인트,완료,,agent_16,채팅,,SKU00000845,1,N,0,241.67,30.36,29.14,217.13,865.49,26.72,390.89,89.7,324.22,38.43,545.61,82.6,1785.48,1321.65,634.7,True,1,False,True,0,1,N,1,yes,O
RT-002793,ORD00004055,M40A6B7D1,부분반품,오배송,상세사유_3glqilaf,20230419,29/09/2023,20240617,거절,719,원결제수단,대기,,agent_1,카카오톡,5,SKU00001767,1,N,0,2173.48,74.37,20.78,311.83,96.05,137.18,26.68,6.12,251.59,6.0,1077.65,203.54,344.42,314.63,982.14,False,1,True,True,0,0,N,1,yes,X
RT-002794,ORD00000758,MC3F4A96B,반품,알러지반응,상세사유_xy7wyo0d,2024.06.16,,2023.02.25,승인,27845,원결제수단,완료,10-29-2023,agent_28,카카오톡,1,SKU00000304,1,N,1,955.14,70.5,3.13,28.01,99.44,169.3,262.48,260.82,2309.75,92.29,44.77,140.83,199.94,771.77,173.68,True,1,True,False,0,1,Y,0,no,O
RT-002795,ORD00012553,MAFA8B6AF,반품,알러지반응,상세사유_y47d5ec4,01-30-2023,,20230618,승인,17135,계좌이체,완료,2023-03-08,agent_9,게시판,2,SKU00001516,1,N,0,902.93,28.25,13.13,5.05,2441.66,72.48,42.19,69.64,488.9,6.41,43.49,85.54,9.52,2559.59,1447.33,True,1,False,True,0,0,N,0,no,X
RT-002796,ORD00002562,MD4272E67,부분반품,변심,상세사유_94u1f63q,12-04-2024,2025-04-20,10/04/2024,승인,21793,계좌이체,처리중,12-13-2025,agent_17,게시판,4,SKU00001065,1,Y,0,74.56,5.36,12.44,570.12,824.05,404.95,150.41,424.43,471.81,246.64,977.16,75.76,897.34,381.53,3847.95,True,1,False,True,0,0,Y,1,yes,O
RT-002797,ORD00014732,M7803C3FF,반품,변심,상세사유_h1hqihve,2023-08-30,,,,80899,원결제수단,완료,20250420,agent_16,전화,3,SKU00000073,2,Y,0,858.58,149.59,7.76,316.06,1051.07,3.74,207.28,310.51,574.24,108.38,928.02,9.68,1397.55,1998.41,338.46,False,0,True,False,1,1,N,1,no,O
RT-002798,ORD00001237,MABE951BD,반품,파손/불량,상세사유_uvvoo4up,20231213,08-01-2024,,거절,2566,원결제수단,완료,,agent_19,이메일,3,SKU00001401,2,Y,1,889.09,14.29,0.15,387.85,1254.32,73.97,155.8,35.99,37.88,43.28,589.28,42.61,2202.57,2618.21,262.55,False,1,False,True,0,1,Y,1,no,O
RT-002799,ORD00004816,MDA942CEE,반품,향불만,,2025-03-27,20240920,,승인,15608,계좌이체,완료,,agent_27,이메일,1,SKU00001351,1,N,0,471.01,102.29,23.54,165.53,233.45,633.14,69.78,197.79,192.41,28.26,385.1,53.75,443.85,566.05,541.94,False,0,False,False,0,0,N,1,no,X
RT-002800,ORD00008283,M1DAF57A6,반품,향불만,,20250307,02/03/2023,20230914,승인,11693,포인트,완료,,agent_22,채팅,3,SKU00001143,1,Y,0,990.29,1.42,1.5,157.05,879.89,387.48,68.75,1288.66,1116.06,473.12,62.35,32.03,1558.74,228.43,2816.95,False,0,True,False,0,1,N,0,no,O
RT-002801,ORD00011449,M2F3D764A,반품,용량부족,,12-17-2025,,2024.05.22,거절,7096,쿠폰발급,완료,14/09/2025,agent_25,게시판,,SKU00001677,3,Y,0,1417.58,0.49,14.15,31.15,1320.45,103.16,0.67,490.07,855.83,31.31,502.95,702.06,462.79,2781.19,3059.0,True,0,False,False,0,0,Y,0,yes,X
RT-002802,ORD00014104,ME928A520,부분반품,변심,상세사유_8dkl9k01,22/02/2025,20250401,15/03/2025,검수중,6045,쿠폰발급,대기,,agent_21,채팅,1,SKU00001402,1,N,0,47.91,52.74,6.84,154.67,1164.72,103.28,252.47,395.75,1302.17,739.04,104.1,470.8,86.24,975.13,1664.24,False,0,True,False,0,0,Y,1,no,O
RT-002803,ORD00004860,M22E5C017,교환,알러지반응,상세사유_c9h2y0oz,20240629,2025.12.17,20230110,승인,19891,계좌이체,완료,04-11-2025,agent_6,카카오톡,1,SKU00001874,1,N,0,1486.57,20.01,12.57,17.24,410.02,200.44,343.98,181.7,123.59,644.11,892.4,42.14,639.99,511.16,497.97,True,1,False,True,0,0,N,1,no,X
RT-002804,ORD00005429,MFE37533A,반품,오배송,,2024.02.03,,2025-11-28,거절,50093,쿠폰발급,완료,06-27-2023,agent_22,전화,2,SKU00001880,2,Y,0,274.92,0.31,0.96,551.53,280.84,76.26,113.2,346.38,626.3,395.33,416.23,154.49,163.54,1070.0,950.71,False,0,True,True,1,0,N,0,yes,X
RT-002805,ORD00009908,MF31EF83C,반품,성분불만,,20240806,,,승인,98323,포인트,거절,20251020,agent_6,게시판,2,SKU00001918,1,N,0,358.31,231.92,20.13,15.66,312.64,81.71,94.49,77.43,311.93,101.69,315.21,150.64,112.92,38.09,265.72,True,0,False,True,0,0,N,0,no,X
RT-002806,ORD00009583,M61D8FBBF,반품,가품의심,,17/04/2024,2023.05.18,,부분승인,2659,쿠폰발급,대기,18/12/2023,agent_9,이메일,4,SKU00000364,1,N,0,1264.53,56.77,1.78,205.61,78.78,97.58,77.7,35.19,151.36,117.9,19.24,260.61,552.21,1347.05,1075.82,True,0,True,False,1,1,Y,0,yes,X
RT-002807,ORD00013369,M4FDF2500,부분반품,유통기한임박,상세사유_hsu9x1jq,04/05/2023,,2024-12-22,거절,31678,쿠폰발급,완료,20240112,agent_26,카카오톡,1,SKU00000440,1,Y,0,134.92,83.17,64.65,349.39,335.04,148.7,127.89,70.84,411.18,140.15,740.96,58.68,1288.02,162.1,327.46,True,1,True,False,0,1,Y,0,yes,X
RT-002808,ORD00003105,M1FD62F25,교환,가품의심,,2025.06.09,,03-01-2025,승인,6114,포인트,거절,20230917,agent_27,이메일,2,SKU00000449,3,Y,1,556.83,2.83,39.94,740.58,1338.01,20.48,786.8,153.62,1003.73,317.46,220.84,7.08,353.12,269.67,1466.51,True,0,False,True,0,0,Y,0,yes,O
RT-002809,ORD00005047,M0B1C175E,반품,색상불일치,,20230519,,08/03/2023,부분승인,94643,원결제수단,완료,24/04/2025,agent_26,게시판,1,SKU00000042,2,N,0,1536.78,13.8,3.44,69.41,429.19,700.02,267.28,51.51,906.75,27.07,95.96,47.47,824.79,917.5,214.13,True,0,True,True,0,1,Y,1,yes,O
RT-002810,ORD00013208,MBF07F325,반품,텍스처불만,상세사유_q8pj6raz,13/10/2023,12-29-2025,,승인,10590,포인트,처리중,,agent_27,게시판,4,SKU00001815,1,N,1,703.42,33.18,18.92,350.2,128.07,181.25,39.11,89.4,0.72,42.47,558.89,208.6,1233.02,128.01,157.07,True,1,True,False,1,1,N,0,yes,O
RT-002811,ORD00000566,M6ECECF50,반품,용량부족,상세사유_8b8bahqp,07-09-2024,28/06/2023,,거절,47710,계좌이체,처리중,,agent_5,게시판,2,SKU00001848,1,N,0,502.01,165.57,12.36,87.05,147.08,147.31,42.03,94.9,201.89,241.48,38.17,45.98,463.38,651.79,66.72,False,1,True,False,1,1,Y,0,yes,O
RT-002812,ORD00008655,M16520E8B,교환,오배송,,2023-07-23,07-01-2025,05-28-2023,승인,7950,쿠폰발급,완료,2024-05-11,agent_12,채팅,4,SKU00000384,3,N,0,1575.32,96.91,31.8,549.54,62.17,76.25,31.53,28.87,27.38,198.75,504.65,86.31,207.72,779.2,128.75,False,1,True,False,1,1,Y,1,yes,O
RT-002813,ORD00005032,M86D8191B,반품,향불만,,2025-09-04,,,승인,19562,원결제수단,거절,,agent_3,채팅,,SKU00000353,3,N,0,1224.07,0.68,15.99,336.89,1360.9,292.12,266.58,862.11,722.41,64.01,194.03,15.78,165.93,117.9,815.0,True,1,True,True,0,0,Y,1,no,X
RT-002814,ORD00012678,MA27F1C49,전체반품,성분불만,,20240911,,20240126,승인,1434,포인트,완료,2025-07-20,agent_30,카카오톡,5,SKU00001020,2,N,0,224.49,12.88,8.81,280.32,96.5,110.72,1356.12,260.74,90.03,163.86,8.69,84.02,522.82,37.76,1486.81,True,1,True,False,0,0,N,0,yes,O
RT-002815,ORD00010413,M577A9730,전체반품,가품의심,,2025.07.13,20230327,,거절,56039,포인트,대기,01/10/2025,agent_27,이메일,2,SKU00001812,1,Y,0,210.32,3.58,17.9,8.62,218.04,45.59,100.69,238.28,64.49,256.72,740.51,38.21,1078.47,1810.23,3009.4,True,1,True,True,0,1,N,0,yes,O
RT-002816,ORD00010122,MA45B4472,반품,변심,상세사유_7xpyexjs,10/06/2025,2025-12-18,23/07/2024,승인,56328,원결제수단,거절,20240601,agent_4,카카오톡,2,SKU00001209,1,N,0,1871.74,3.79,13.24,15.99,694.15,439.59,36.35,146.73,70.88,324.1,54.75,97.82,196.22,925.7,1356.12,False,1,False,False,0,0,Y,0,yes,O
RT-002817,ORD00014300,MC2617875,교환,텍스처불만,,2024-06-09,31/01/2025,04/04/2024,,15985,포인트,처리중,,agent_30,전화,5,SKU00001672,1,Y,1,862.74,50.35,23.33,18.06,1007.94,39.59,140.06,281.56,335.61,29.52,627.04,80.67,851.43,572.22,1476.65,True,0,True,False,0,0,Y,0,yes,O
RT-002818,ORD00007266,M2BC8AF55,반품,피부트러블,,20230508,09/07/2023,21/01/2023,부분승인,114579,원결제수단,처리중,2024-07-10,agent_30,이메일,3,SKU00001247,2,N,0,525.49,4.08,2.67,336.4,1269.79,15.88,402.08,92.52,436.31,17.58,1015.14,506.89,1575.75,916.56,1054.65,False,1,False,False,1,0,N,0,yes,O
RT-002819,ORD00005169,MC68ED67E,반품,사이즈맞지않음,,2024-01-29,20240909,24/02/2023,승인,14442,계좌이체,처리중,28/12/2023,agent_6,채팅,2,SKU00001103,1,N,0,207.13,24.88,8.24,73.43,197.17,410.46,101.74,144.08,830.07,512.33,446.21,146.37,1547.89,1247.91,305.03,False,1,True,False,0,1,N,0,yes,O
RT-002820,ORD00004310,MAD076764,반품,오배송,,08-03-2025,20250121,,승인,3692,계좌이체,완료,20230419,agent_25,이메일,3,SKU00000525,1,N,0,341.54,21.5,24.59,127.29,143.17,338.71,69.26,222.47,393.96,44.78,514.71,123.4,603.29,348.04,447.35,True,0,True,True,0,0,N,1,no,X
RT-002821,ORD00008699,MA56DBFBB,전체반품,오배송,,21/08/2024,20241020,2023-01-14,승인,8355,쿠폰발급,완료,,agent_16,카카오톡,2,SKU00001394,2,Y,0,190.9,67.09,7.53,29.89,1184.91,129.27,532.71,193.94,11.67,142.68,1375.03,176.06,0.99,104.79,1323.65,True,1,True,True,0,0,Y,1,no,O
RT-002822,ORD00006923,M9DC78BD6,부분반품,색상불일치,,2025-10-27,05-10-2025,2025-06-21,거절,24658,포인트,완료,22/02/2023,agent_5,이메일,3,SKU00001453,3,N,0,346.73,109.03,6.07,173.1,714.26,36.39,131.04,115.91,464.58,104.45,234.63,30.21,1498.73,690.33,4420.67,True,1,False,False,0,1,Y,1,no,X
