event_id,session_id,user_uid,event_type,event_timestamp,page_url,prd_no,search_query,referrer,platform,device,os,browser,screen_resolution,time_on_page_sec,scroll_depth_pct,cart_value_krw,ab_test_variant,analytics_metric_01,analytics_metric_02,analytics_metric_03,analytics_metric_04,analytics_metric_05,analytics_metric_06,analytics_metric_07,analytics_metric_08,analytics_metric_09,analytics_metric_10,analytics_metric_11,analytics_metric_12,analytics_metric_13,analytics_metric_14,analytics_metric_15,analytics_metric_16,analytics_metric_17,analytics_metric_18,analytics_metric_19,analytics_metric_20,analytics_flag_01,analytics_flag_02,analytics_flag_03,analytics_flag_04,analytics_flag_05,analytics_flag_06,analytics_flag_07,analytics_flag_08,analytics_flag_09,analytics_flag_10
EVT-00007875,sess_sf16lqhq,uid_5bf500e29bed,search,1737601814,/brand/bk8f6z3w,PRD-00007,,instagram,PC웹,mobile,Android,Safari,390x844,4.5,81.9,25000,C,14.41,171.26,379.49,208.93,346.21,120.02,274.99,171.03,138.79,439.35,4.59,107.47,964.59,5.52,76.92,154.89,5614.37,428.59,118.47,443.06,False,N,1,no,Y,N,1,yes,Y,X
EVT-00007876,sess_5b74ebiy,anon_18vmn5r3,product_view,1729449671,/category/xr25jtnt,PRD-00859,클렌징,,카카오톡채널,mobile,macOS,Chrome,1920x1080,46.1,63.8,0,A,146.55,46.75,385.76,66.71,103.12,166.75,89.28,184.54,146.08,139.4,0.69,895.34,243.78,4.7,434.77,126.23,741.31,205.87,310.04,881.38,True,N,1,yes,N,Y,1,yes,N,X
EVT-00007877,sess_6f2f632x,anon_bp79xmnt,page_view,1746307895,/checkout/vknftyqi,,비타민C,,iOS앱,desktop,Android,Chrome,390x844,46.6,10.6,89000,,96.09,40.84,94.1,199.49,400.79,130.2,36.99,1063.72,411.89,41.8,28.64,990.56,246.68,1.28,10.08,28.28,990.24,619.48,47.31,1150.67,False,N,1,no,Y,N,1,yes,Y,X
EVT-00007878,sess_ixwstfh0,anon_9085aodw,filter,1718800272,/mypage/6ae5ta62,,수분크림,google,무신사,mobile,Android,Chrome,390x844,15.4,52.6,0,,111.54,289.12,226.42,213.39,152.06,0.1,290.16,714.87,56.29,514.63,36.95,147.58,373.59,31.58,550.74,287.69,1816.09,314.57,280.49,401.05,False,N,1,yes,N,Y,0,no,N,X
EVT-00007879,sess_f4ms82i1,uid_be14d85e7c60,search,1719974349,/brand/n9ccwgxn,PRD-01657,마스크팩,,올리브영온라인,mobile,Windows,Whale,2560x1440,9.1,94.0,0,A,257.22,579.3,104.9,13.68,781.43,28.09,118.46,95.43,300.6,1118.62,52.97,454.1,39.78,57.92,66.48,2847.78,957.72,146.75,48.93,214.72,False,Y,0,yes,Y,Y,1,yes,Y,O
EVT-00007880,sess_a4ruqkmc,anon_3v9udpkh,search,1747761911,/product/diuqk92g,PRD-00004,클렌징,naver,네이버스마트스토어,mobile,macOS,Safari,1920x1080,13.5,46.2,25000,,59.54,636.55,390.68,92.65,766.58,88.9,44.21,3357.21,392.54,2661.53,129.01,48.01,112.77,2.75,125.61,360.17,379.84,1968.42,48.21,1011.87,False,N,0,no,N,Y,1,yes,Y,O
EVT-00007881,sess_1y7fq7rd,uid_21e68752b616,add_to_cart,1758388675,/product/am0hkkcf,PRD-00159,토너,affiliate,Android앱,mobile,macOS,Safari,1920x1080,18.0,6.2,0,C,11.16,238.66,560.33,135.44,434.15,288.83,253.65,818.04,398.57,887.13,114.4,2051.52,205.48,5.24,32.94,699.83,1228.69,869.85,337.9,1610.0,True,N,1,yes,N,Y,0,no,N,O
EVT-00007882,sess_5v0vfb45,uid_14b37ffff51e,filter,1740722443,/mypage/sov4ncdy,,수분크림,affiliate,iOS앱,mobile,Windows,Edge,1080x2400,0.3,13.0,89000,B,115.99,92.55,124.43,20.79,22.47,43.36,57.9,959.88,62.87,160.03,42.57,217.87,329.26,11.08,53.27,437.65,394.9,668.52,809.97,210.06,False,Y,0,no,N,Y,1,no,N,X
EVT-00007883,sess_01s9u980,uid_ff98992d3f7f,page_view,1765606085,/cart/nmldyzzy,,수분크림,instagram,Android앱,desktop,Android,Chrome,2560x1440,18.2,58.1,25000,B,81.67,5.2,271.77,315.39,721.34,304.81,265.28,637.63,306.03,213.59,201.35,1670.87,54.75,12.41,235.99,85.27,1885.38,467.11,233.13,635.7,True,N,0,yes,N,N,0,yes,Y,O
EVT-00007884,sess_od9fda7n,uid_93b9ebc92407,product_view,1719886142,/product/ome2260o,PRD-01491,,google,올리브영온라인,desktop,Android,Edge,1920x1080,14.3,46.2,38000,A,141.22,319.96,567.23,138.24,60.5,122.05,50.05,351.1,59.32,79.94,109.89,155.62,315.69,0.67,459.32,690.73,3186.46,1834.03,13.43,126.36,False,N,1,yes,Y,N,1,yes,N,X
EVT-00007885,sess_fn1vh6t3,uid_7a6613329372,search,1745464579,/search/ugr2pcg3,PRD-01637,토너,youtube,쿠팡,tablet,Windows,Samsung,1920x1080,16.6,99.0,89000,C,188.46,86.4,343.38,120.06,454.64,60.38,133.1,530.87,206.32,127.4,65.55,252.89,26.23,18.42,99.52,2592.87,4847.35,339.02,499.88,135.45,True,Y,0,no,N,N,1,yes,N,X
EVT-00007886,sess_depuvzhz,uid_1b64b593de9d,page_view,1726080103,/checkout/ljjva9x9,PRD-01752,세럼,kakao,모바일웹,mobile,Windows,Samsung,1920x1080,6.3,89.4,0,A,203.96,186.92,33.12,98.81,1059.05,92.92,94.98,616.7,150.79,701.31,364.2,275.92,19.15,20.57,988.14,389.63,445.23,372.21,91.99,852.79,True,N,0,no,Y,Y,1,no,Y,X
EVT-00007887,sess_25dw7u7e,uid_6f6a8f38c480,add_to_cart,1738168202,/brand/ze38ie8m,PRD-00910,세럼,youtube,네이버스마트스토어,desktop,iOS,Chrome,1920x1080,24.1,64.1,0,,126.17,20.1,109.45,303.83,179.11,92.38,169.57,1568.51,34.71,1125.57,18.73,1214.21,174.07,25.06,32.52,1114.29,146.21,1054.92,145.92,2461.21,True,Y,0,yes,Y,N,1,no,Y,X
EVT-00007888,sess_psedyseo,anon_0uoen75h,page_view,1738342362,/brand/c41rxdw7,PRD-00013,수분크림,google,모바일웹,mobile,Android,Safari,1080x2400,23.8,72.8,0,control,46.52,95.32,35.23,694.94,111.78,13.69,4.66,35.86,341.17,1987.86,85.51,399.01,690.42,6.75,779.48,197.07,1499.1,440.89,535.71,2234.57,True,Y,1,no,N,N,1,no,N,O
EVT-00007889,sess_he1axd6a,uid_ef20c1cd0c96,search,1725250254,/search/8cosdwvx,PRD-01510,토너,youtube,Android앱,mobile,iOS,Edge,2560x1440,41.4,9.6,0,B,72.14,301.37,602.72,166.36,437.95,109.79,132.61,948.54,299.27,518.84,244.01,96.36,42.1,17.87,647.71,148.12,2590.54,879.25,848.94,575.35,False,Y,1,no,N,N,0,yes,Y,O
EVT-00007890,sess_bdnywyld,uid_e14c673400ca,page_view,1745781684,/search/7iafn4ya,PRD-01295,클렌징,,올리브영온라인,desktop,Windows,Whale,1920x1080,10.2,25.0,0,A,115.15,365.68,16.44,35.49,818.01,88.58,59.24,537.08,607.47,277.5,467.84,3271.78,231.06,7.06,123.47,1129.76,2007.65,1470.76,129.68,67.6,False,N,0,yes,N,N,0,no,N,O
EVT-00007891,sess_iwfnhdrz,anon_bci2onzb,add_to_cart,1756493114,/mypage/80aq5bed,PRD-01429,토너,direct,모바일웹,mobile,iOS,Edge,390x844,13.4,87.9,52000,control,142.94,317.99,812.32,51.77,254.45,122.88,17.44,144.74,181.52,533.49,202.86,41.98,165.03,13.98,88.99,139.88,140.25,1272.25,147.0,51.19,True,Y,0,yes,Y,N,1,no,Y,O
EVT-00007892,sess_f7xiwahh,anon_07aekgee,page_view,1733105219,/mypage/vp36x7vo,,수분크림,affiliate,올리브영온라인,desktop,Android,Edge,1920x1080,23.5,31.0,15000,A,2.68,48.87,577.74,106.09,134.53,146.7,511.98,487.32,23.87,587.27,50.11,81.49,282.67,8.77,226.75,556.04,1764.46,87.79,319.79,337.06,True,N,0,no,Y,N,1,no,N,X
EVT-00007893,sess_fafgsym1,uid_8a8b6ca94e08,product_view,1739270510,/event/saqryqvv,PRD-00488,,direct,카카오톡채널,mobile,iOS,Chrome,390x844,8.3,72.8,15000,B,90.96,21.67,1422.17,494.89,369.36,148.04,94.35,1167.15,57.62,1075.85,37.53,585.44,29.0,4.31,65.58,712.41,62.14,798.01,291.93,718.57,True,N,0,no,Y,N,1,yes,N,O
EVT-00007894,sess_ctoiia8g,uid_4810b680c624,add_to_cart,1720305642,/event/vmd74k1c,PRD-00962,세럼,google,Android앱,mobile,iOS,Samsung,1170x2532,26.6,99.7,52000,control,15.79,209.51,1335.99,61.93,374.64,169.69,65.67,924.0,366.05,403.32,246.31,212.01,175.52,1.3,66.62,409.21,97.47,1968.31,334.06,1338.1,False,N,0,no,N,N,0,no,Y,X
EVT-00007895,sess_fjurf94f,uid_bdebabbb16d0,product_view,1719900731,/checkout/whnmxmbp,,토너,naver,PC웹,mobile,Android,Whale,390x844,88.3,77.5,0,C,73.11,3.0,246.11,9.02,76.25,311.07,97.55,40.31,692.12,441.96,86.9,74.79,493.48,3.73,327.96,170.52,1102.88,294.37,1057.33,431.58,True,Y,0,no,N,N,1,yes,N,O
EVT-00007896,sess_xrz02f8r,anon_xdjswtvz,page_view,1751545740,/event/qu7ana4p,PRD-00733,레티놀,google,무신사,mobile,Android,Chrome,390x844,9.4,89.6,0,,140.55,324.91,1545.94,28.63,9.26,114.15,45.27,1105.65,832.54,206.77,251.17,87.96,33.88,1.74,126.77,98.87,590.17,46.99,379.55,121.27,False,Y,1,yes,N,N,0,yes,N,O
EVT-00007897,sess_ziu5kkxn,uid_fffe67704436,filter,1743698509,/brand/lkoqkkmu,,마스크팩,youtube,Android앱,mobile,iOS,Edge,2560x1440,34.9,75.4,0,C,5.21,48.34,153.23,109.82,49.59,196.65,202.15,332.9,67.87,1017.48,22.48,94.3,383.01,6.9,135.38,2967.48,425.72,468.31,442.64,223.39,False,N,1,yes,Y,N,0,yes,Y,O
EVT-00007898,sess_4mil5g81,uid_36e9422589a6,filter,1747258767,/cart/3j2e7edj,PRD-00827,클렌징,kakao,Android앱,mobile,Android,Whale,1920x1080,14.8,48.3,0,A,102.51,1.9,1316.79,22.77,81.78,40.63,503.37,371.25,76.0,410.06,111.98,167.56,37.07,2.63,36.75,265.66,1831.42,1715.8,663.17,14.06,False,N,1,yes,N,Y,0,yes,Y,X
EVT-00007899,sess_cnve1z7i,uid_3757989e2cbf,search,1750599751,/category/75exnkrl,,,google,PC웹,mobile,macOS,Safari,390x844,27.1,67.6,15000,B,85.81,52.72,285.14,6.57,20.25,175.65,604.11,356.96,45.16,217.0,65.18,230.2,47.49,1.58,181.41,630.28,1251.49,887.26,12.91,1666.18,False,N,0,yes,N,N,0,yes,N,O
EVT-00007900,sess_f3uru1qw,uid_1601b8432615,product_view,1761947741,/brand/433p7h5y,,,google,무신사,tablet,iOS,Whale,2560x1440,50.1,23.0,38000,A,203.52,164.36,1110.17,322.38,211.79,55.91,44.16,294.46,936.63,574.73,18.45,32.76,150.18,0.13,108.08,1338.49,376.42,36.48,164.28,1665.09,True,N,1,yes,N,Y,0,yes,N,X
EVT-00007901,sess_hdy4lote,uid_8f99111e7ea4,begin_checkout,1727034817,/brand/8qqp5nr1,PRD-00534,클렌징,,PC웹,mobile,Android,Safari,390x844,9.0,10.6,0,C,393.99,127.96,9.09,223.53,100.17,68.96,598.47,4739.2,41.79,258.25,155.17,371.09,642.05,3.47,93.23,151.95,178.84,927.65,85.03,1943.89,True,N,1,no,N,Y,1,yes,N,X
EVT-00007902,sess_xr65f3hk,uid_816931cf62d4,search,1718836917,/event/l848ycrj,,비타민C,,모바일웹,mobile,Windows,Chrome,2560x1440,30.3,23.7,25000,C,135.25,377.87,772.42,363.95,58.95,148.24,41.01,1216.27,878.08,698.94,13.77,1719.87,106.4,5.7,126.34,38.96,554.84,310.84,584.44,337.55,False,N,0,no,Y,Y,0,no,Y,O
EVT-00007903,sess_5431di5s,uid_4bdc13c0ff5f,product_view,1755294320,/mypage/u5qrxe52,PRD-00186,,direct,무신사,tablet,macOS,Chrome,1170x2532,21.0,58.5,25000,,149.2,273.55,260.88,118.89,4.59,386.13,39.73,207.21,613.45,1286.77,128.04,650.61,1343.43,3.82,247.69,274.33,537.93,382.23,1231.84,622.48,True,N,1,yes,Y,Y,0,no,Y,O
EVT-00007904,sess_8tj9aof0,uid_880fb269f3c8,search,1727191540,/search/5p956zvn,PRD-00895,쿠션,kakao,카카오톡채널,mobile,Windows,Whale,390x844,38.6,64.7,25000,C,4.44,176.13,103.61,83.4,274.99,29.69,173.67,1161.77,1674.84,898.97,138.21,161.98,159.16,10.28,106.12,169.24,383.54,237.7,1419.75,1284.99,False,Y,0,yes,Y,N,0,yes,N,O
EVT-00007905,sess_wfwqhf2x,uid_c0cbc3acfb09,filter,1754910938,/product/o6035qd2,PRD-01170,,google,Android앱,desktop,iOS,Edge,1080x2400,59.5,85.9,0,B,8.41,348.77,687.14,65.3,29.56,110.33,13.5,1041.56,69.94,942.26,216.08,537.77,30.98,22.35,407.06,155.59,137.52,1504.86,638.48,1915.59,False,N,1,no,N,N,1,no,N,X
EVT-00007906,sess_oownxkgc,uid_21b78bee5fc6,product_view,1760731154,/product/rr5pkhjj,PRD-01812,레티놀,direct,올리브영온라인,mobile,Windows,Whale,2560x1440,40.7,35.4,0,B,48.78,58.56,221.95,149.32,37.46,200.45,256.72,1127.32,47.57,453.38,422.44,226.31,12.48,3.7,252.13,125.07,138.93,202.15,173.35,977.05,False,N,0,no,N,Y,1,no,N,O
EVT-00007907,sess_efipsbfu,uid_6724e327a290,page_view,1763465106,/category/7xm5bmz4,,수분크림,naver,쿠팡,desktop,iOS,Safari,2560x1440,13.5,99.7,89000,,55.13,137.11,85.91,100.23,382.49,134.33,1149.43,574.36,383.68,107.77,501.9,484.32,742.45,0.37,692.38,834.73,1601.58,506.71,168.16,712.37,False,Y,1,yes,N,Y,1,yes,Y,X
EVT-00007908,sess_5u6f5qhg,anon_eezua824,add_to_cart,1736448522,/product/7s6hwkrp,,비타민C,youtube,네이버스마트스토어,desktop,Android,Safari,1920x1080,19.7,49.2,89000,C,337.96,771.44,402.36,32.43,738.56,139.96,76.34,271.48,260.53,1535.31,133.36,90.25,123.91,0.67,512.83,174.42,31.74,637.21,158.14,1199.72,False,Y,1,yes,N,N,1,no,N,X
EVT-00007909,sess_tod7nvu1,anon_89mrfvo2,filter,1722540926,/mypage/vnte8ylo,PRD-00585,수분크림,naver,네이버스마트스토어,desktop,Windows,Edge,2560x1440,33.2,17.4,38000,A,65.47,217.51,294.13,109.85,477.99,283.5,85.07,637.34,985.38,147.16,20.85,6742.18,147.06,9.16,326.47,523.61,736.9,197.71,369.68,208.3,False,N,1,yes,Y,N,1,yes,N,X
EVT-00007910,sess_4p78thvd,anon_x3j1lj5r,page_view,1764597029,/product/yyei0lxt,PRD-00660,마스크팩,direct,무신사,desktop,iOS,Chrome,1920x1080,35.2,5.5,38000,,134.23,69.92,1192.32,560.39,69.04,47.73,473.36,546.87,20.87,1798.13,260.4,854.83,15.16,5.31,461.12,174.46,64.6,1406.77,327.88,939.97,True,N,0,no,Y,N,0,no,Y,O
EVT-00007911,sess_ivdnfaec,uid_c61feb73b17b,review_click,1759666138,/event/ofojjtkq,,,kakao,모바일웹,mobile,Android,Chrome,1920x1080,88.0,8.8,52000,A,69.16,984.73,179.61,708.57,368.22,10.63,546.9,1377.68,342.5,252.22,170.76,85.46,758.72,0.7,703.6,178.11,308.63,563.77,108.07,603.64,True,N,1,yes,N,Y,0,yes,Y,O
EVT-00007912,sess_lzk3c8zs,uid_0ee8608b234b,page_view,1754036270,/mypage/329jiafh,,비타민C,naver,PC웹,desktop,Android,Whale,1920x1080,20.2,46.7,52000,control,242.11,19.09,1340.59,44.95,905.96,79.7,131.58,359.81,714.06,329.34,389.65,832.24,1673.19,10.89,392.89,2023.34,678.11,681.7,570.02,624.45,True,N,1,no,Y,Y,0,yes,N,X
EVT-00007913,sess_s9v22qzw,anon_8gzpf84c,product_view,1754750285,/search/qd9rozx1,PRD-01488,수분크림,kakao,무신사,mobile,Windows,Edge,390x844,0.5,21.2,89000,,129.51,114.27,1400.84,101.04,224.54,41.49,582.12,22.3,803.5,307.66,50.82,3437.29,256.93,3.73,36.56,39.14,364.94,987.11,140.15,338.58,True,N,1,yes,Y,N,0,no,Y,O
EVT-00007914,sess_kypaa332,uid_5e20ca179382,add_to_cart,1765884756,/event/e0uoxs2t,PRD-01302,비타민C,youtube,카카오톡채널,mobile,iOS,Samsung,1170x2532,41.1,58.0,25000,control,22.44,14.06,111.03,129.74,159.21,44.7,73.61,156.04,89.64,1313.73,75.65,1109.44,349.33,22.68,119.78,953.05,5500.18,408.25,199.4,44.24,True,Y,1,yes,Y,N,0,yes,Y,X
EVT-00007915,sess_xz75i73f,uid_11d3605e2220,begin_checkout,1743752662,/product/z8kbombt,,레티놀,affiliate,모바일웹,desktop,iOS,Edge,1170x2532,53.4,2.4,89000,,53.8,4.48,449.93,121.72,572.37,287.3,1.67,153.37,282.39,90.74,96.49,57.09,133.02,8.64,57.66,666.45,732.38,365.62,187.13,509.06,True,N,0,yes,Y,N,1,yes,Y,X
EVT-00007916,sess_q0mb1e4v,anon_9xvcfuno,compare,1729230663,/search/ici85boo,PRD-00902,쿠션,direct,모바일웹,mobile,iOS,Whale,1920x1080,14.6,82.1,0,B,384.55,69.49,179.25,57.43,152.23,93.84,14.83,587.81,569.17,57.9,287.79,481.1,869.88,1.08,271.61,161.33,325.81,989.49,377.82,308.54,True,Y,0,yes,N,N,0,no,Y,O
EVT-00007917,sess_prih3yio,uid_0745aad94478,remove_cart,1758821840,/product/f4oxuwnx,PRD-00022,,naver,iOS앱,desktop,iOS,Safari,1170x2532,159.6,94.1,25000,B,262.57,89.3,115.3,151.56,798.38,22.59,353.12,427.11,26.99,22.74,123.93,1687.9,395.45,51.87,177.76,290.66,2151.19,270.35,153.94,678.17,True,Y,0,yes,N,N,1,yes,Y,O
EVT-00007918,sess_o6ttlsgt,uid_c0ea609a7f2b,review_click,1746163577,/checkout/c6ezw1tg,,,naver,PC웹,desktop,macOS,Chrome,1080x2400,10.4,50.0,0,A,26.18,251.3,878.43,149.93,17.98,259.32,64.8,502.95,395.59,116.28,31.75,177.93,227.45,1.52,429.75,864.83,889.94,2287.12,242.73,1138.9,False,N,1,no,Y,N,1,yes,Y,O
EVT-00007919,sess_555pev8g,uid_85fa1b6ab66d,add_to_cart,1740669963,/mypage/0fk2lddg,PRD-01099,선크림,direct,쿠팡,desktop,Android,Edge,1170x2532,12.5,45.0,89000,,129.49,50.49,1002.51,32.27,313.34,93.32,338.89,656.12,9.79,13.45,549.04,193.25,132.03,0.17,472.56,122.0,453.48,629.57,4.81,202.59,False,Y,0,no,Y,Y,1,yes,N,O
EVT-00007920,sess_o8ag5jzp,uid_1623a4baddc8,filter,1728431465,/event/tdml2bc1,,비타민C,direct,쿠팡,mobile,iOS,Samsung,1080x2400,6.5,62.9,25000,C,143.12,193.84,483.66,489.35,476.28,55.24,109.78,35.14,540.11,631.77,46.15,401.9,119.58,0.43,104.18,356.28,988.73,48.75,251.84,17.31,True,Y,0,yes,Y,Y,1,no,N,O
EVT-00007921,sess_rjgvidne,anon_qpcjmrc5,page_view,1725015383,/product/ydgstf5w,,세럼,affiliate,쿠팡,tablet,Windows,Safari,1080x2400,21.7,53.2,0,control,61.85,2.47,324.4,238.26,123.09,260.09,18.74,209.68,280.6,172.55,23.54,770.95,157.62,34.58,335.19,85.28,268.35,565.45,282.93,513.66,False,N,0,no,N,Y,1,yes,N,X
EVT-00007922,sess_b1byaugp,anon_2r7v2eon,page_view,1718646529,/brand/rj28kdvh,PRD-00761,수분크림,instagram,네이버스마트스토어,tablet,iOS,Samsung,2560x1440,7.7,3.3,15000,A,11.07,30.95,177.48,113.93,636.49,112.47,193.46,1153.0,75.87,141.52,69.12,1460.55,282.04,12.85,50.1,722.51,1684.93,1325.96,30.81,507.12,True,N,1,yes,N,N,0,no,N,O
EVT-00007923,sess_6osx8tcz,anon_4el9ym5v,search,1718134179,/brand/1742v45a,,레티놀,,카카오톡채널,mobile,iOS,Edge,1170x2532,12.1,8.5,38000,C,150.29,104.49,1009.99,325.55,440.89,66.46,74.7,913.34,56.33,274.46,4.16,5.78,723.51,24.25,66.91,886.12,48.99,64.53,440.64,790.48,True,Y,0,yes,Y,N,0,yes,Y,O
EVT-00007924,sess_ooyswopa,uid_2d9e3c54e60e,page_view,1723493715,/checkout/zhrn409z,PRD-01428,클렌징,affiliate,카카오톡채널,mobile,Android,Edge,2560x1440,59.7,32.0,38000,C,10.43,251.14,66.96,170.83,229.46,54.09,92.47,232.86,687.24,940.6,117.89,42.86,20.09,11.18,0.53,1010.13,698.32,76.69,1788.51,464.76,False,Y,1,no,Y,N,1,no,Y,O
EVT-00007925,sess_wg1wmu67,uid_2363886e9805,product_view,1742254307,/event/b5lnnbii,,,youtube,올리브영온라인,mobile,Windows,Edge,1080x2400,9.9,6.0,25000,A,8.26,477.37,324.95,472.06,107.18,47.33,76.46,1469.05,318.27,881.83,189.73,1728.5,42.46,25.46,183.1,690.13,150.38,560.33,286.76,92.29,False,Y,1,yes,N,N,0,yes,N,O
EVT-00007926,sess_7k8nags8,anon_9ne5ipxm,page_view,1725055238,/category/idic0tpt,,세럼,youtube,iOS앱,mobile,Windows,Safari,1920x1080,14.0,56.2,0,,15.84,16.32,102.47,21.64,9.06,148.3,27.0,281.98,885.15,748.03,90.76,283.51,763.63,3.24,247.93,432.41,1918.52,105.46,897.98,381.69,True,N,1,yes,N,N,1,no,N,X
EVT-00007927,sess_b1ewheo0,uid_4223bc0d37d8,wishlist_remove,1733566502,/category/tllwyd89,PRD-00156,수분크림,direct,Android앱,tablet,Android,Safari,2560x1440,1.4,27.9,89000,control,19.41,175.51,255.27,677.94,156.33,9.49,82.66,198.46,154.1,568.63,153.04,770.88,330.68,9.0,66.48,173.71,3252.99,1028.24,228.77,1089.61,False,Y,0,no,Y,Y,1,yes,Y,X
EVT-00007928,sess_1jzrkmyq,anon_962vh5ze,share,1736622714,/product/1mt8g7qr,PRD-00397,,instagram,Android앱,mobile,iOS,Whale,390x844,26.3,85.7,0,A,253.1,487.16,512.14,66.46,121.0,354.32,10.72,489.13,91.7,291.24,194.09,324.05,1239.46,1.39,210.31,304.95,290.68,57.94,61.15,98.61,True,Y,0,yes,N,N,0,no,Y,X
EVT-00007929,sess_vjm1muux,anon_xzgbt38c,product_view,1759664892,/checkout/6fp85m7i,,쿠션,,네이버스마트스토어,mobile,Android,Samsung,1920x1080,17.6,30.9,0,control,33.85,132.1,435.17,149.83,1194.24,183.51,102.63,305.36,146.79,357.09,160.37,20.48,112.38,14.42,96.57,115.52,775.92,53.01,194.42,568.77,True,N,0,no,N,Y,1,no,Y,O
EVT-00007930,sess_dp2i69ob,uid_cec9ca2f41e0,notification_click,1730335713,/brand/yik1kigz,,,affiliate,쿠팡,desktop,Windows,Whale,390x844,36.8,85.7,15000,C,1.81,351.45,166.8,270.27,721.35,14.44,31.73,327.04,950.73,2309.71,259.41,276.06,134.97,20.95,207.51,542.76,99.5,222.15,444.48,155.12,False,Y,1,yes,N,Y,1,yes,Y,X
EVT-00007931,sess_sbmkul78,uid_e55db758eda2,product_view,1750899001,/checkout/2imcfb83,,토너,google,PC웹,desktop,Windows,Chrome,1080x2400,2.7,4.6,25000,B,95.94,223.63,178.32,106.15,174.76,32.41,266.6,1836.36,362.02,300.51,130.58,619.31,479.93,4.49,203.56,865.74,501.54,325.95,272.08,155.4,True,N,1,yes,Y,N,0,yes,N,X
EVT-00007932,sess_5zpfbbop,uid_36bc4c490769,product_view,1749065593,/category/kj1i9ujz,PRD-01977,선크림,direct,무신사,mobile,iOS,Chrome,390x844,36.6,63.7,89000,C,89.04,87.37,115.34,121.65,754.91,305.13,12.9,1080.17,60.43,4.8,34.55,433.17,202.14,14.49,98.58,1249.05,1981.36,5.15,459.96,656.17,True,Y,0,no,N,Y,0,no,N,X
EVT-00007933,sess_omqperzq,anon_xcl3a3vz,product_view,1748227895,/category/z89592x6,PRD-00156,마스크팩,direct,쿠팡,tablet,Android,Whale,1080x2400,30.3,22.6,25000,B,16.79,283.43,13.86,903.68,138.14,414.32,217.98,701.19,346.67,606.65,61.05,120.35,795.83,2.46,121.09,91.81,211.99,551.4,57.79,251.05,False,N,1,no,Y,Y,1,yes,N,O
EVT-00007934,sess_n6xt73f5,anon_dmc8eihe,remove_cart,1744039246,/cart/fvx73tq4,PRD-01086,레티놀,instagram,모바일웹,desktop,iOS,Edge,390x844,26.1,43.2,38000,C,54.1,100.46,873.52,87.03,63.52,137.23,76.12,1279.55,67.42,362.4,45.96,805.64,20.2,21.56,58.57,521.48,1549.38,2146.87,183.57,555.36,False,N,1,yes,N,Y,0,no,Y,X
EVT-00007935,sess_hsh8ou13,anon_97lhn0z1,filter,1742340945,/mypage/59rut27t,PRD-00574,레티놀,youtube,네이버스마트스토어,desktop,macOS,Whale,1920x1080,36.3,22.5,0,A,65.63,7.64,103.62,71.05,21.09,30.6,73.68,524.35,6.07,358.6,24.42,141.5,76.48,7.3,377.41,3133.99,3205.45,1185.26,185.18,502.93,False,N,0,yes,Y,N,0,no,Y,O
EVT-00007936,sess_21oo7g5g,uid_62a3b92b9e0b,product_view,1762105415,/mypage/g8d3v4y3,PRD-00061,쿠션,direct,네이버스마트스토어,mobile,Android,Samsung,2560x1440,14.1,8.0,15000,control,112.92,182.9,159.49,61.62,23.88,19.91,143.68,2697.96,321.38,111.49,77.35,1074.27,237.55,27.44,411.11,187.99,395.68,76.6,443.8,1411.3,True,N,1,no,Y,N,1,yes,Y,X
EVT-00007937,sess_it5gas27,uid_709ba1578227,page_view,1752025514,/cart/4ypq4m3e,PRD-01498,토너,,네이버스마트스토어,mobile,iOS,Edge,2560x1440,16.8,20.7,89000,C,131.05,7.39,89.71,218.28,790.7,335.18,47.95,10.93,9.28,260.26,420.09,586.86,169.16,9.83,1107.59,526.21,2103.99,91.64,7.27,388.31,False,Y,1,yes,N,Y,0,yes,N,X
EVT-00007938,sess_tqupx0ev,uid_484726f0ba59,page_view,1718457356,/event/jiqjrx87,,레티놀,instagram,무신사,mobile,macOS,Whale,1170x2532,23.5,48.5,52000,,70.63,122.95,176.0,589.01,215.16,162.31,195.5,693.8,411.44,310.82,181.52,655.04,381.42,0.04,706.17,1535.03,1707.32,728.64,513.04,673.23,False,N,0,yes,N,Y,1,yes,N,X
EVT-00007939,sess_1e5be4if,anon_0g0je5dx,remove_cart,1743866079,/checkout/s4c5avon,,비타민C,youtube,무신사,desktop,iOS,Samsung,390x844,0.2,37.1,52000,,8.01,11.59,280.14,123.3,1029.2,34.56,315.25,141.27,397.3,95.71,229.4,128.78,176.83,2.88,14.38,968.89,812.1,3278.62,820.65,2819.32,True,N,1,no,N,N,0,no,Y,X
EVT-00007940,sess_ovvcszuz,uid_f144c91c684a,page_view,1738831534,/checkout/xd8oyr47,PRD-01407,쿠션,,모바일웹,desktop,Android,Whale,1170x2532,17.3,99.1,25000,control,10.58,62.82,697.23,1.31,193.09,85.12,164.45,1180.74,389.85,724.38,144.8,112.78,165.4,7.46,405.97,1000.45,226.29,263.75,428.42,445.92,False,N,1,yes,N,Y,1,no,Y,O
