promo_id,promo_name,promo_type,discount_type,discount_value,min_purchase_amount,max_discount_cap,start_date,end_date,status,target_segment,target_products,target_categories,target_brands,channel,budget_krw,used_budget_krw,redemption_count,coupon_codes,stacking_allowed,created_by,promo_metric_01,promo_metric_02,promo_metric_03,promo_metric_04,promo_metric_05,promo_metric_06,promo_metric_07,promo_metric_08,promo_metric_09,promo_metric_10,promo_metric_11,promo_metric_12,promo_metric_13,promo_metric_14,promo_metric_15,promo_flag_01,promo_flag_02,promo_flag_03,promo_flag_04,promo_flag_05,promo_flag_06,promo_flag_07,promo_flag_08,promo_flag_09,promo_flag_10
PM-0095,1+1_8o1q,재구매,bogo,10000,100000,10000,2025.01.07,2025.02.03,진행중,이탈방지|첫구매,PRD-01043|PRD-00931|PRD-01568|PRD-00553|PRD-01785|PRD-00656|PRD-01546|PRD-01968|PRD-00719|PRD-00230|PRD-01753|PRD-01448|PRD-00486|PRD-01703|PRD-01571|PRD-00674|PRD-01102|PRD-01534|PRD-01829|PRD-00930|PRD-00279|PRD-01733|PRD-01006|PRD-00253|PRD-00929|PRD-00545|PRD-01820|PRD-00403|PRD-00044|PRD-01315|PRD-01983|PRD-00871|PRD-01651|PRD-01133|PRD-01966|PRD-01147|PRD-00246|PRD-01616|PRD-00217|PRD-01552|PRD-00786|PRD-01719|PRD-01705|PRD-01681,향수|남성,세타필,Android앱,10000000,6214738,193,BEAUTYF0ONJP|BEAUTYDTBH55|BEAUTY1HT7PZ|BEAUTYHB0OQV|BEAUTYFBMENU,Y,admin_2,112.01,29.81,542.54,594.69,247.12,157.08,127.82,391.58,232.97,228.91,91.39,944.55,152.55,391.69,53.74,X,N,0,Y,True,no,Y,True,O,False
PM-0096,타임딜_gyan,첫구매,gift,20,10000,50000,20240214,2024-03-18,종료,신규|VIP,PRD-01589|PRD-01477|PRD-01569|PRD-01698|PRD-00072|PRD-00416|PRD-00625|PRD-01940|PRD-00427|PRD-01210|PRD-01032|PRD-01557|PRD-01071|PRD-01846|PRD-00134|PRD-01039|PRD-01011|PRD-00421|PRD-01124|PRD-00963|PRD-00908|PRD-01336,클렌징,LG생건,모바일웹|PC웹,5000000,1045682,213,BEAUTYQPGB7R|BEAUTY37YE0Q|BEAUTY30YSXP,N,admin_8,25.76,42.78,59.79,392.29,875.38,540.59,2.66,874.89,335.73,133.73,289.66,330.62,432.26,791.95,465.94,O,N,1,N,False,no,N,True,O,False
PM-0097,브랜드위크_977i,할인율,percent,3000,10000,5000,05-07-2024,2024-05-29,종료,이탈방지|전체,PRD-01970|PRD-01049|PRD-00456|PRD-01500|PRD-00480|PRD-00440|PRD-00829|PRD-00582|PRD-01559|PRD-00973|PRD-00921|PRD-00029|PRD-01699|PRD-00515|PRD-00194|PRD-00477|PRD-01470|PRD-00018|PRD-01240|PRD-00026|PRD-01276|PRD-01871|PRD-00231|PRD-01930|PRD-01949|PRD-00715|PRD-00396,스킨케어|네일,토리든,iOS앱,50000000,317363,183,BEAUTY06NKWF|BEAUTY8EKXDR,N,admin_18,112.39,84.5,10.84,55.66,336.87,221.9,153.84,239.04,761.53,70.29,69.0,128.32,71.41,313.44,268.19,O,Y,0,N,True,yes,Y,False,O,True
PM-0098,겨울빅세일_b1ph,정액할인,percent,25,10000,100000,17/02/2025,15/03/2025,일시중지,VVIP|VIP|첫구매,PRD-01692|PRD-01305|PRD-01789|PRD-00859|PRD-01986|PRD-00048|PRD-00382|PRD-01117|PRD-00262|PRD-00811|PRD-00273|PRD-00715|PRD-00542|PRD-01613|PRD-00342|PRD-01987|PRD-00081|PRD-01893|PRD-00537|PRD-00139|PRD-01342|PRD-01736|PRD-00349|PRD-01767|PRD-01782|PRD-00477|PRD-01832|PRD-00175|PRD-01252|PRD-00072|PRD-01484|PRD-01337|PRD-00730|PRD-00923|PRD-00946|PRD-00275|PRD-00015,바디케어|네일,헤라|롬앤|디올|파파레시피|페리페라,카카오톡채널,500000,5255705,218,BEAUTYURTP0L,N,admin_11,88.28,78.04,777.73,298.17,955.27,200.83,781.42,590.53,505.35,422.64,188.22,0.43,30.98,206.3,790.93,O,Y,1,Y,True,yes,N,False,X,False
PM-0099,1+1_od05,할인율,bogo,15,0,0,05/03/2025,2025-03-30,진행중,신규|VVIP|전체,PRD-01553|PRD-00573|PRD-00136|PRD-00041|PRD-00116|PRD-01449|PRD-01414|PRD-01014|PRD-01413|PRD-01212|PRD-01718|PRD-01443|PRD-00558|PRD-00205|PRD-01158|PRD-00441|PRD-00327|PRD-00555|PRD-00761|PRD-01600|PRD-00492|PRD-01721,네일|메이크업|남성,홀리카홀리카|애경,iOS앱|Android앱,5000000,153730,203,BEAUTY3D5IQV|BEAUTY0NLW0V|BEAUTY0YKNFU|BEAUTY0IQ2FA,Y,admin_17,0.7,63.51,1031.7,167.77,411.39,673.96,508.9,273.51,174.25,9.79,239.19,1617.3,146.54,212.93,367.24,O,N,1,N,True,no,N,True,O,False
PM-0100,1+1_pjlr,첫구매,bogo,50,30000,0,20240203,03-23-2024,일시중지,VIP|재구매|생일고객,PRD-01318|PRD-00155|PRD-00122|PRD-01273|PRD-00989|PRD-01464|PRD-01262|PRD-00634|PRD-00203|PRD-01956|PRD-01300|PRD-01892|PRD-00296|PRD-01538|PRD-00568|PRD-01115|PRD-01950|PRD-00954|PRD-00058|PRD-01203|PRD-01496|PRD-01507|PRD-01143|PRD-00973|PRD-00310|PRD-01525|PRD-00799|PRD-00524|PRD-01773|PRD-01912|PRD-01177|PRD-00834|PRD-00420|PRD-00376|PRD-00364|PRD-00765|PRD-00161|PRD-01016|PRD-01725|PRD-00612,헤어케어|선케어|네일,에스쁘아,쿠팡|무신사|PC웹,50000000,653048,197,BEAUTYNP84DY|BEAUTYP9W4J6|BEAUTYQ6WW8Y,N,admin_14,320.99,91.25,6.08,573.11,30.13,262.49,174.45,480.48,245.58,389.0,113.37,24.66,35.19,623.71,238.66,X,N,0,Y,True,yes,Y,True,O,True
PM-0101,브랜드위크_tbop,할인율,bogo,3000,100000,5000,24/08/2023,20230828,종료,전체|이탈방지|첫구매,PRD-00380|PRD-00594|PRD-00029|PRD-00543|PRD-01705|PRD-01823|PRD-01422|PRD-01323|PRD-01380|PRD-00439|PRD-00354|PRD-00859|PRD-00205|PRD-00221,선케어|남성|스킨케어,더페이스샵,모바일웹,3000000,677241,186,BEAUTYUG0IT2|BEAUTY9X8SYL|BEAUTY2TIXC7,N,admin_7,7.69,339.12,228.49,317.54,14.22,192.89,59.33,789.18,141.84,496.73,67.72,269.81,237.99,214.01,753.83,O,Y,0,Y,False,no,N,False,O,True
PM-0102,신상런칭_rbdr,무료배송,bogo,5,10000,0,20240212,11/04/2024,진행중,VIP|첫구매,PRD-01697|PRD-01274|PRD-00106|PRD-00073|PRD-00395|PRD-00626|PRD-00784|PRD-01077|PRD-00884|PRD-00204|PRD-01409|PRD-00782|PRD-00441|PRD-00103|PRD-00973|PRD-00025|PRD-00306|PRD-01119|PRD-00818|PRD-00919|PRD-01423|PRD-01337|PRD-00348|PRD-00115|PRD-01914|PRD-01905|PRD-00311|PRD-01596|PRD-00072|PRD-00066|PRD-01218|PRD-00687|PRD-01597|PRD-01623|PRD-00485|PRD-00801|PRD-01830|PRD-01644|PRD-00849,선케어|헤어케어,바비브라운|샤넬|파파레시피|에스쁘아|라운드랩,모바일웹|무신사|iOS앱,3000000,2939503,172,BEAUTYPEQYDB|BEAUTYV3DR2H,N,admin_1,10.05,334.03,1619.65,5.72,207.34,1298.05,93.25,352.24,652.99,510.42,46.18,743.99,13.18,98.83,217.97,X,N,1,Y,True,yes,N,True,O,False
PM-0103,더블적립_ldyg,적립금,gift,2000,20000,50000,2024-03-04,2024.04.01,종료,첫구매|신규,PRD-00144|PRD-01170|PRD-00739|PRD-00403|PRD-00839|PRD-01963|PRD-01114|PRD-01195|PRD-00064|PRD-00021|PRD-00695|PRD-00953|PRD-00975,메이크업,에뛰드,쿠팡|올리브영온라인,10000000,2537430,217,BEAUTYZE5R5U|BEAUTYXVH7KA|BEAUTY45BM1E,N,admin_20,3.93,144.19,1138.14,106.5,256.36,840.84,667.51,318.08,197.72,389.05,6.45,2022.46,39.67,991.36,914.81,O,Y,1,Y,True,no,Y,False,X,True
PM-0104,봄세일_vyrg,세트할인,fixed,5000,20000,0,08/10/2024,2024-11-26,예정,VIP|전체,PRD-00642|PRD-00062|PRD-00123|PRD-00197|PRD-01014|PRD-00499|PRD-00280|PRD-00684|PRD-01957|PRD-01635|PRD-01154|PRD-01978|PRD-00026|PRD-00054|PRD-01636|PRD-00945|PRD-00443|PRD-01261|PRD-00946|PRD-00184|PRD-00389|PRD-01542|PRD-01595|PRD-00071|PRD-01341|PRD-00925|PRD-00352|PRD-00329|PRD-00192|PRD-00224|PRD-00419|PRD-01108|PRD-01666|PRD-00780|PRD-01160|PRD-00085|PRD-01523|PRD-01044|PRD-00968|PRD-01812|PRD-00155|PRD-01342|PRD-00799,클렌징|스킨케어,라로슈포제|구달,카카오톡채널|쿠팡,500000,763388,172,BEAUTY9MEUSW|BEAUTY3JCZUC|BEAUTY2U1G46|BEAUTY04K43S|BEAUTY9IGFU8,N,admin_16,40.39,79.34,158.72,426.44,932.7,469.75,156.36,68.93,101.82,102.28,0.43,659.51,471.81,38.63,1190.14,O,Y,1,N,False,no,Y,True,O,True
PM-0105,신상런칭_k8i0,정액할인,gift,2000,20000,5000,29/07/2025,19/09/2025,일시중지,신규,PRD-00292|PRD-00381|PRD-00246|PRD-00052|PRD-01648|PRD-01687|PRD-00520|PRD-00648|PRD-01783|PRD-01889|PRD-01454|PRD-01585|PRD-00573|PRD-01523|PRD-00835|PRD-01623|PRD-00230|PRD-01016|PRD-00228|PRD-01167|PRD-00343|PRD-01121|PRD-01655|PRD-01976|PRD-00141|PRD-00971|PRD-01709|PRD-00013|PRD-00932|PRD-00526|PRD-00628|PRD-00502|PRD-00834|PRD-00111|PRD-00297|PRD-01690,클렌징|남성|더마|향수,에뛰드|페리페라|나스|네이처리퍼블릭,네이버스마트스토어|Android앱|무신사,5000000,1516344,205,BEAUTYQMMU7J|BEAUTYZAREIY|BEAUTYFZZDVG|BEAUTYVBGR8W|BEAUTYOIH5CS,N,admin_3,87.34,54.63,58.53,16.25,421.06,1060.95,207.36,625.52,999.2,89.02,17.55,214.65,41.23,165.57,542.75,X,Y,0,Y,True,yes,Y,False,O,True
PM-0106,앵콜특가_qv9u,증정,bogo,5,20000,5000,2024-03-29,04-06-2024,종료,신규,PRD-01556|PRD-00618|PRD-00601|PRD-01755|PRD-01611|PRD-01907|PRD-01849|PRD-00270|PRD-00377|PRD-00739|PRD-00296|PRD-00191|PRD-01327|PRD-00814|PRD-00032|PRD-00702|PRD-00371|PRD-00440|PRD-01867,클렌징|향수|네일|스킨케어,랑콤|바닐라코|달바|VDL|롬앤,Android앱|모바일웹|무신사,500000,4013830,199,BEAUTYY0BVR6|BEAUTYG2GZR7|BEAUTY9K9XJU|BEAUTYPWH0MX,N,admin_14,8.67,745.84,93.36,63.14,383.24,129.27,383.78,80.69,118.32,215.79,46.66,754.88,202.28,679.26,77.54,X,N,0,Y,True,no,Y,True,X,False
PM-0107,블프_izjq,첫구매,percent,25,30000,0,09-08-2024,10-18-2024,진행중,이탈방지|신규,PRD-00553|PRD-01547|PRD-00169|PRD-00291|PRD-01955|PRD-01501|PRD-01872|PRD-01918|PRD-01361|PRD-01496|PRD-00035|PRD-01195|PRD-00557|PRD-00625|PRD-01520|PRD-01687|PRD-00914|PRD-01634|PRD-01726|PRD-00972|PRD-01810|PRD-00370|PRD-00770|PRD-01264|PRD-00047|PRD-00427|PRD-01382|PRD-00375|PRD-00862|PRD-01314|PRD-01282|PRD-00724|PRD-00647|PRD-00194|PRD-00461|PRD-01891|PRD-00268|PRD-00964|PRD-00838|PRD-00162|PRD-01335|PRD-00954,네일|헤어케어|향수|클렌징,에스티로더,올리브영온라인|쿠팡,5000000,1069728,250,BEAUTYPGVV4Z|BEAUTYGA41IZ|BEAUTY88QEOZ|BEAUTYTWD1XM,N,admin_10,145.17,89.33,254.47,446.47,22.02,13.47,522.91,271.73,421.48,11.63,38.61,371.81,91.24,95.93,265.6,X,Y,1,Y,True,no,Y,True,X,False
PM-0108,가을감사_5x8d,무료배송,bogo,3000,10000,10000,2024-11-04,20241113,진행중,첫구매|재구매|전체,PRD-01676|PRD-00615|PRD-01475|PRD-01142|PRD-00050|PRD-01988|PRD-01387|PRD-00275|PRD-00554|PRD-01942|PRD-00707|PRD-01695|PRD-01418|PRD-00736|PRD-01197|PRD-01107|PRD-00719|PRD-00230|PRD-00783|PRD-00076|PRD-00270|PRD-00217|PRD-00218|PRD-01178|PRD-01367|PRD-00227|PRD-00655|PRD-01957|PRD-01905|PRD-01100|PRD-01191|PRD-01889|PRD-01724|PRD-00187|PRD-00350|PRD-01650|PRD-00881|PRD-01804|PRD-00829|PRD-01552|PRD-01440|PRD-00585|PRD-01501,선케어|바디케어|클렌징|메이크업,토니모리|홀리카홀리카,Android앱|올리브영온라인,5000000,510665,192,BEAUTY8OGA0X|BEAUTY5LXO6Q|BEAUTYUOV51Z|BEAUTYUH17J8,N,admin_19,9.36,206.72,643.6,386.2,1658.22,379.73,152.02,555.03,0.03,48.34,4.21,495.04,5.77,859.56,3015.57,X,N,0,N,False,no,Y,False,X,False
PM-0109,겨울빅세일_99mq,1+1,gift,5,10000,0,2024.01.07,01-23-2024,예정,첫구매,PRD-01644|PRD-01098|PRD-01813|PRD-00848|PRD-00523|PRD-00981|PRD-01139|PRD-00877|PRD-01621|PRD-01800|PRD-01861|PRD-01053|PRD-01382|PRD-00863|PRD-00260|PRD-00439|PRD-00950|PRD-00777|PRD-00121|PRD-01860|PRD-00020|PRD-01025|PRD-01077|PRD-00552|PRD-00639|PRD-00935|PRD-00531|PRD-00049|PRD-01047|PRD-01535|PRD-00473|PRD-00898|PRD-01682|PRD-01347|PRD-01142|PRD-02000|PRD-00182|PRD-01157|PRD-00225|PRD-01172|PRD-00067|PRD-01005|PRD-00598,헤어케어,라운드랩|랑콤,네이버스마트스토어|카카오톡채널,1000000,3917046,204,BEAUTY30ME8F|BEAUTYYB8DAL|BEAUTYI163YK|BEAUTY02G3YU|BEAUTYPUXQPH,N,admin_17,44.44,348.48,180.42,498.51,94.03,147.18,144.92,241.89,24.42,526.76,83.81,66.96,120.01,308.1,751.21,X,Y,0,Y,True,yes,N,True,O,True
PM-0110,가을감사_lnmz,첫구매,gift,15,10000,5000,24/01/2024,20240127,일시중지,이탈방지|첫구매,PRD-01734|PRD-01162|PRD-00268|PRD-00176|PRD-00896|PRD-00616|PRD-00090|PRD-00104|PRD-00827|PRD-01170|PRD-01510|PRD-01488|PRD-01565|PRD-01084|PRD-01912|PRD-01688|PRD-01574|PRD-01831|PRD-01931|PRD-01996|PRD-00413|PRD-00805|PRD-01246|PRD-01971|PRD-01496|PRD-01281|PRD-00262|PRD-01708|PRD-00405|PRD-01609|PRD-00668|PRD-00472|PRD-00571|PRD-01107|PRD-00551|PRD-01045|PRD-00554|PRD-00920|PRD-01935|PRD-01947|PRD-00081|PRD-01033|PRD-00324|PRD-00241,네일,데이지크|에스티로더,무신사|모바일웹,3000000,937817,209,BEAUTYOIQ2Q4|BEAUTY2YWE1G|BEAUTYE13N3B|BEAUTY2U1G46,N,admin_4,185.93,436.89,9.31,673.51,1001.41,211.51,268.01,54.89,293.09,42.9,173.13,659.33,417.52,422.34,1648.78,O,Y,1,N,False,yes,N,False,X,False
PM-0111,타임딜_7boo,세트할인,gift,10000,10000,5000,05-17-2024,2024-07-12,종료,첫구매,PRD-01176|PRD-01978|PRD-01081|PRD-00841|PRD-00653|PRD-00562|PRD-00885|PRD-00384|PRD-00304|PRD-01464|PRD-01753|PRD-00020|PRD-00345|PRD-00136|PRD-00341|PRD-00409|PRD-01523|PRD-01489|PRD-01007,메이크업|남성|헤어케어|선케어,더페이스샵,네이버스마트스토어|Android앱,1000000,623444,212,BEAUTY563BTK|BEAUTYIQ7ZJ3|BEAUTYFLN4RX,N,admin_2,91.77,128.92,529.35,254.61,445.17,580.27,147.41,460.65,1109.03,82.02,0.88,796.89,248.45,823.54,1636.64,O,Y,1,Y,False,no,N,True,O,False
PM-0112,1+1_k0rz,세트할인,bogo,40,30000,100000,09-23-2025,17/10/2025,종료,VIP,PRD-01923|PRD-01521|PRD-00304|PRD-01775|PRD-00030|PRD-00736|PRD-01849|PRD-00674|PRD-00004|PRD-01800|PRD-00427|PRD-01560|PRD-00447|PRD-00005|PRD-00125|PRD-00043|PRD-00038|PRD-01124|PRD-01063|PRD-00772|PRD-00510|PRD-01625|PRD-00598|PRD-01524|PRD-01463|PRD-00826|PRD-00929|PRD-00491|PRD-01216|PRD-00228|PRD-01254|PRD-00010|PRD-00007|PRD-01058|PRD-01068|PRD-01171|PRD-01574|PRD-01594|PRD-01164|PRD-00185|PRD-00249|PRD-00517|PRD-00244|PRD-00832|PRD-01635|PRD-00006|PRD-00048|PRD-01188,네일|클렌징|바디케어|향수,라로슈포제|아이오페,카카오톡채널|올리브영온라인,5000000,46625,186,BEAUTYQTXHI1|BEAUTYKJNAWN,N,admin_9,153.24,364.82,223.08,249.97,91.51,76.72,118.1,292.07,128.4,1.61,396.68,1047.55,223.01,284.47,979.9,O,N,0,Y,True,no,N,False,X,False
PM-0113,겨울빅세일_k3uu,무료배송,percent,50,20000,5000,12-18-2024,02-03-2025,종료,생일고객,PRD-00788|PRD-01163|PRD-01543|PRD-01519|PRD-01286|PRD-00312|PRD-01681|PRD-00482|PRD-00285|PRD-01404,헤어케어,일리윤,Android앱,1000000,2092959,211,BEAUTY6PE63L|BEAUTY8AX40D|BEAUTY06NKWF|BEAUTYW4C6LB|BEAUTY7DYPML,N,admin_9,8.11,69.55,31.28,71.49,164.36,241.58,320.25,485.53,1106.62,327.12,141.83,362.15,221.98,306.45,334.14,O,N,0,Y,False,yes,N,True,X,False
PM-0114,더블적립_yy4i,무료배송,fixed,30,100000,10000,20240710,08-17-2024,종료,전체|VVIP,PRD-00413|PRD-01913|PRD-00936|PRD-01520|PRD-01704|PRD-01192|PRD-01379|PRD-01090|PRD-01936|PRD-01584|PRD-01183|PRD-01489|PRD-00942|PRD-01516|PRD-01468|PRD-01266|PRD-00092|PRD-00796|PRD-00019|PRD-01110|PRD-01629|PRD-01502|PRD-00690|PRD-00615|PRD-01113|PRD-01726|PRD-01948|PRD-00169|PRD-01931|PRD-01751|PRD-01775|PRD-01864|PRD-01122|PRD-00871|PRD-00984|PRD-00529,남성|헤어케어,나스|에스쁘아|데이지크|일리윤,카카오톡채널,3000000,3868618,202,BEAUTYKB700U|BEAUTY15O2NQ,N,admin_10,25.62,15.29,650.95,1427.64,138.8,492.56,32.69,410.79,94.46,216.17,139.16,1006.56,32.46,599.3,180.71,X,Y,0,Y,False,no,N,False,O,True
PM-0115,가을감사_509m,증정,fixed,3000,50000,20000,30/11/2023,01-13-2024,종료,신규|VVIP|생일고객,PRD-00502|PRD-00084|PRD-00104|PRD-00048|PRD-01887|PRD-01223|PRD-01672|PRD-01723|PRD-01992|PRD-01208|PRD-01055|PRD-00568|PRD-01402|PRD-00449|PRD-00511|PRD-00890|PRD-00244|PRD-01824|PRD-00199|PRD-01481|PRD-01711|PRD-00501|PRD-01952|PRD-00913|PRD-00169|PRD-01904|PRD-00197|PRD-01072|PRD-01808,스킨케어|남성,어반디케이,네이버스마트스토어,5000000,311933,190,BEAUTYPJRHT7,N,admin_9,14.51,230.88,616.76,821.62,212.15,424.02,659.78,882.59,30.42,290.77,132.91,2268.4,32.16,85.75,109.71,X,N,0,Y,True,no,Y,True,X,True
PM-0116,타임딜_ol5p,정액할인,percent,3000,0,50000,03/12/2024,22/12/2024,예정,VVIP,PRD-00652|PRD-00190|PRD-01357|PRD-01238|PRD-01138|PRD-01323|PRD-00757|PRD-01422|PRD-00531|PRD-00676,헤어케어|스킨케어|향수|남성,설화수|애경|랑콤,네이버스마트스토어|iOS앱|무신사,5000000,7231991,193,BEAUTY3W5UZB,N,admin_19,18.56,85.25,202.54,14.91,430.03,184.66,798.76,545.48,217.66,58.63,26.48,432.38,140.96,168.24,97.67,X,Y,1,N,False,yes,N,False,O,False
PM-0117,앵콜특가_wgs7,재구매,fixed,50,100000,5000,20240610,08-02-2024,종료,VIP|이탈방지|VVIP,PRD-00290|PRD-01555|PRD-01175|PRD-01972|PRD-01649|PRD-00633|PRD-00308|PRD-01993|PRD-00038|PRD-00388|PRD-01303|PRD-00533|PRD-01737|PRD-01362|PRD-00025|PRD-00141|PRD-00744|PRD-00417|PRD-00664|PRD-01562|PRD-00490|PRD-00569|PRD-00846|PRD-00842|PRD-00062|PRD-00915|PRD-00659|PRD-00769|PRD-01933|PRD-01178|PRD-01244|PRD-01224|PRD-00513|PRD-00581|PRD-01192|PRD-01824|PRD-01442,향수|메이크업|네일,토리든|넘버즈|달바|미샤,무신사|PC웹,500000,963623,216,BEAUTYOZCTWJ|BEAUTY8K06MO|BEAUTYY4XKSS|BEAUTYPR7VGR,N,admin_7,22.57,58.81,255.88,116.63,659.94,382.05,670.89,85.3,162.57,8.01,91.7,2487.63,393.34,678.56,239.06,X,Y,1,N,True,no,Y,True,X,True
PM-0118,블프_mv22,1+1,percent,3000,50000,10000,2023-12-05,20231226,진행중,생일고객,PRD-01768|PRD-00829|PRD-00885|PRD-00905|PRD-00304|PRD-01467|PRD-00110|PRD-00196|PRD-00120|PRD-01128|PRD-00283|PRD-00547|PRD-01805|PRD-01319|PRD-01477|PRD-00033|PRD-01660|PRD-00286|PRD-01447|PRD-01577|PRD-01105|PRD-01865,네일|메이크업,아비브|스킨푸드|맥|메디힐|디올,올리브영온라인,3000000,647501,197,BEAUTYADDQHK|BEAUTYI4W6OZ,N,admin_19,74.64,139.25,565.17,16.75,625.78,196.31,187.95,325.76,409.97,169.56,192.76,709.94,10.05,1187.08,165.09,X,N,0,N,False,no,Y,True,O,True
PM-0119,봄세일_eeqm,적립금,gift,15,50000,100000,03/12/2024,29/01/2025,진행중,재구매|VVIP|이탈방지,PRD-01411|PRD-01039|PRD-00312|PRD-01886|PRD-00283|PRD-01337|PRD-00456|PRD-01052|PRD-00915|PRD-01222,클렌징|스킨케어|더마,세타필|이니스프리|랑콤|토니모리,무신사,1000000,2457538,233,BEAUTYIUI9KK|BEAUTYWSHMLF,N,admin_1,36.83,14.7,230.53,122.96,332.2,71.87,141.76,57.25,25.03,404.52,8.69,1018.01,218.74,195.35,2768.91,X,N,1,N,True,yes,Y,True,O,True
PM-0120,더블적립_bflt,1+1,gift,5,50000,100000,2024-08-08,30/09/2024,진행중,전체|첫구매|재구매,PRD-01983|PRD-00003|PRD-00306|PRD-01969|PRD-01825|PRD-00801|PRD-00289|PRD-00069|PRD-01088|PRD-00710|PRD-01026|PRD-01818|PRD-00144|PRD-01018|PRD-00537|PRD-01411|PRD-00666|PRD-01854|PRD-00279|PRD-00958|PRD-00466|PRD-01618|PRD-01870,바디케어|향수|클렌징,LG생건|페리페라|라운드랩,쿠팡|Android앱,500000,2163072,222,BEAUTYHE7UR2|BEAUTYNTJLMZ|BEAUTYAFYH1F|BEAUTYWKCS4K,N,admin_11,65.99,541.74,569.25,97.7,870.73,2638.99,158.59,758.72,30.35,320.86,214.31,619.85,34.52,358.55,500.97,X,N,1,Y,False,yes,Y,False,X,True
PM-0121,회원감사_pufh,재구매,percent,5,20000,10000,2025.09.02,20250917,종료,이탈방지,PRD-01305|PRD-01989|PRD-00395|PRD-00843|PRD-00639|PRD-00328|PRD-01948|PRD-01906|PRD-00456|PRD-00706|PRD-00931|PRD-00036|PRD-00018|PRD-00604|PRD-00179|PRD-00327|PRD-01270|PRD-00194|PRD-01581|PRD-01147|PRD-01947|PRD-00286|PRD-01130|PRD-01437|PRD-00680|PRD-00220|PRD-01125,바디케어,나스|세타필,네이버스마트스토어|쿠팡|Android앱,1000000,1897539,210,BEAUTY94874F|BEAUTYHSA7HE|BEAUTYR0FZAU|BEAUTYF3Q0E2|BEAUTY3QPWBS,N,admin_6,248.13,76.19,104.98,275.88,105.04,686.86,73.74,169.58,212.75,185.88,93.54,673.07,258.8,161.54,1845.37,X,N,0,Y,False,yes,N,True,X,False
PM-0122,브랜드위크_4otk,세트할인,bogo,10000,50000,20000,2023-06-23,19/08/2023,진행중,VIP,PRD-01407|PRD-00858|PRD-01922|PRD-00143|PRD-01287|PRD-00362|PRD-01611|PRD-01294|PRD-01996|PRD-00671|PRD-00709|PRD-01157,향수|남성,클리오|조선미녀,Android앱|쿠팡,1000000,4441192,191,BEAUTYB7S9TJ|BEAUTY6G5G79|BEAUTYA753LC,Y,admin_12,14.04,161.39,523.27,467.17,38.6,526.66,11.6,228.14,543.65,57.66,47.47,274.36,835.41,70.78,319.5,O,N,1,N,True,no,N,True,O,False
PM-0123,브랜드위크_f3ik,세트할인,bogo,40,50000,50000,14/09/2024,2024-09-17,종료,이탈방지|생일고객|재구매,PRD-00588|PRD-01364|PRD-01775|PRD-01828|PRD-00815|PRD-00235,남성|선케어|향수|클렌징,디올|라네즈|닥터자르트|토니모리,Android앱|iOS앱,10000000,2303362,201,BEAUTYTRP0J4,N,admin_16,121.33,160.35,50.94,30.18,140.94,72.61,1006.47,523.58,33.19,116.23,60.83,894.58,53.93,1.77,336.96,O,N,0,Y,True,yes,N,False,O,False
PM-0124,더블적립_khvw,1+1,fixed,20,0,50000,20231212,20240116,예정,재구매|전체|VIP,PRD-00125|PRD-00952|PRD-01233|PRD-00355|PRD-00449|PRD-00114|PRD-00542,향수|메이크업,LG생건|바닐라코,카카오톡채널|쿠팡|iOS앱,1000000,1534364,210,BEAUTY9P3JPX|BEAUTYZAREIY|BEAUTY1AT7O7,N,admin_6,10.7,30.9,830.98,406.11,119.33,731.33,151.5,417.02,67.49,247.89,28.12,789.72,15.11,3053.85,967.98,X,N,0,Y,True,no,N,True,X,True
PM-0125,봄세일_r39t,무료배송,gift,1000,50000,100000,07/08/2023,20230929,종료,VIP|전체,PRD-00837|PRD-00049|PRD-00111|PRD-00175|PRD-00262|PRD-01151|PRD-00497|PRD-01070|PRD-00294|PRD-00939|PRD-00178|PRD-00061|PRD-00184|PRD-01482|PRD-01801|PRD-01528|PRD-01859|PRD-00360|PRD-00411|PRD-01852|PRD-00261|PRD-01163|PRD-01506|PRD-01895|PRD-01285|PRD-00875|PRD-00141|PRD-00719|PRD-00257|PRD-01342|PRD-01853|PRD-00542,클렌징,라로슈포제|바닐라코|어반디케이,올리브영온라인|모바일웹,3000000,9114665,221,BEAUTYOZJCNS,N,admin_15,82.0,49.65,63.29,67.25,122.0,145.05,232.22,383.94,1267.05,37.64,7.72,871.78,17.3,386.68,401.8,X,N,0,N,True,no,Y,False,O,False
