sku,warehouse_id,warehouse_name,location_code,current_stock,reserved_stock,available_stock,safety_stock,reorder_point,max_stock,last_inbound_date,last_outbound_date,lot_number,expiry_date,manufacture_date,inbound_cost_krw,storage_fee_daily,status,temperature_zone,supplier_ref,wms_metric_01,wms_metric_02,wms_metric_03,wms_metric_04,wms_metric_05,wms_metric_06,wms_metric_07,wms_metric_08,wms_metric_09,wms_metric_10,wms_metric_11,wms_metric_12,wms_metric_13,wms_metric_14,wms_metric_15,wms_metric_16,wms_metric_17,wms_metric_18,wms_metric_19,wms_metric_20,wms_flag_01,wms_flag_02,wms_flag_03,wms_flag_04,wms_flag_05,wms_flag_06,wms_flag_07,wms_flag_08,wms_flag_09,wms_flag_10
SKU00001831,WH-04,대구센터,D-01-4,22,44,88,20,20,200,2025.08.11,2025-08-25,LOT20231893,2027.09.10,20231113,26282,15.24,정상,상온,SUP-041,409.23,1961.19,28.68,95.38,1030.7,766.26,185.53,109.63,470.63,70.34,32.33,55.58,66.36,108.93,71.5,96.42,2591.48,147.07,167.61,20.06,N,True,N,False,yes,1,1,X,yes,Y
SKU00001831,WH-03,부산센터,D-28-3,421,11,61,50,150,300,02/10/2025,20240703,LOT20236343,05/11/2025,2025.05.28,36899,87.78,폐기예정,상온,SUP-041,934.94,181.59,65.52,49.37,767.55,775.71,151.44,751.87,934.28,105.49,181.27,15.13,84.97,1217.89,61.06,458.88,448.63,57.2,90.27,278.41,N,True,N,True,no,1,0,X,no,Y
SKU00001832,WH-05,광주센터,E-31-3,477,14,218,20,20,300,2023.05.20,2025-09-22,LOT20241167,26/07/2025,20230830,29139,25.81,정상,상온,SUP-012,275.56,141.28,5.02,658.44,409.95,652.94,187.52,124.02,448.9,175.31,301.85,3305.08,219.74,1555.26,84.83,25.66,1436.44,126.38,111.74,179.86,N,False,Y,True,no,0,1,X,yes,Y
SKU00001832,WH-03,부산센터,D-02-4,309,17,99,20,80,1000,2024.03.28,20240715,LOT20239270,2027.12.17,2025.04.05,8172,19.12,반품입고,냉동,SUP-012,104.13,552.82,80.48,554.09,181.4,482.81,80.65,2061.39,277.77,242.74,1271.26,302.44,544.49,517.02,10.76,89.74,2641.72,263.31,125.81,177.26,Y,True,N,True,no,0,0,X,no,N
SKU00001832,WH-04,대구센터,E-19-4,22,39,122,100,100,300,09-05-2024,20230908,LOT20232012,2025.07.08,04-30-2025,5500,72.13,정상,상온,SUP-012,126.42,1022.49,154.83,241.04,217.74,197.51,440.82,26.37,374.76,201.47,579.92,197.63,288.6,229.6,221.26,161.37,614.22,262.88,564.41,46.64,Y,False,N,False,no,1,0,X,yes,N
SKU00001833,WH-01,김포센터,A-28-3,353,19,38,50,30,300,2023.08.03,2024-05-08,LOT20233554,2026.12.01,03-04-2025,29951,84.5,정상,상온,SUP-032,410.18,1987.32,29.94,190.11,888.49,777.99,12.88,255.29,47.96,43.66,51.5,1602.84,164.45,1001.59,4.29,11.73,789.31,1019.18,262.31,497.98,N,False,N,True,yes,1,0,X,no,N
SKU00001833,WH-05,광주센터,F-14-4,24,48,116,20,100,200,2024-09-16,2025-10-17,LOT20234791,06-28-2026,2024-01-16,6364,75.8,이상재고,냉장,SUP-032,36.07,266.73,65.01,481.66,59.92,663.26,526.64,500.98,224.99,368.68,1294.62,141.84,5.06,1008.44,22.08,224.36,381.62,33.35,258.1,176.51,Y,False,N,False,yes,1,1,X,yes,N
SKU00001834,WH-03,부산센터,F-10-5,208,50,424,10,100,200,2025-09-26,08-20-2024,LOT20235587,30/03/2026,02-28-2025,42775,15.26,이상재고,상온,SUP-052,153.94,715.61,42.47,87.13,27.44,1414.12,732.09,573.68,138.86,334.58,1099.76,1312.97,3051.52,10.42,0.13,76.95,284.42,80.07,512.25,5.38,Y,False,Y,True,no,0,1,O,yes,Y
SKU00001835,WH-03,부산센터,A-19-4,471,34,96,100,30,300,20240212,20251104,LOT20248243,20261004,2023-11-27,21976,54.67,정상,냉장,SUP-038,29.19,1740.6,13.01,119.72,115.19,878.62,656.81,412.51,562.51,61.15,120.86,1951.56,163.67,1100.63,0.05,3.04,373.66,519.04,66.3,31.99,Y,True,Y,False,yes,0,1,X,yes,Y
SKU00001835,WH-05,광주센터,A-46-4,460,4,252,30,150,800,01-12-2024,2025.12.23,LOT20239809,20250217,2024-08-07,14378,92.8,정상,냉장,SUP-038,390.45,1265.82,177.02,340.22,136.15,579.26,706.93,264.39,647.35,437.23,224.27,1498.5,3147.51,149.51,279.08,16.46,336.5,228.29,497.56,265.86,Y,False,Y,True,yes,1,1,O,yes,Y
SKU00001835,WH-02,인천센터,E-15-5,305,20,259,50,50,500,2023.07.16,07-11-2024,LOT20239321,2026-10-30,02/06/2025,6677,58.13,정상,상온,SUP-038,355.03,875.19,66.12,642.11,57.35,471.5,177.02,87.11,40.84,44.51,252.72,820.02,278.08,172.65,102.13,62.55,2115.57,133.38,14.88,31.64,Y,False,N,False,no,0,0,O,no,Y
SKU00001836,WH-04,대구센터,E-22-2,394,27,179,20,150,300,20251119,27/10/2025,LOT20233825,2026.04.20,20241112,7662,85.69,정상,상온,SUP-019,28.25,210.88,29.75,1277.63,182.54,878.85,294.31,574.9,139.03,23.16,1282.42,624.71,1574.82,1707.0,20.56,435.59,295.44,504.86,45.25,415.88,N,True,Y,True,no,0,1,X,yes,N
SKU00001836,WH-03,부산센터,A-21-2,267,24,298,30,80,1000,2024-09-27,20231129,LOT20244792,20/08/2026,20240424,19875,20.66,정상,상온,SUP-019,68.42,926.11,67.16,498.83,104.87,75.31,666.2,2818.94,392.08,18.48,132.85,359.73,761.57,884.67,3.94,143.65,1493.42,286.44,318.22,93.32,N,True,Y,False,no,1,1,O,yes,N
SKU00001836,WH-05,광주센터,B-38-2,88,22,239,30,80,200,20230514,2023.05.01,LOT20248215,07-01-2025,20241224,15510,50.85,정상,상온,SUP-019,239.82,295.34,42.09,1792.15,197.43,3107.83,180.04,2954.25,860.36,249.25,188.81,1165.64,299.78,190.1,34.74,219.09,185.47,197.41,280.12,64.55,Y,True,Y,False,yes,1,1,O,no,N
SKU00001837,WH-01,김포센터,C-30-5,6,3,403,30,80,200,20230430,2024.04.03,LOT20246573,2025.09.06,01-16-2023,49971,37.89,정상,상온,SUP-034,82.8,1405.97,11.66,1055.53,721.94,1022.57,170.21,382.3,1361.81,15.8,69.02,1339.85,469.11,269.5,13.07,22.28,25.84,763.28,160.64,55.13,Y,False,Y,True,yes,0,1,O,yes,N
SKU00001837,WH-02,인천센터,C-50-5,169,22,81,30,20,500,2025-02-18,2023.02.27,LOT20241184,2027-07-18,05-13-2024,34166,39.52,정상,냉장,SUP-034,4.5,1287.37,8.14,971.95,140.78,2687.59,38.45,673.82,546.55,140.32,1300.33,1374.68,1623.89,141.64,20.54,128.09,2621.34,1246.21,421.06,25.72,N,True,N,True,no,0,1,O,no,Y
,WH-04,대구센터,E-26-4,119,20,210,20,50,500,21/01/2023,2023-03-20,LOT20230188,09/03/2027,2025.01.04,25480,80.97,이상재고,상온,SUP-049,220.07,1110.02,30.44,639.52,440.96,791.39,258.48,1093.73,1041.43,65.48,825.21,545.84,576.01,228.08,40.35,550.07,210.7,47.4,107.03,551.91,N,False,N,True,no,1,0,O,no,N
SKU00001839,WH-05,광주센터,D-22-1,100,5,295,30,30,1000,2023-01-30,20240908,LOT20243059,20250324,20230104,28776,33.75,폐기예정,상온,SUP-012,0.78,599.19,55.44,6.12,870.57,706.43,537.81,1460.49,135.1,79.44,488.45,177.81,271.05,486.35,73.17,57.37,940.58,444.42,567.66,358.38,Y,True,N,True,yes,0,0,X,yes,N
SKU00001839,WH-04,대구센터,D-15-2,184,37,415,100,100,500,2024.09.21,11-14-2025,LOT20232572,20260128,20240131,4124,49.43,정상,상온,SUP-012,3.33,234.81,30.55,133.2,2.08,125.2,33.09,1159.86,78.03,50.72,647.66,565.79,469.18,415.61,57.9,5.68,3146.41,183.16,1194.13,168.08,Y,True,Y,True,no,1,1,O,no,Y
SKU00001840,WH-02,인천센터,E-07-5,372,8,58,50,20,1000,2024-04-09,2023.07.04,LOT20234811,28/12/2026,17/06/2025,31362,20.18,반품입고,냉장,SUP-032,77.8,1285.77,28.53,464.45,88.79,780.1,12.86,991.34,599.02,11.85,515.98,308.24,1538.36,841.1,81.59,631.54,102.11,212.47,354.12,184.97,N,False,Y,True,no,1,1,O,yes,Y
SKU00001841,WH-02,인천센터,F-41-5,84,39,133,20,30,500,2025-09-15,06/12/2023,LOT20231442,20/02/2025,12/12/2024,46401,23.54,반품입고,상온,SUP-053,376.54,2115.47,88.06,28.34,729.89,646.44,43.21,66.88,101.79,315.51,450.9,229.78,343.6,47.31,69.08,254.68,2616.19,448.49,113.02,20.94,Y,True,N,True,yes,0,1,O,no,N
SKU00001841,WH-05,광주센터,A-41-4,400,19,228,10,50,500,2023.02.11,11-28-2023,LOT20235449,06-05-2026,13/06/2023,44866,11.24,정상,상온,SUP-053,182.22,372.92,3.37,500.91,336.46,55.29,283.31,1079.91,401.75,249.43,166.11,1091.21,472.01,115.86,71.25,320.91,1375.49,123.9,158.3,161.16,Y,False,Y,False,yes,1,0,X,no,N
SKU00001842,WH-05,광주센터,B-14-2,159,18,443,20,30,200,2023.03.26,15/12/2025,LOT20247364,2027-07-19,06-25-2023,12809,69.14,정상,냉동,SUP-032,432.37,281.51,89.05,307.91,648.29,844.88,672.3,272.66,630.14,45.63,991.26,322.19,1245.42,123.68,111.3,138.25,1996.54,686.97,14.41,126.82,Y,False,Y,False,no,0,1,O,no,N
SKU00001842,WH-04,대구센터,C-01-4,384,15,247,30,30,300,01-24-2025,2023.08.07,LOT20240670,20260716,20241108,22415,67.53,정상,냉장,SUP-032,202.44,427.66,197.14,112.81,872.09,194.21,92.69,945.79,1321.36,31.51,191.57,927.55,247.0,515.35,31.38,35.54,153.8,178.96,305.17,15.12,Y,False,Y,True,no,0,0,O,yes,N
SKU00001842,WH-02,인천센터,E-34-1,327,30,123,20,30,500,20230103,20250619,LOT20241221,11-02-2027,23/07/2024,39662,14.95,반품입고,상온,SUP-032,58.93,449.2,58.36,84.41,144.45,211.94,202.77,506.97,2588.63,18.71,799.0,169.8,1290.64,1626.06,9.16,408.09,140.73,1870.3,294.29,107.2,N,True,Y,True,no,1,0,X,yes,N
SKU00#01843,WH-04,대구센터,E-01-3,31,2,299,20,30,500,20250831,2024.08.24,LOT20248937,20270808,2024.03.08,24601,39.95,정상,상온,SUP-023,695.81,70.98,50.26,662.94,238.19,750.6,134.51,400.04,958.53,31.43,144.83,594.33,409.22,161.91,31.05,904.8,953.96,661.46,177.81,377.29,N,True,N,False,no,0,0,O,no,N
SKU00001843,WH-01,김포센터,D-48-1,411,0,166,10,80,300,2023.04.21,2024.09.17,LOT20232895,2026-10-28,02-03-2024,10817,31.3,정상,상온,SUP-023,40.62,744.57,105.61,66.55,393.44,709.14,360.44,3240.94,208.83,94.28,162.03,327.87,43.94,34.54,26.43,184.67,196.72,168.48,20.17,315.21,N,False,Y,False,no,1,0,X,yes,Y
SKU00001843,WH-05,광주센터,D-19-4,153,34,200,100,150,500,04-24-2025,2024-11-16,LOT20239197,28/06/2025,2024-07-08,1282,97.66,반품입고,상온,SUP-023,431.64,1409.12,47.76,369.22,584.01,2070.63,501.47,65.11,859.93,203.43,89.51,901.34,1050.57,1876.99,40.41,16.21,490.78,820.76,335.81,34.44,Y,False,Y,False,no,0,0,O,yes,N
SKU00001844,WH-02,인천센터,D-46-5,388,32,391,10,150,1000,2025-11-30,20230228,LOT20234186,08-16-2027,20240321,18016,35.76,폐기예정,상온,SUP-038,333.1,2168.05,62.82,97.51,10.24,1082.61,113.35,1800.08,1404.77,106.89,546.88,907.83,123.49,445.54,126.46,276.4,508.77,2079.94,89.71,18.81,N,True,N,False,no,0,1,X,yes,Y
SKU00001845,WH-01,김포센터,C-24-2,104,15,65,10,50,300,08-30-2025,2025.12.26,LOT20231154,2025-06-18,2024-01-19,38774,92.45,반품입고,냉동,SUP-036,63.17,481.16,78.37,984.7,18.38,375.07,240.54,1479.37,1360.36,216.95,170.06,120.99,2560.64,1134.88,214.29,82.78,160.35,1138.58,14.05,169.85,N,True,N,False,no,1,0,X,no,N
SKU00001845,WH-02,인천센터,F-47-3,12,36,133,30,100,800,20240229,31/08/2024,LOT20249382,20260123,2023-05-15,26826,40.79,이상재고,상온,SUP-036,40.03,2941.91,124.11,474.87,51.06,180.11,31.38,669.64,149.24,208.18,660.02,374.67,325.58,181.34,40.81,0.09,1609.54,241.95,411.9,70.39,Y,False,N,True,no,1,0,X,yes,N
SKU00001846,WH-04,대구센터,D-19-5,348,10,12,100,80,300,22/11/2023,20250622,LOT20235179,2027.09.26,08-19-2024,43986,23.53,이상재고,상온,SUP-023,64.67,522.0,14.92,383.62,33.84,532.35,0.65,550.06,1137.77,0.51,257.39,45.17,584.3,530.86,66.36,159.86,1225.07,19.42,96.24,665.61,Y,False,Y,True,no,1,1,X,no,N
SKU00001846,WH-03,부산센터,C-08-4,274,44,393,10,100,300,05-29-2025,2023-12-04,LOT20245930,06-22-2025,2023.08.24,29684,18.54,정상,냉동,SUP-023,131.44,875.58,65.65,102.61,394.67,2433.09,9.37,150.36,90.72,141.31,182.42,741.19,79.44,2250.18,11.34,158.72,1685.05,1096.76,313.15,22.11,Y,False,Y,True,yes,0,0,X,yes,Y
SKU00001846,WH-01,김포센터,F-30-1,40,36,130,100,50,300,20231126,01-04-2023,LOT20248079,20260131,2023-01-28,17774,20.71,폐기예정,냉장,SUP-023,182.99,425.1,83.39,837.12,473.72,50.86,95.15,865.92,537.19,40.94,836.06,678.67,163.32,1422.54,4.67,116.02,765.34,443.99,71.78,166.08,N,True,Y,False,yes,1,1,X,no,Y
SKU00001847,WH-05,광주센터,E-29-4,327,14,310,20,100,800,19/07/2023,2023.03.18,LOT20246763,24/11/2027,20230426,6688,78.97,폐기예정,상온,SUP-048,135.77,969.76,75.29,1152.23,351.69,697.56,46.51,449.8,445.42,139.52,669.97,1696.61,116.87,1640.14,72.48,18.87,1458.72,1969.22,266.09,228.67,N,True,Y,True,yes,1,0,O,yes,Y
SKU00001847,WH-01,김포센터,E-29-5,330,35,163,10,30,500,05/08/2023,10-27-2025,LOT20235821,2025-01-12,20240113,5772,79.62,정상,상온,SUP-048,203.43,2048.17,26.4,293.4,352.26,170.07,204.15,1721.5,1585.35,235.43,548.54,218.88,824.18,18.78,1.51,438.99,1607.9,291.03,17.26,83.73,Y,True,Y,True,yes,0,0,O,no,Y
SKU00001847,WH-02,인천센터,C-08-4,238,18,430,100,20,200,09-14-2023,2023-04-06,LOT20230286,20250101,02-25-2023,39305,83.66,정상,냉장,SUP-048,597.17,138.81,34.56,110.03,146.84,141.72,331.92,905.92,507.16,1043.85,3.62,631.62,171.64,82.53,12.05,36.07,2406.11,472.98,274.66,139.6,N,False,Y,False,yes,1,0,X,no,N
SKU00001848,WH-01,김포센터,F-47-2,459,3,92,20,30,200,2023.06.10,2025.03.13,LOT20238931,16/06/2025,06-10-2023,16485,70.69,정상,냉동,SUP-039,193.5,260.79,134.23,116.28,403.94,466.88,248.26,425.09,344.07,71.39,60.42,749.1,649.96,247.9,90.15,33.87,738.51,591.44,519.68,27.44,Y,True,N,False,no,0,0,O,no,Y
SKU00001848,WH-05,광주센터,B-50-2,367,32,443,20,150,500,20231217,03/02/2025,LOT20231577,02-05-2025,2024.05.19,3120,64.67,폐기예정,냉동,SUP-039,139.57,748.39,8.74,565.21,638.28,520.83,459.96,607.09,1676.52,98.51,143.99,606.41,158.66,148.98,13.42,186.8,766.17,1999.83,56.55,485.38,N,False,N,True,no,0,1,X,no,N
SKU00001848,WH-04,대구센터,F-02-2,390,15,83,100,20,200,20250801,08-06-2025,LOT20247405,20270302,2023.07.25,27155,30.23,이상재고,냉장,SUP-039,50.72,246.6,110.33,2117.99,94.12,1536.46,532.03,187.28,233.11,92.23,680.02,322.35,645.29,20.5,25.89,131.23,435.62,509.48,366.41,150.02,N,False,Y,False,no,0,1,O,yes,N
SKU00001849,WH-04,대구센터,E-16-2,229,16,54,10,20,300,20250204,2025-03-29,LOT20239539,06-27-2027,2024-07-17,31363,84.18,정상,상온,SUP-039,35.11,506.08,5.16,143.19,321.1,200.58,288.86,3224.98,263.06,124.74,3413.85,202.31,121.67,1438.66,87.04,80.99,3417.09,398.88,288.4,108.98,Y,False,Y,False,yes,1,0,O,yes,Y
SKU00001850,WH-03,부산센터,A-07-5,229,19,265,10,50,1000,20230324,2024.01.30,LOT20242394,02/08/2027,24/10/2024,37342,87.59,정상,상온,SUP-002,20.19,1021.2,21.23,179.04,66.77,548.8,385.34,1424.84,496.9,1.96,1089.04,553.96,2353.61,194.66,67.72,377.02,963.7,2079.31,98.75,208.52,Y,False,N,True,yes,0,0,O,no,Y
SKU00001850,WH-01,김포센터,A-22-2,82,11,215,50,150,200,2024-12-28,2023.10.02,LOT20246800,05-05-2026,11-22-2024,19075,98.96,정상,상온,SUP-002,38.35,539.87,105.32,176.99,565.75,282.23,13.57,138.45,2104.76,68.68,490.74,941.83,169.36,827.25,99.17,71.57,1651.4,1201.51,428.68,247.5,Y,False,Y,True,no,0,0,O,no,N
SKU00001850,WH-02,인천센터,D-05-4,430,43,378,30,80,800,2025-02-17,02/11/2024,LOT20233518,2026-05-19,2024-10-07,42573,12.08,정상,냉장,SUP-002,695.82,82.42,62.62,1098.52,1083.27,1534.84,226.31,532.35,690.52,80.63,613.99,653.78,75.16,259.85,1.49,140.52,2.81,1187.54,373.68,55.1,Y,True,N,False,no,1,1,X,yes,Y
,WH-05,광주센터,B-20-2,323,33,430,10,30,800,2023.07.06,2025.07.13,LOT20248433,04-09-2025,20231214,10925,78.09,폐기예정,상온,SUP-027,109.41,1446.55,4.03,1385.55,95.72,565.26,351.84,246.05,2852.17,127.61,230.36,344.15,91.69,768.51,48.93,13.61,69.3,21.67,209.17,337.4,N,True,Y,False,no,1,1,O,no,Y
SKU00001851,WH-01,김포센터,D-05-3,382,5,90,20,50,500,2023.02.06,2024-08-17,LOT20231177,11-02-2025,08-30-2023,16305,68.01,정상,냉동,SUP-027,22.61,293.41,31.12,184.79,240.25,2900.23,410.3,250.38,801.82,15.47,594.74,454.68,12.28,366.84,33.29,55.94,484.77,22.58,600.42,104.34,N,False,N,False,no,0,1,X,yes,Y
SKU00001852,WH-02,인천센터,E-24-1,32,3,9,20,150,300,30/01/2023,2024.05.27,LOT20240832,20250303,01-07-2024,40343,84.13,정상,상온,SUP-007,25.3,295.07,2.5,62.3,843.7,606.26,426.57,428.43,491.24,128.71,1058.38,579.61,808.57,500.63,0.37,166.3,109.62,101.79,33.48,42.55,Y,True,Y,True,no,0,0,O,no,N
SKU00001852,WH-01,김포센터,B-22-5,399,41,51,50,80,800,2023.04.24,20/03/2023,LOT20248609,30/03/2025,10-31-2024,18348,35.5,정상,냉장,SUP-007,95.11,1182.56,84.26,1295.88,432.78,443.73,665.91,161.76,706.6,257.88,271.5,1244.95,1733.71,1414.26,1.37,267.87,1599.58,687.48,413.6,68.42,Y,False,Y,False,yes,1,0,O,no,N
SKU00001852,WH-04,대구센터,B-06-4,169,31,284,100,150,500,10-18-2024,2024.04.13,LOT20241090,2025.05.02,10-25-2023,28754,20.71,정상,상온,SUP-007,629.83,808.24,18.64,543.51,348.6,1035.1,285.26,1603.88,289.95,179.54,92.01,919.92,1030.92,794.62,25.47,20.98,2087.81,78.44,210.56,38.78,N,True,N,False,yes,0,1,O,yes,N
SKU00001853,WH-01,김포센터,E-02-2,95,35,8,50,150,1000,2024-10-23,03-21-2025,LOT20241124,20261011,04/04/2025,36472,65.74,이상재고,상온,SUP-019,375.52,3088.19,16.32,969.05,439.47,1240.39,362.71,1021.51,1601.49,69.47,398.39,469.13,722.82,108.1,88.2,29.39,35.33,1573.05,486.19,89.21,Y,True,Y,False,no,0,1,X,yes,N
SKU00001853,WH-03,부산센터,F-28-1,376,37,446,100,150,500,23/05/2024,20230327,LOT20249135,2027.12.29,07-09-2024,39973,90.27,정상,상온,SUP-019,185.83,122.65,107.25,261.39,28.18,88.3,74.49,2164.18,2429.69,100.61,294.37,1790.6,909.6,796.05,163.98,154.57,353.1,262.41,366.1,349.73,Y,False,Y,False,no,0,0,X,no,N
SKU00001853,WH-02,인천센터,A-35-5,500,3,21,50,30,1000,2023.03.07,2025-06-18,LOT20230732,2027.01.01,2024.03.10,28104,26.59,반품입고,상온,SUP-019,370.28,2346.3,88.9,1204.23,290.14,829.47,737.07,265.21,320.28,237.29,870.93,697.35,625.3,763.1,4.01,113.87,526.3,73.73,566.14,12.65,N,True,Y,False,no,0,1,X,yes,N
SKU00001854,WH-04,대구센터,D-24-4,290,23,384,50,100,200,2024-05-07,20230106,LOT20239934,2026-03-29,2023.03.01,42772,96.72,정상,상온,SUP-051,134.05,1152.82,211.18,605.98,1289.0,123.4,266.58,1152.86,144.09,694.41,261.14,837.33,1178.79,858.39,0.99,232.35,38.58,265.54,259.27,51.96,Y,False,Y,True,no,0,1,X,yes,Y
SKU00001855,WH-01,김포센터,F-44-3,393,32,208,30,150,800,2024.06.28,12-19-2024,LOT20246092,28/01/2027,06-12-2024,13958,15.09,정상,상온,SUP-009,87.91,115.47,77.13,187.3,83.81,1389.92,142.37,204.22,2133.73,123.71,213.0,1471.86,97.66,324.93,40.97,400.22,6308.23,227.66,12.64,3.76,Y,False,N,True,no,0,1,O,no,N
SKU00001856,WH-05,광주센터,F-29-5,343,8,417,30,50,200,20250812,20240611,LOT20231161,2026.11.03,2023-01-25,22238,69.42,정상,냉장,SUP-053,306.06,404.65,36.76,538.48,627.5,1505.26,2.23,2874.69,650.58,479.66,861.15,101.35,443.4,1827.83,17.88,20.86,1115.07,222.73,277.29,79.98,N,False,N,False,no,1,1,O,yes,Y
SKU00001856,WH-04,대구센터,A-14-3,7,46,154,50,100,500,01-18-2025,2025-04-24,LOT20232887,01-22-2027,2023.07.04,37852,58.33,정상,냉동,SUP-053,254.04,122.61,106.86,464.93,47.07,273.7,63.41,507.16,238.93,50.23,981.6,746.72,2675.2,55.52,135.47,78.49,1671.82,313.16,266.88,106.83,N,False,N,True,no,0,1,O,no,N
SKU00001856,WH-03,부산센터,D-39-2,300,7,196,10,30,500,2023.04.26,2023-01-02,LOT20238010,04/04/2026,26/08/2023,41994,12.2,이상재고,냉장,SUP-053,273.87,568.57,56.84,367.29,282.01,376.3,94.73,624.12,2899.97,54.37,76.74,697.87,2077.37,557.43,30.53,332.75,491.39,446.71,46.55,2.76,N,False,N,True,yes,1,0,X,yes,Y
SKU00001857,WH-01,김포센터,D-14-2,261,0,177,50,20,800,2023.02.12,20230110,LOT20243204,09-25-2027,17/04/2024,39699,58.71,정상,상온,SUP-014,43.83,542.88,147.68,5.15,290.88,467.32,47.5,563.12,256.12,25.32,48.51,92.0,615.89,191.97,11.31,158.46,1277.49,379.79,23.94,488.69,N,True,Y,True,yes,0,1,X,no,Y
,WH-03,부산센터,B-35-4,181,1,78,50,20,500,19/08/2025,2025-02-05,LOT20246996,12-09-2025,2024-09-01,29471,35.04,정상,상온,SUP-014,76.28,2197.38,32.44,414.8,80.67,3946.05,208.35,333.65,157.89,333.42,1234.25,2150.19,5.28,1552.45,45.67,168.24,2058.86,2807.83,600.53,223.78,N,True,N,False,yes,1,1,X,yes,N
SKU00001857,WH-04,대구센터,D-15-2,198,37,171,10,80,500,07-19-2024,07-19-2024,LOT20235695,2027-10-14,05-01-2023,3533,83.97,정상,상온,SUP-014,15.74,2055.11,103.66,32.41,334.04,255.29,185.14,311.93,908.86,1.35,710.44,994.94,935.27,198.76,64.66,55.15,975.67,409.04,3.8,558.01,N,False,N,False,no,1,0,O,no,N
SKU00001858,WH-02,인천센터,D-01-3,403,16,173,20,80,300,02-02-2025,31/01/2025,LOT20242583,20271130,20230301,34291,60.25,이상재고,냉장,SUP-035,527.68,142.9,110.82,221.9,84.59,2328.98,270.2,102.94,1400.36,81.57,14.59,153.25,208.45,7.03,323.37,96.21,1199.55,756.01,175.12,38.46,Y,False,N,False,no,0,1,O,yes,Y
SKU00001858,WH-05,광주센터,C-36-5,11,1,197,50,150,800,08-06-2024,2025.12.11,LOT20238755,20251211,18/01/2024,39328,90.94,정상,상온,SUP-035,140.91,455.45,100.95,44.25,90.95,485.33,106.02,177.11,837.49,229.09,66.01,1094.46,2334.17,782.22,25.7,64.56,507.69,732.82,123.36,264.27,N,True,N,False,yes,1,0,O,no,Y
SKU00001859,WH-01,김포센터,D-38-5,466,18,342,10,80,800,2023.08.21,04/08/2023,LOT20233885,06-11-2025,02-09-2025,42379,90.99,이상재고,상온,SUP-044,120.26,55.74,40.47,505.43,137.51,992.16,128.23,497.15,21.63,614.67,720.62,459.18,42.97,1100.7,121.27,74.0,243.98,1987.82,632.06,308.99,N,True,N,True,no,1,1,X,no,N
SKU00001859,WH-03,부산센터,E-10-2,260,34,406,30,100,1000,2023-06-14,21/04/2024,LOT20241322,2027-03-31,05-01-2024,18594,22.13,정상,냉장,SUP-044,102.13,42.76,141.69,766.88,85.12,290.45,197.16,805.8,1228.48,129.29,476.14,146.1,198.55,369.7,35.16,73.44,216.63,1546.61,110.0,314.64,Y,False,Y,True,no,1,1,X,no,Y
SKU00001859,WH-02,인천센터,E-16-3,42,22,320,100,50,200,2024.11.26,20230713,LOT20242580,10-30-2025,2025.01.29,33036,70.13,반품입고,냉장,SUP-044,194.44,46.03,10.73,156.28,230.12,2138.48,69.15,2237.17,464.55,11.72,1594.3,498.63,493.06,206.97,76.57,2.39,592.01,334.11,312.6,262.12,N,True,N,True,yes,1,1,X,yes,N
SKU00001860,WH-04,대구센터,C-28-4,354,20,302,10,20,200,10/09/2025,2024.06.23,LOT20238364,20270702,02-26-2024,44496,40.17,정상,상온,SUP-056,183.37,2988.92,10.93,431.64,1136.31,1199.31,126.43,214.7,438.64,394.16,82.62,312.34,554.9,64.55,113.2,284.1,372.1,1951.14,56.12,196.69,N,False,N,True,no,1,1,X,no,Y
SKU00001861,WH-03,부산센터,C-49-3,28,16,270,100,50,200,2025.09.18,2025.01.01,LOT20243039,20260103,2024.11.13,13852,40.05,반품입고,상온,SUP-015,125.24,733.87,12.44,258.47,217.52,3099.09,630.51,4.58,1062.24,99.66,2265.47,104.01,753.27,769.56,88.7,87.17,811.24,1787.17,57.85,243.06,N,True,Y,True,no,0,0,X,no,Y
SKU00001861,WH-02,인천센터,B-27-5,399,20,163,100,150,300,20240112,2025.10.30,LOT20240411,2027.10.29,12/12/2023,29682,57.66,폐기예정,냉장,SUP-015,63.27,518.72,143.39,57.47,246.31,646.17,133.49,1730.19,287.79,192.94,386.23,734.72,194.46,1839.77,9.22,226.12,771.11,337.03,119.15,120.03,N,True,Y,True,no,1,0,X,yes,N
SKU00001861,WH-05,광주센터,E-20-4,457,18,399,20,80,1000,01/09/2025,2024.11.28,LOT20233911,2027-08-30,20240706,6070,15.16,이상재고,상온,SUP-015,442.47,1140.83,1.49,2303.54,408.21,223.91,327.03,1574.91,70.77,366.09,819.19,27.26,102.28,1461.56,266.63,17.77,540.07,150.78,94.39,429.76,N,True,Y,True,no,1,1,X,yes,N
SKU00001862,WH-02,인천센터,E-19-4,405,40,29,10,20,200,03/12/2024,01-28-2025,LOT20243382,07-20-2027,30/10/2024,22267,17.34,반품입고,냉동,SUP-034,110.44,1245.32,233.72,517.62,174.78,677.27,107.7,143.07,368.52,254.99,618.35,26.24,954.13,261.56,19.6,60.82,596.31,152.5,94.31,170.64,N,True,Y,True,no,1,0,O,yes,N
