supplier_id,supplier_name,business_reg_no,contact_person,contact_email,inbound_id,po_number,sku,brand_id,inbound_qty,unit_cost_krw,total_cost_krw,inbound_date,expected_date,warehouse_dest,quality_check,defect_rate_pct,lead_time_days,payment_terms,currency,origin_country,scm_metric_01,scm_metric_02,scm_metric_03,scm_metric_04,scm_metric_05,scm_metric_06,scm_metric_07,scm_metric_08,scm_metric_09,scm_metric_10,scm_metric_11,scm_metric_12,scm_metric_13,scm_metric_14,scm_metric_15,scm_flag_01,scm_flag_02,scm_flag_03,scm_flag_04,scm_flag_05,scm_flag_06,scm_flag_07,scm_flag_08
SUP-055,주식회사 페리페라코스메틱,525-93-23302,정담당자,contact_7a2tqca8@cosme.kr,INB-SITNCB61,PO-20232204,SKU00001062,BR-107,100,29830,28263023,09-03-2025,2025-09-04,WH-03,부분합격,0.69,32,위탁,KRW,독일,69.15,107.53,1617.29,10.72,7.44,57.28,757.9,700.11,649.79,38.35,65.44,3220.34,3297.76,59.76,1828.81,no,False,no,1,Y,False,yes,O
SUP-055,(주) 무신사뷰티코스메틱,886-30-41778,박담당자,contact_qidfukjo@beauty.com,INB-V6BPHX2U,PO-20239445,SKU00000090,BR-107,2000,10120,8474345,25/10/2024,2024-10-24,WH-03,검사중,4.51,38,60일,KRW,한국,2433.5,1012.72,647.68,6.74,111.59,26.18,649.22,837.14,559.98,854.77,42.67,2808.75,138.34,98.84,397.24,no,False,no,1,Y,True,yes,O
SUP-055,유한회사 데이지크코스메틱,439-32-33852,김담당자,contact_nvnxemcy@cosme.kr,INB-BTWQ39L6,PO-20246066,SKU00000961,BR-107,1000,8926,23054130,14/04/2023,2023.04.18,WH-01,검사중,4.05,36,위탁,JPY,프랑스,850.56,323.1,901.96,16.65,263.38,80.0,245.32,131.34,189.34,249.86,98.0,487.9,1225.4,38.61,378.01,no,False,no,0,Y,False,no,O
SUP-055,(주) 아누아코스메틱,675-55-68299,정담당자,contact_2p0rzzgq@supplier.co.kr,INB-BABIP5VL,PO-20251483,SKU00000761,BR-107,100,35511,37610352,2023-01-30,2023.02.03,WH-01,합격,0.42,34,90일,JPY,중국,1720.61,771.52,2803.17,38.08,262.01,109.81,588.6,696.69,209.8,233.01,44.11,1441.22,97.18,49.9,158.71,yes,False,yes,0,N,False,yes,O
SUP-055,(주) 에뛰드코스메틱,131-52-18187,정담당자,contact_e1f4qt75@supplier.co.kr,INB-JCZ4HKTH,PO-20257537,SKU00000838,BR-027,300,32737,17939323,02-19-2023,16/02/2023,WH-04,합격,2.36,43,60일,KRW,독일,123.81,205.46,1877.02,122.71,141.57,19.37,124.23,127.46,198.2,350.68,200.66,1022.6,85.69,57.08,347.84,no,True,yes,1,N,True,yes,X
SUP-055,유한회사 아누아코스메틱,511-22-66517,김담당자,contact_l80tpp4v@cosme.kr,INB-UM98R0NZ,PO-20246795,SKU00000940,BR-068,2000,79016,45400250,06-09-2025,06-05-2025,WH-05,합격,1.34,30,선불,KRW,한국,182.96,858.37,304.38,3.96,32.23,278.14,278.28,18.07,493.65,520.19,95.59,1506.66,1875.79,9.92,864.18,no,False,yes,1,N,True,yes,X
SUP-055,유한회사 무신사뷰티코스메틱,919-67-84570,박담당자,contact_n479fc4i@beauty.com,INB-LVJHX2C9,PO-20258664,SKU00001339,BR-107,50,7425,16968514,14/06/2025,20250610,WH-03,합격,3.14,7,위탁,KRW,미국,1219.24,278.55,361.29,42.2,73.61,234.17,243.04,2.51,565.27,378.3,1078.83,2192.51,270.27,84.92,1000.39,yes,False,no,0,Y,True,no,O
SUP-055,주식회사 세타필코스메틱,695-41-32081,김담당자,contact_6q2ztgr0@supplier.co.kr,INB-BHFOFG0H,PO-20252270,SKU00000586,BR-068,50,70939,16658497,2025-02-23,02-20-2025,WH-03,부분합격,2.43,40,위탁,KRW,미국,1017.03,30.49,390.31,19.98,207.73,25.29,46.47,1737.23,1568.13,24.86,405.42,977.75,183.34,63.64,1151.05,yes,True,no,1,Y,True,no,O
SUP-055,유한회사 맥코스메틱,261-62-51458,정담당자,contact_w4ov57gh@cosme.kr,INB-TT7FUF2C,PO-20244065,SKU00000381,BR-027,50,73625,40821312,20231227,2023-12-26,WH-04,합격,4.34,39,90일,EUR,프랑스,272.62,6.84,890.84,0.15,207.96,271.73,500.85,1325.09,472.51,564.94,1644.04,2468.48,805.62,13.51,353.9,no,True,no,1,N,True,no,O
SUP-055,(주) 아모레퍼시픽코스메틱,264-86-78122,박담당자,contact_dab52a47@beauty.com,INB-KW55G1LD,PO-20256893,SKU00001456,BR-027,50,55466,42064692,04-24-2024,2024.04.26,WH-05,불합격,0.99,9,90일,USD,중국,2211.87,1198.84,2079.36,44.33,70.82,237.24,129.46,424.24,1589.15,358.02,12.73,846.67,211.36,209.34,750.78,no,False,yes,1,N,False,yes,X
SUP-055,주식회사 코스알엑스코스메틱,344-71-48692,최담당자,contact_bev1o0e8@beauty.com,INB-T7C7F7KM,PO-20247401,SKU00001062,BR-107,1000,35615,10999515,2023.12.14,16/12/2023,WH-05,합격,4.94,38,60일,USD,중국,350.79,286.37,964.94,71.8,32.84,159.71,466.3,568.27,460.63,58.96,553.14,2395.62,89.6,11.48,107.19,yes,True,yes,0,N,False,yes,O
SUP-055,주식회사 넘버즈코스메틱,765-92-74226,이담당자,contact_6rrgp6a9@cosme.kr,INB-9KQFKU5S,PO-20253478,SKU00000425,BR-068,2000,71059,20235630,2024-09-28,2024.09.29,WH-03,불합격,3.82,45,30일,KRW,독일,1000.4,2580.02,663.25,37.22,113.75,75.99,592.53,1292.45,96.44,209.77,35.57,1105.43,124.36,19.8,156.89,yes,True,no,1,Y,True,yes,X
SUP-055,유한회사 랑콤코스메틱,399-69-23693,이담당자,contact_ebjauyyq@beauty.com,INB-4CLTKM49,PO-20256117,SKU00001556,BR-107,200,42759,7698616,20230926,20230929,WH-01,합격,0.47,9,60일,JPY,독일,303.4,651.49,2428.64,11.46,360.48,18.52,220.69,1004.49,328.87,568.28,1227.42,655.6,152.4,44.08,682.22,no,True,yes,0,Y,True,no,O
SUP-056,(주) 나스코스메틱,161-75-65574,정담당자,contact_eczecbji@beauty.com,INB-J5QR3CJ8,PO-20259609,SKU00001954,BR-024,1000,34122,48814760,2025-11-14,20251112,WH-05,합격,3.44,10,30일,KRW,독일,10.13,2078.44,697.91,41.69,7.42,586.63,577.64,2817.11,102.09,513.95,1340.21,1850.68,17.94,54.2,1231.96,no,False,no,0,N,False,no,X
SUP-056,주식회사 라로슈포제코스메틱,449-32-65806,정담당자,contact_zogt9owg@cosme.kr,INB-44798KYQ,PO-20257453,SKU00000860,BR-024,100,43511,49101306,22/12/2025,21/12/2025,WH-04,합격,0.54,18,90일,JPY,일본,163.56,7.87,777.06,49.51,19.73,321.27,28.7,775.91,309.49,1580.53,113.82,1962.88,421.87,9.01,649.72,yes,False,yes,1,Y,False,yes,O
SUP-056,주식회사 애경코스메틱,494-54-38241,최담당자,contact_frf5kovv@supplier.co.kr,INB-J1J9B8IV,PO-20253024,SKU00001035,BR-024,50,22177,44730769,03/12/2025,08/12/2025,WH-05,합격,1.39,10,90일,KRW,중국,784.18,59.94,1661.18,3.19,67.58,1094.57,248.84,200.9,244.1,723.75,34.03,62.28,243.35,175.43,4757.81,no,False,no,1,N,False,yes,O
SUP-056,주식회사 바비브라운코스메틱,247-99-75030,정담당자,contact_6jqfakmw@cosme.kr,INB-PVY6YZOH,PO-20239978,SKU00000085,BR-024,200,22456,18590047,2023.12.08,20231207,WH-04,불합격,3.3,41,선불,KRW,프랑스,26.16,790.74,207.93,23.14,41.7,297.46,1223.89,1676.71,3428.77,420.93,660.24,1321.46,382.09,64.08,142.69,yes,True,yes,1,N,True,no,X
SUP-056,유한회사 무신사뷰티코스메틱,305-64-16650,박담당자,contact_pdi67gzi@beauty.com,INB-5R83V93U,PO-20235538,SKU00001860,BR-024,1000,71629,39590739,20251110,07/11/2025,WH-04,합격,1.82,3,30일,JPY,일본,852.31,249.72,601.84,65.16,13.95,19.69,1208.9,621.29,1101.97,1056.79,380.01,888.41,534.95,63.96,1010.59,no,False,no,1,N,True,no,X
SUP-056,유한회사 토니모리코스메틱,579-15-55362,이담당자,contact_dg2s3euw@cosme.kr,INB-14EKH3EI,PO-20239164,SKU00000788,BR-024,100,41414,47047266,14/12/2025,20251218,WH-02,합격,1.5,39,위탁,USD,독일,237.4,1030.82,490.3,9.31,1.77,225.32,453.83,136.4,478.48,2254.39,139.52,267.46,2.75,217.25,1880.64,yes,False,yes,0,Y,True,no,O
SUP-056,(주) VDL코스메틱,622-82-33313,정담당자,contact_olhahfe9@beauty.com,INB-U78NZFY0,PO-20259781,SKU00001250,BR-024,500,14606,7401308,01/10/2023,06/10/2023,WH-01,부분합격,4.16,44,위탁,USD,독일,101.84,1798.63,1100.82,0.21,264.0,252.52,265.84,421.73,58.63,621.34,1074.83,1929.11,1019.85,256.61,1485.42,no,False,no,0,Y,False,yes,O
SUP-056,주식회사 에스쁘아코스메틱,172-60-62692,최담당자,contact_w2cj492p@supplier.co.kr,INB-CZE9XLUN,PO-20245926,SKU00000788,BR-024,2000,28595,12371491,2024-04-04,04-07-2024,WH-01,검사중,4.85,8,30일,USD,프랑스,1215.01,77.48,735.71,34.27,83.4,73.49,753.17,1105.22,119.61,767.79,148.85,61.04,689.49,15.1,485.01,yes,True,no,0,N,True,no,X
SUP-056,유#회사 샤넬코스메틱,572-71-58684,김담당자,contact_srn7ywuh@beauty.com,INB-A7UPLVC4,PO-20245391,SKU00000788,BR-024,2000,79083,46551459,20250815,2025-08-11,WH-03,불합격,0.57,40,60일,EUR,독일,515.37,1457.54,744.7,7.84,193.29,152.98,130.54,680.02,251.85,230.45,147.17,847.52,1152.64,70.15,615.39,yes,True,no,1,Y,False,yes,X
SUP-056,(주) 네이처리퍼블릭코스메틱,752-99-10484,정담당자,contact_0p5h1dr6@supplier.co.kr,INB-DE4CIVJX,PO-20234795,SKU00000741,BR-024,200,74686,41985555,2024-06-15,20240617,WH-02,부분합격,4.1,9,90일,JPY,독일,1755.77,239.01,1249.56,25.9,7.53,51.7,463.14,809.63,434.86,73.46,314.26,463.13,392.89,44.24,1211.8,no,True,yes,1,Y,True,yes,X
SUP-056,유한회사 에뛰드코스메틱,713-18-77468,정담당자,contact_c6e0e8je@beauty.com,INB-2Y3H8SLQ,PO-20259905,SKU00000085,BR-024,300,35014,33667022,2023-04-14,20230409,WH-05,검사중,3.39,19,30일,EUR,일본,59.63,593.78,381.19,2.94,10.87,154.47,55.84,3018.38,927.75,383.67,35.94,620.98,0.74,26.41,155.73,yes,True,yes,0,Y,True,yes,X
SUP-056,(주) 에스티로더코스메틱,706-72-12121,정담당자,contact_hfuiu7fn@cosme.kr,INB-CYPBSJDI,PO-20243393,SKU00001154,BR-024,500,43691,40790262,2025.09.22,09-19-2025,WH-03,부분합격,1.89,25,90일,JPY,한국,761.66,1323.96,1311.08,1.52,113.8,111.2,141.19,1306.92,14.53,247.86,44.29,2288.0,805.62,20.52,446.87,yes,False,yes,0,N,True,yes,X
SUP-056,,903-95-58179,박담당자,contact_9nkwdyjx@beauty.com,INB-QQ40EJCF,PO-20251230,SKU00000089,BR-024,300,32208,16473907,25/08/2024,20/08/2024,WH-05,합격,2.39,41,60일,EUR,한국,665.44,589.62,1338.45,24.6,36.74,207.11,107.65,2162.06,146.36,363.91,207.32,1443.52,191.8,227.06,559.41,yes,True,yes,0,N,True,no,O
SUP-056,주식회사 라운드랩코스메틱,842-87-55080,정담당자,contact_bsvfhqtt@cosme.kr,INB-SAMLS27Z,PO-20256719,SKU00001225,BR-024,1000,20617,13219700,2023-06-07,2023.06.11,WH-01,불합격,2.24,29,위탁,USD,중국,2424.23,184.16,1368.09,7.91,7.11,573.24,28.92,488.55,122.88,1056.87,257.9,787.25,512.45,116.56,387.27,yes,True,no,0,Y,False,yes,O
SUP-056,유한회사 스킨푸드코스메틱,421-25-93504,최담당자,contact_hysvnvls@cosme.kr,INB-NWLFJEFW,PO-20251632,SKU00001248,BR-024,50,40753,31548103,2025-10-14,10-19-2025,WH-05,불합격,0.78,12,선불,JPY,미국,269.49,451.47,1131.3,9.38,44.97,18.78,462.35,3501.65,1454.97,84.51,678.62,100.27,113.69,12.39,537.86,no,True,yes,1,Y,False,yes,O
SUP-056,(주) 스킨푸드코스메틱,104-63-44329,최담당자,contact_kz7ywpqm@cosme.kr,INB-7B90O23C,PO-20253990,SKU00000788,BR-024,200,44813,38116652,05-19-2024,20240516,WH-02,검사중,3.08,4,90일,KRW,프랑스,624.31,662.18,2959.54,92.8,6.74,772.56,148.8,1860.61,564.38,152.39,869.12,637.43,519.46,14.13,4186.94,no,True,no,0,N,False,no,O
SUP-056,주식회사 클리오코스메틱,567-49-10684,박담당자,contact_75lh4i4f@beauty.com,INB-KWVWTSR9,PO-20253475,SKU00001154,BR-024,50,78745,41391395,09/11/2025,05/11/2025,WH-02,합격,3.4,17,선불,KRW,독일,2523.68,557.33,442.23,2.91,55.77,175.61,394.77,1344.84,578.77,813.46,803.61,542.79,313.31,1.01,275.11,yes,False,yes,0,N,True,yes,O
SUP-056,(주) 홀리카홀리카코스메틱,991-31-71828,정담당자,contact_te10as0x@supplier.co.kr,INB-LEJA8KYV,PO-20258272,SKU00001995,BR-024,300,66680,39110258,03-08-2023,2023-03-03,WH-01,합격,3.19,31,90일,USD,독일,152.63,1029.15,1041.92,0.03,88.88,305.73,89.62,75.17,1535.77,376.77,502.46,31.52,12.72,85.78,111.47,no,False,no,1,Y,True,yes,O
SUP-056,주식회사 LG생건코스메틱,705-79-18809,박담당자,contact_npegfbeo@beauty.com,INB-WIXHYEDH,PO-20255023,SKU00000085,BR-024,300,64277,47184323,20250707,09/07/2025,WH-01,불합격,0.48,22,선불,EUR,프랑스,35.87,965.61,757.83,10.41,167.09,144.54,195.19,2350.7,544.66,114.56,55.81,519.36,498.26,34.82,46.54,yes,True,no,0,N,True,no,O
SUP-056,주식회사 더페이스샵코스메틱,428-78-46148,이담당자,contact_jrwvfwli@supplier.co.kr,INB-4O9L3RYH,PO-20230476,SKU00000085,BR-024,200,65928,18710821,20240802,2024.08.07,WH-01,합격,4.43,5,위탁,KRW,한국,1055.9,46.47,233.33,6.57,17.86,948.07,943.09,7.09,481.07,203.79,34.58,220.6,175.17,73.76,1339.64,no,True,no,0,Y,True,yes,X
SUP-056,(주) 클리오코스메틱,321-90-73825,최담당자,contact_etwzzh2b@supplier.co.kr,INB-BWOT4HAC,PO-20250275,SKU00000452,BR-024,100,63270,30504762,20250628,26/06/2025,WH-05,합격,3.36,5,90일,KRW,미국,412.14,1491.95,1007.99,28.58,32.33,898.99,448.66,10.97,413.61,53.85,162.54,587.24,106.66,49.03,69.15,no,False,no,1,N,False,no,X
SUP-056,주식회사 닥터자르트코스메틱,359-49-14336,박담당자,contact_bqrtl9pg@supplier.co.kr,INB-B1A3LXEM,PO-20241067,SKU00000089,BR-024,1000,5310,10036800,20250902,02/09/2025,WH-01,검사중,1.52,7,90일,JPY,한국,816.83,2292.11,1931.03,31.04,120.91,39.74,25.56,123.69,1068.48,251.33,22.37,16.62,694.93,98.06,434.2,no,False,no,1,N,False,yes,X
SUP-056,(주) 더페이스샵코스메틱,762-71-85413,김담당자,contact_a8r0ltua@supplier.co.kr,INB-ZC8K5SDK,PO-20259875,SKU00001018,BR-024,300,48351,14959026,27/12/2023,12-30-2023,WH-01,검사중,3.52,37,60일,KRW,프랑스,223.83,1311.68,353.26,36.75,31.23,501.87,61.08,293.91,1026.87,1318.96,322.49,229.77,18.92,25.97,270.2,no,False,no,1,Y,True,yes,O
SUP-056,주식회사 조선미녀코스메틱,680-89-61437,이담당자,contact_63r6f7a9@beauty.com,INB-PNGUK406,PO-20231295,SKU00001980,BR-024,300,33695,48985822,2025.11.20,11-18-2025,WH-01,합격,2.82,6,60일,JPY,미국,59.6,2762.94,1684.2,22.02,54.8,177.79,149.08,4384.37,21.55,528.17,973.98,1053.63,87.27,24.88,610.11,no,False,no,1,Y,False,no,O
SUP-056,주식회사 롬앤코스메틱,955-42-61844,정담당자,contact_cycky59a@beauty.com,INB-E4TZAA3B,PO-20254617,SKU00001860,BR-024,500,42042,17770178,20231118,20231121,WH-04,부분합격,2.79,38,선불,KRW,중국,422.8,282.11,334.86,5.63,227.79,3.76,868.37,876.72,116.35,509.11,1085.64,1623.5,533.73,2.54,454.28,no,True,yes,1,Y,False,no,X
SUP-056,주식회사 에뛰드코스메틱,475-78-88945,김담당자,contact_5eup1nfy@cosme.kr,INB-2DL1VB5R,PO-20256007,SKU00001248,BR-024,1000,22269,24443919,2024.09.27,2024-09-28,WH-03,검사중,3.72,9,선불,EUR,프랑스,836.91,963.81,377.53,0.5,14.42,224.06,365.57,128.84,1549.64,382.48,700.83,505.29,29.91,38.56,1523.64,yes,True,yes,1,Y,True,no,X
SUP-056,주식회사 이니스프리코스메틱,264-44-68189,박담당자,contact_ikrwpg3j@supplier.co.kr,INB-AJIA6U46,PO-20237526,SKU00000741,BR-024,1000,73235,3212395,08/12/2024,20241204,WH-01,부분합격,2.74,25,30일,KRW,중국,987.11,440.17,196.63,1.05,9.52,144.15,328.49,257.68,551.15,147.06,113.96,1570.93,167.47,191.8,1334.33,no,True,yes,1,Y,False,no,O
SUP-056,(주) 더페이스샵코스메틱,649-38-21275,김담당자,contact_7grwfgrj@supplier.co.kr,INB-7K7SR31A,PO-20244958,SKU00001250,BR-024,1000,5494,23844637,20250429,20250430,WH-02,합격,2.71,39,60일,USD,독일,24.06,101.33,531.77,24.55,11.86,457.1,379.07,174.47,978.36,731.22,234.89,1287.71,268.49,51.68,482.74,yes,False,yes,0,Y,False,yes,O
SUP-057,유한회사 이니스프리코스메틱,229-43-78418,최담당자,contact_mez1mmjh@beauty.com,INB-CSWA38SB,PO-20243330,SKU00000547,BR-093,500,32870,34786077,04/02/2023,20230203,WH-02,합격,0.48,9,30일,KRW,일본,394.05,588.52,519.4,23.99,73.21,185.43,235.38,2627.25,48.77,31.0,635.53,237.31,204.03,145.14,239.42,no,False,yes,0,Y,False,yes,O
SUP-057,유한회사 헤라코스메틱,940-43-68850,이담당자,contact_mc3nv3hi@cosme.kr,INB-MZGUMDN7,PO-20240835,SKU00001400,BR-093,200,76847,35234007,2023.04.05,2023-04-02,WH-02,부분합격,3.67,38,60일,JPY,미국,139.51,197.31,3830.79,8.8,41.95,845.88,89.88,178.71,300.74,1503.02,388.92,2418.58,967.41,35.44,503.59,yes,True,yes,1,Y,True,yes,X
SUP-057,주식회사 샤넬코스메틱,168-94-65751,박담당자,contact_k5uh2h5l@supplier.co.kr,INB-MPB4TOM7,PO-20257137,SKU00001236,BR-093,1000,10412,48967220,2025-07-21,20250717,WH-01,부분합격,3.53,5,선불,USD,중국,1624.54,1186.48,860.1,1.42,202.27,12.32,32.27,1158.48,1623.48,1067.46,223.19,1794.87,336.6,1.59,1563.65,no,True,no,1,Y,True,no,O
SUP-057,,905-51-66715,박담당자,contact_5tup18hk@cosme.kr,INB-GW0H14Q8,PO-20259263,SKU00001009,BR-093,1000,21420,24243135,20230522,2023-05-20,WH-01,합격,4.59,5,위탁,KRW,한국,186.81,2204.76,492.06,3.92,45.93,56.55,203.23,488.13,64.12,109.05,465.38,770.29,20.84,77.41,1701.19,yes,False,no,0,N,True,yes,X
SUP-057,주식회사 홀리카홀리카코스메틱,412-27-22017,정담당자,contact_unwp84e0@cosme.kr,INB-HAHH3RIV,PO-20244515,SKU00000547,BR-093,500,77753,25046186,2024.05.26,20240524,WH-01,부분합격,2.43,38,90일,KRW,중국,1486.82,1597.06,879.21,2.35,57.33,544.27,15.18,2527.7,176.72,718.08,300.22,967.2,413.88,119.86,53.5,no,False,no,1,N,True,yes,O
SUP-057,(주) 아이오페코스메틱,801-49-85988,박담당자,contact_uj60qpgc@beauty.com,INB-3DS7O4YK,PO-20232277,SKU00001009,BR-093,2000,4626,32402433,2023-06-16,2023.06.15,WH-01,불합격,3.79,9,선불,JPY,한국,211.07,544.77,575.46,5.96,214.45,73.92,57.61,813.92,105.51,1485.22,33.28,99.22,458.7,100.76,218.98,yes,True,yes,0,Y,False,no,X
SUP-057,,433-58-65890,정담당자,contact_evwmalqb@beauty.com,INB-90VGJF29,PO-20256040,SKU00000112,BR-093,300,12841,12760559,20230603,05/06/2023,WH-05,합격,4.24,12,30일,EUR,중국,832.63,2696.35,2575.77,17.79,31.91,158.78,341.76,650.19,893.15,617.7,259.04,1508.6,428.02,69.97,981.81,yes,False,yes,0,N,True,no,O
SUP-057,(주) 바비브라운코스메틱,120-28-74356,정담당자,contact_uogc1h7f@supplier.co.kr,INB-9MW6AFTW,PO-20242625,SKU00001676,BR-093,100,4053,18532709,2025-01-05,04/01/2025,WH-03,합격,1.95,32,60일,JPY,한국,1051.73,812.73,1422.64,2.52,244.05,826.41,429.56,1125.72,103.81,542.99,167.82,761.96,100.61,159.73,661.39,no,False,yes,0,Y,True,yes,X
SUP-057,(주) 투쿨포스쿨코스메틱,483-22-73582,정담당자,contact_a8vx9jms@beauty.com,INB-LXVIIUXK,PO-20235244,SKU00001705,BR-093,500,9933,49046272,07-15-2025,20/07/2025,WH-02,검사중,0.79,12,위탁,KRW,일본,289.21,317.8,3138.91,17.07,58.63,33.81,345.58,82.51,720.96,531.92,746.87,861.21,66.65,66.71,191.81,no,False,yes,0,N,False,no,X
SUP-057,주식회사 @DL코스메틱,401-91-54273,정담당자,contact_ifevy2qp@supplier.co.kr,INB-DIEG742M,PO-20232534,SKU00001400,BR-093,1000,58786,14850445,10-25-2023,24/10/2023,WH-01,검사중,2.65,28,선불,JPY,한국,198.01,46.97,312.54,0.45,26.02,108.05,238.48,359.09,1589.64,78.34,856.53,158.7,284.94,5.79,407.83,no,True,yes,0,Y,True,yes,O
SUP-057,주식회사 아이오페코스메틱,283-18-74298,김담당자,contact_giw76dj9@beauty.com,INB-7VB7B1V5,PO-20254734,SKU00001705,BR-093,500,47566,46663960,2023.10.31,2023-11-01,WH-01,합격,1.15,34,30일,USD,프랑스,2.38,875.61,1346.45,31.05,22.38,44.1,574.74,3164.61,394.92,2152.0,613.73,811.44,181.88,167.45,869.72,yes,True,no,0,N,False,no,O
SUP-057,주식회사 토니모리코스메틱,437-91-36003,정담당자,contact_5oqyhp2c@cosme.kr,INB-ZJE7SH1H,PO-20248282,SKU00000073,BR-093,100,33887,587071,2023-07-24,2023-07-29,WH-03,검사중,4.16,32,선불,KRW,프랑스,171.46,244.61,217.03,21.71,7.68,162.26,94.47,2288.6,492.98,65.57,66.85,293.09,41.03,168.55,688.3,yes,False,yes,0,Y,True,no,X
SUP-057,유한회사 올리브영P!코스메틱,904-13-96862,이담당자,contact_5lavfeyu@supplier.co.kr,INB-CLFK2KRC,PO-20244836,SKU00001275,BR-093,100,55009,12102558,20250612,20250610,WH-02,합격,2.9,10,90일,EUR,미국,723.53,911.13,646.43,7.48,161.0,62.6,240.33,411.24,812.04,149.86,944.13,152.25,798.16,272.68,1245.81,yes,True,no,1,Y,False,no,X
SUP-057,유한회사 달바코스메틱,333-58-95189,박담당자,contact_b2djf802@cosme.kr,INB-SFHK6T7V,PO-20232810,SKU00001677,BR-093,1000,70311,18438133,11/07/2023,14/07/2023,WH-03,부분합격,4.68,21,90일,USD,프랑스,824.1,36.42,329.65,10.56,95.51,32.7,246.07,1577.27,1476.35,445.98,331.86,168.55,170.89,49.67,81.64,yes,False,no,0,Y,False,yes,X
SUP-057,유한회사 아모레퍼시픽코스메틱,517-85-34678,김담당자,contact_1hcm6k7w@cosme.kr,INB-9SRQKICH,PO-20248752,SKU00001365,BR-093,100,63867,17583965,14/06/2024,2024.06.13,WH-04,합격,2.81,38,90일,EUR,독일,127.97,1505.02,54.86,0.02,8.29,112.45,146.42,793.3,175.56,780.73,59.4,1342.59,694.02,216.84,13.07,yes,False,yes,0,N,False,yes,X
SUP-057,(주) 올리브영PB코스메틱,376-43-81762,박담당자,contact_unzaomtz@beauty.com,INB-36T0SWX2,PO-20242525,SKU00000547,BR-093,100,45671,24174164,20230827,20230829,WH-02,검사중,4.89,22,선불,KRW,중국,403.17,269.87,273.44,5.24,21.49,249.15,438.09,9.53,301.7,435.46,912.62,151.55,822.55,109.87,24.47,yes,True,no,0,N,False,no,O
SUP-057,,152-96-66359,박담당자,contact_s00oy4m2@supplier.co.kr,INB-3JIYGF3M,PO-20236591,SKU00001883,BR-093,200,41494,20030819,20240909,2024.09.04,WH-05,불합격,2.71,8,선불,JPY,독일,939.18,1058.01,1386.82,1.74,60.25,36.9,203.33,87.5,137.13,407.21,183.78,610.18,1011.09,126.29,266.46,yes,False,yes,1,Y,False,yes,O
SUP-057,주식회사 넘버즈코스메틱,811-11-43264,김담당자,contact_c1av8okk@supplier.co.kr,INB-3EB6Q1DY,PO-20235870,SKU00001009,BR-093,100,55190,15873489,20251225,20/12/2025,WH-04,합격,2.62,41,30일,KRW,독일,971.26,121.63,41.46,6.92,204.41,551.72,771.4,2006.96,411.1,942.44,33.28,193.62,297.45,19.01,489.26,no,False,yes,0,Y,False,yes,O
SUP-057,(주) 네이처리퍼블릭코스메틱,354-20-34435,이담당자,contact_2ga4cgyi@supplier.co.kr,INB-S3OYLHZO,PO-20259069,SKU00001365,BR-093,2000,63871,5830949,09-08-2023,2023.09.09,WH-03,불합격,4.74,4,90일,USD,중국,1082.8,920.72,2333.68,60.57,175.48,94.69,254.12,719.56,1092.57,911.78,692.3,156.78,420.05,10.57,763.4,no,False,yes,1,Y,True,yes,X
SUP-057,유한회사 더페이스샵코스메틱,273-76-91211,정담당자,contact_liko292i@beauty.com,INB-X7ETJJMI,PO-20259714,SKU00000177,BR-093,200,51757,15860281,2024-05-04,2024.05.02,WH-03,합격,1.62,9,60일,JPY,중국,749.52,653.71,945.9,18.1,102.89,362.81,548.13,658.52,60.95,123.75,289.61,882.57,20.09,49.05,20.93,yes,True,no,0,Y,False,no,X
SUP-057,주식회사 올리브영PB코스메틱,469-87-17850,이담당자,contact_wxlibvkr@beauty.com,INB-ZYJFS691,PO-20247746,SKU00001009,BR-093,300,42678,44219273,20250611,20250614,WH-01,합격,0.51,30,30일,KRW,중국,2224.96,794.33,842.54,15.12,10.09,258.02,1101.25,481.1,1405.17,673.32,26.99,259.21,54.62,11.65,168.39,yes,False,no,1,Y,True,yes,O
SUP-057,(주) 이니스프리코스메틱,915-86-43109,박담당자,contact_c4nvf1gw@cosme.kr,INB-SWGOT6FM,PO-20233218,SKU00000073,BR-093,100,17166,29047862,2024-07-06,20240709,WH-02,불합격,0.89,22,60일,KRW,한국,409.67,592.76,306.29,29.73,113.95,95.36,99.02,99.32,608.43,725.15,446.06,186.26,97.26,164.77,10.81,no,True,no,1,N,False,no,X
SUP-057,(주) 넘버즈코스메틱,544-35-28343,김담당자,contact_k9ku772q@supplier.co.kr,INB-J4H7LTUJ,PO-20251037,SKU00001705,BR-093,2000,16607,20815528,13/12/2025,20251208,WH-04,합격,0.91,34,30일,KRW,미국,463.34,899.73,1538.43,28.7,40.08,201.85,592.87,473.5,696.33,839.98,411.68,991.51,150.15,0.36,115.28,yes,False,no,0,Y,True,yes,X
SUP-057,(주) 구달코스메틱,947-66-62754,김담당자,contact_2kkvjjed@beauty.com,INB-FXCIAGWG,PO-20258497,SKU00001883,BR-093,200,38488,17315012,02-08-2023,2023.02.09,WH-03,부분합격,4.66,16,30일,USD,독일,195.35,148.05,408.65,11.84,64.24,128.21,179.38,239.82,621.44,1625.95,414.93,1149.51,124.6,32.54,217.33,no,True,no,1,N,False,yes,O
