send_id,cmp_id,cust_no,send_time,email_subject,status
ES001512,CMP0022,CUST000082,2023-08-28 15:00:00,[프로모션] 특별 할인 안내 #1512,DELIVERED
ES001513,CMP0029,CUST000054,2023-10-15 19:00:00,[프로모션] 특별 할인 안내 #1513,DELIVERED
ES001514,CMP0023,CUST000066,2023-09-12 08:00:00,[프로모션] 특별 할인 안내 #1514,DELIVERED
ES001515,CMP0007,CUST000162,2023-10-03 16:00:00,[프로모션] 특별 할인 안내 #1515,FAILED
ES001516,CMP0007,CUST000054,2023-10-14 13:00:00,[프로모션] 특별 할인 안내 #1516,DELIVERED
ES001517,CMP0022,CUST000116,2023-11-20 15:00:00,[프로모션] 특별 할인 안내 #1517,DELIVERED
ES001518,CMP0008,CUST000160,2023-08-30 17:00:00,[프로모션] 특별 할인 안내 #1518,DELIVERED
ES001519,CMP0002,CUST000193,2023-08-12 16:00:00,[프로모션] 특별 할인 안내 #1519,DELIVERED
ES001520,CMP0017,CUST000097,2023-10-16 10:00:00,[프로모션] 특별 할인 안내 #1520,DELIVERED
ES001521,CMP0007,CUST000025,2023-09-10 11:00:00,[프로모션] 특별 할인 안내 #1521,DELIVERED
ES001522,CMP0007,CUST000147,2023-08-14 10:00:00,[프로모션] 특별 할인 안내 #1522,DELIVERED
ES001523,CMP0023,CUST000141,2023-09-13 13:00:00,[프로모션] 특별 할인 안내 #1523,DELIVERED
ES001524,CMP0023,CUST000154,2023-08-11 13:00:00,[프로모션] 특별 할인 안내 #1524,DELIVERED
ES001525,CMP0007,CUST000171,2023-11-23 18:00:00,[프로모션] 특별 할인 안내 #1525,DELIVERED
ES001526,CMP0022,CUST000129,2023-10-16 16:00:00,[프로모션] 특별 할인 안내 #1526,DELIVERED
ES001527,CMP0023,CUST000127,2023-09-27 12:00:00,[프로모션] 특별 할인 안내 #1527,DELIVERED
ES001528,CMP0029,CUST000041,2023-07-16 14:00:00,[프로모션] 특별 할인 안내 #1528,DELIVERED
ES001529,CMP0030,CUST000086,2023-09-27 18:00:00,[프로모션] 특별 할인 안내 #1529,DELIVERED
ES001530,CMP0007,CUST000099,2023-10-27 18:00:00,[프로모션] 특별 할인 안내 #1530,DELIVERED
ES001531,CMP0023,CUST000106,2023-07-19 18:00:00,[프로모션] 특별 할인 안내 #1531,DELIVERED
ES001532,CMP0017,CUST000036,2023-11-04 17:00:00,[프로모션] 특별 할인 안내 #1532,DELIVERED
ES001533,CMP0007,CUST000154,2023-10-25 19:00:00,[프로모션] 특별 할인 안내 #1533,DELIVERED
ES001534,CMP0002,CUST000084,2023-11-04 11:00:00,[프로모션] 특별 할인 안내 #1534,DELIVERED
ES001535,CMP0029,CUST000176,2023-06-24 13:00:00,[프로모션] 특별 할인 안내 #1535,DELIVERED
ES001536,CMP0023,CUST000142,2023-10-09 11:00:00,[프로모션] 특별 할인 안내 #1536,DELIVERED
ES001537,CMP0008,CUST000118,2023-09-03 19:00:00,[프로모션] 특별 할인 안내 #1537,DELIVERED
ES001538,CMP0008,CUST000121,2023-07-22 13:00:00,[프로모션] 특별 할인 안내 #1538,DELIVERED
ES001539,CMP0007,CUST000008,2023-07-23 17:00:00,[프로모션] 특별 할인 안내 #1539,DELIVERED
ES001540,CMP0017,CUST000176,2023-11-02 15:00:00,[프로모션] 특별 할인 안내 #1540,FAILED
ES001541,CMP0008,CUST000119,2023-10-07 18:00:00,[프로모션] 특별 할인 안내 #1541,DELIVERED
ES001542,CMP0022,CUST000041,2023-08-02 15:00:00,[프로모션] 특별 할인 안내 #1542,DELIVERED
ES001543,CMP0007,CUST000002,2023-06-09 18:00:00,[프로모션] 특별 할인 안내 #1543,DELIVERED
ES001544,CMP0030,CUST000121,2023-09-07 09:00:00,[프로모션] 특별 할인 안내 #1544,DELIVERED
ES001545,CMP0019,CUST000184,2023-10-16 09:00:00,[프로모션] 특별 할인 안내 #1545,DELIVERED
ES001546,CMP0030,CUST000183,2023-06-07 15:00:00,[프로모션] 특별 할인 안내 #1546,DELIVERED
ES001547,CMP0002,CUST000075,2023-09-10 19:00:00,[프로모션] 특별 할인 안내 #1547,DELIVERED
ES001548,CMP0022,CUST000103,2023-10-09 18:00:00,[프로모션] 특별 할인 안내 #1548,DELIVERED
ES001549,CMP0023,CUST000032,2023-06-27 10:00:00,[프로모션] 특별 할인 안내 #1549,DELIVERED
ES001550,CMP0007,CUST000185,2023-07-14 13:00:00,[프로모션] 특별 할인 안내 #1550,DELIVERED
ES001551,CMP0022,CUST000037,2023-08-02 20:00:00,[프로모션] 특별 할인 안내 #1551,DELIVERED
ES001552,CMP0019,CUST000025,2023-08-24 18:00:00,[프로모션] 특별 할인 안내 #1552,DELIVERED
ES001553,CMP0029,CUST000182,2023-10-04 20:00:00,[프로모션] 특별 할인 안내 #1553,DELIVERED
ES001554,CMP0019,CUST000088,2023-08-15 19:00:00,[프로모션] 특별 할인 안내 #1554,DELIVERED
ES001555,CMP0029,CUST000180,2023-08-06 17:00:00,[프로모션] 특별 할인 안내 #1555,DELIVERED
ES001556,CMP0002,CUST000195,2023-07-06 10:00:00,[프로모션] 특별 할인 안내 #1556,DELIVERED
ES001557,CMP0002,CUST000057,2023-09-03 17:00:00,[프로모션] 특별 할인 안내 #1557,DELIVERED
ES001558,CMP0019,CUST000079,2023-07-11 17:00:00,[프로모션] 특별 할인 안내 #1558,DELIVERED
ES001559,CMP0029,CUST000183,2023-09-21 18:00:00,[프로모션] 특별 할인 안내 #1559,DELIVERED
ES001560,CMP0008,CUST000038,2023-11-03 12:00:00,[프로모션] 특별 할인 안내 #1560,DELIVERED
ES001561,CMP0019,CUST000164,2023-07-29 08:00:00,[프로모션] 특별 할인 안내 #1561,DELIVERED
ES001562,CMP0019,CUST000038,2023-10-28 08:00:00,[프로모션] 특별 할인 안내 #1562,DELIVERED
ES001563,CMP0030,CUST000191,2023-10-11 14:00:00,[프로모션] 특별 할인 안내 #1563,DELIVERED
ES001564,CMP0008,CUST000089,2023-11-12 10:00:00,[프로모션] 특별 할인 안내 #1564,DELIVERED
ES001565,CMP0030,CUST000081,2023-10-12 13:00:00,[프로모션] 특별 할인 안내 #1565,DELIVERED
ES001566,CMP0029,CUST000166,2023-07-14 16:00:00,[프로모션] 특별 할인 안내 #1566,DELIVERED
ES001567,CMP0029,CUST000098,2023-06-04 18:00:00,[프로모션] 특별 할인 안내 #1567,BOUNCED
ES001568,CMP0022,CUST000058,2023-08-19 11:00:00,[프로모션] 특별 할인 안내 #1568,DELIVERED
ES001569,CMP0019,CUST000156,2023-07-01 18:00:00,[프로모션] 특별 할인 안내 #1569,DELIVERED
ES001570,CMP0029,CUST000118,2023-10-24 18:00:00,[프로모션] 특별 할인 안내 #1570,DELIVERED
ES001571,CMP0030,CUST000059,2023-07-22 13:00:00,[프로모션] 특별 할인 안내 #1571,DELIVERED
ES001572,CMP0023,CUST000161,2023-06-26 13:00:00,[프로모션] 특별 할인 안내 #1572,DELIVERED
ES001573,CMP0019,CUST000142,2023-10-15 19:00:00,[프로모션] 특별 할인 안내 #1573,DELIVERED
ES001574,CMP0007,CUST000015,2023-09-23 17:00:00,[프로모션] 특별 할인 안내 #1574,DELIVERED
ES001575,CMP0017,CUST000066,2023-07-17 19:00:00,[프로모션] 특별 할인 안내 #1575,BOUNCED
ES001576,CMP0017,CUST000059,2023-11-24 19:00:00,[프로모션] 특별 할인 안내 #1576,DELIVERED
ES001577,CMP0002,CUST000156,2023-08-08 16:00:00,[프로모션] 특별 할인 안내 #1577,DELIVERED
ES001578,CMP0017,CUST000188,2023-06-17 10:00:00,[프로모션] 특별 할인 안내 #1578,DELIVERED
ES001579,CMP0002,CUST000054,2023-07-29 11:00:00,[프로모션] 특별 할인 안내 #1579,DELIVERED
ES001580,CMP0029,CUST000119,2023-06-26 16:00:00,[프로모션] 특별 할인 안내 #1580,DELIVERED
ES001581,CMP0002,CUST000082,2023-11-10 09:00:00,[프로모션] 특별 할인 안내 #1581,DELIVERED
ES001582,CMP0007,CUST000114,2023-06-22 15:00:00,[프로모션] 특별 할인 안내 #1582,DELIVERED
ES001583,CMP0030,CUST000151,2023-07-26 17:00:00,[프로모션] 특별 할인 안내 #1583,DELIVERED
ES001584,CMP0002,CUST000149,2023-09-19 09:00:00,[프로모션] 특별 할인 안내 #1584,DELIVERED
ES001585,CMP0029,CUST000200,2023-11-12 11:00:00,[프로모션] 특별 할인 안내 #1585,DELIVERED
ES001586,CMP0029,CUST000001,2023-08-04 20:00:00,[프로모션] 특별 할인 안내 #1586,DELIVERED
ES001587,CMP0019,CUST000127,2023-11-09 10:00:00,[프로모션] 특별 할인 안내 #1587,DELIVERED
ES001588,CMP0029,CUST000132,2023-08-12 18:00:00,[프로모션] 특별 할인 안내 #1588,DELIVERED
ES001589,CMP0030,CUST000064,2023-08-27 12:00:00,[프로모션] 특별 할인 안내 #1589,DELIVERED
ES001590,CMP0030,CUST000080,2023-11-08 15:00:00,[프로모션] 특별 할인 안내 #1590,DELIVERED
ES001591,CMP0008,CUST000125,2023-06-02 13:00:00,[프로모션] 특별 할인 안내 #1591,DELIVERED
ES001592,CMP0030,CUST000121,2023-10-05 10:00:00,[프로모션] 특별 할인 안내 #1592,DELIVERED
ES001593,CMP0023,CUST000173,2023-08-17 09:00:00,[프로모션] 특별 할인 안내 #1593,BOUNCED
ES001594,CMP0029,CUST000088,2023-11-11 18:00:00,[프로모션] 특별 할인 안내 #1594,DELIVERED
ES001595,CMP0008,CUST000050,2023-06-28 20:00:00,[프로모션] 특별 할인 안내 #1595,DELIVERED
ES001596,CMP0019,CUST000129,2023-08-18 13:00:00,[프로모션] 특별 할인 안내 #1596,DELIVERED
ES001597,CMP0029,CUST000027,2023-11-23 12:00:00,[프로모션] 특별 할인 안내 #1597,BOUNCED
ES001598,CMP0017,CUST000147,2023-11-20 10:00:00,[프로모션] 특별 할인 안내 #1598,DELIVERED
ES001599,CMP0017,CUST000197,2023-09-10 20:00:00,[프로모션] 특별 할인 안내 #1599,DELIVERED
ES001600,CMP0008,CUST000157,2023-11-17 10:00:00,[프로모션] 특별 할인 안내 #1600,DELIVERED
ES001601,CMP0030,CUST000122,2023-11-15 17:00:00,[프로모션] 특별 할인 안내 #1601,DELIVERED
ES001602,CMP0019,CUST000059,2023-08-07 15:00:00,[프로모션] 특별 할인 안내 #1602,BOUNCED
ES001603,CMP0019,CUST000095,2023-07-08 12:00:00,[프로모션] 특별 할인 안내 #1603,DELIVERED
ES001604,CMP0022,CUST000191,2023-08-20 15:00:00,[프로모션] 특별 할인 안내 #1604,DELIVERED
ES001605,CMP0023,CUST000196,2023-09-15 08:00:00,[프로모션] 특별 할인 안내 #1605,DELIVERED
ES001606,CMP0023,CUST000015,2023-09-13 13:00:00,[프로모션] 특별 할인 안내 #1606,DELIVERED
ES001607,CMP0008,CUST000117,2023-08-10 08:00:00,[프로모션] 특별 할인 안내 #1607,DELIVERED
ES001608,CMP0017,CUST000054,2023-11-17 19:00:00,[프로모션] 특별 할인 안내 #1608,DELIVERED
ES001609,CMP0022,CUST000007,2023-08-22 14:00:00,[프로모션] 특별 할인 안내 #1609,DELIVERED
ES001610,CMP0022,CUST000143,2023-10-22 19:00:00,[프로모션] 특별 할인 안내 #1610,DELIVERED
ES001611,CMP0017,CUST000159,2023-10-07 15:00:00,[프로모션] 특별 할인 안내 #1611,DELIVERED
ES001612,CMP0007,CUST000020,2023-08-02 10:00:00,[프로모션] 특별 할인 안내 #1612,DELIVERED
ES001613,CMP0029,CUST000185,2023-10-30 15:00:00,[프로모션] 특별 할인 안내 #1613,BOUNCED
ES001614,CMP0002,CUST000200,2023-11-16 14:00:00,[프로모션] 특별 할인 안내 #1614,DELIVERED
ES001615,CMP0029,CUST000064,2023-08-11 17:00:00,[프로모션] 특별 할인 안내 #1615,DELIVERED
ES001616,CMP0002,CUST000026,2023-06-15 18:00:00,[프로모션] 특별 할인 안내 #1616,DELIVERED
ES001617,CMP0030,CUST000095,2023-09-21 12:00:00,[프로모션] 특별 할인 안내 #1617,DELIVERED
ES001618,CMP0008,CUST000192,2023-06-19 13:00:00,[프로모션] 특별 할인 안내 #1618,FAILED
ES001619,CMP0023,CUST000039,2023-07-09 17:00:00,[프로모션] 특별 할인 안내 #1619,DELIVERED
ES001620,CMP0017,CUST000144,2023-06-23 15:00:00,[프로모션] 특별 할인 안내 #1620,DELIVERED
ES001621,CMP0030,CUST000196,2023-11-17 12:00:00,[프로모션] 특별 할인 안내 #1621,DELIVERED
ES001622,CMP0019,CUST000177,2023-06-06 10:00:00,[프로모션] 특별 할인 안내 #1622,DELIVERED
ES001623,CMP0007,CUST000180,2023-08-20 13:00:00,[프로모션] 특별 할인 안내 #1623,DELIVERED
ES001624,CMP0029,CUST000192,2023-07-25 10:00:00,[프로모션] 특별 할인 안내 #1624,DELIVERED
ES001625,CMP0017,CUST000118,2023-09-01 13:00:00,[프로모션] 특별 할인 안내 #1625,DELIVERED
ES001626,CMP0019,CUST000066,2023-11-02 19:00:00,[프로모션] 특별 할인 안내 #1626,BOUNCED
ES001627,CMP0008,CUST000031,2023-11-12 14:00:00,[프로모션] 특별 할인 안내 #1627,DELIVERED
ES001628,CMP0029,CUST000013,2023-10-14 08:00:00,[프로모션] 특별 할인 안내 #1628,DELIVERED
ES001629,CMP0030,CUST000096,2023-06-05 17:00:00,[프로모션] 특별 할인 안내 #1629,DELIVERED
ES001630,CMP0002,CUST000130,2023-08-23 20:00:00,[프로모션] 특별 할인 안내 #1630,DELIVERED
ES001631,CMP0019,CUST000148,2023-08-25 18:00:00,[프로모션] 특별 할인 안내 #1631,DELIVERED
ES001632,CMP0007,CUST000145,2023-06-24 16:00:00,[프로모션] 특별 할인 안내 #1632,DELIVERED
ES001633,CMP0030,CUST000041,2023-10-10 09:00:00,[프로모션] 특별 할인 안내 #1633,DELIVERED
ES001634,CMP0029,CUST000157,2023-11-14 11:00:00,[프로모션] 특별 할인 안내 #1634,DELIVERED
ES001635,CMP0023,CUST000071,2023-09-28 15:00:00,[프로모션] 특별 할인 안내 #1635,DELIVERED
ES001636,CMP0008,CUST000167,2023-08-24 09:00:00,[프로모션] 특별 할인 안내 #1636,DELIVERED
ES001637,CMP0022,CUST000117,2023-10-14 20:00:00,[프로모션] 특별 할인 안내 #1637,DELIVERED
ES001638,CMP0023,CUST000006,2023-09-11 17:00:00,[프로모션] 특별 할인 안내 #1638,DELIVERED
ES001639,CMP0023,CUST000005,2023-06-03 11:00:00,[프로모션] 특별 할인 안내 #1639,DELIVERED
ES001640,CMP0008,CUST000067,2023-07-28 17:00:00,[프로모션] 특별 할인 안내 #1640,DELIVERED
ES001641,CMP0022,CUST000137,2023-09-26 18:00:00,[프로모션] 특별 할인 안내 #1641,DELIVERED
ES001642,CMP0022,CUST000184,2023-10-26 10:00:00,[프로모션] 특별 할인 안내 #1642,DELIVERED
ES001643,CMP0008,CUST000053,2023-08-18 10:00:00,[프로모션] 특별 할인 안내 #1643,DELIVERED
ES001644,CMP0030,CUST000155,2023-06-11 20:00:00,[프로모션] 특별 할인 안내 #1644,DELIVERED
ES001645,CMP0022,CUST000018,2023-08-23 13:00:00,[프로모션] 특별 할인 안내 #1645,BOUNCED
ES001646,CMP0017,CUST000052,2023-08-17 10:00:00,[프로모션] 특별 할인 안내 #1646,DELIVERED
ES001647,CMP0019,CUST000060,2023-07-26 20:00:00,[프로모션] 특별 할인 안내 #1647,DELIVERED
ES001648,CMP0008,CUST000113,2023-07-02 14:00:00,[프로모션] 특별 할인 안내 #1648,DELIVERED
ES001649,CMP0017,CUST000098,2023-06-13 15:00:00,[프로모션] 특별 할인 안내 #1649,DELIVERED
ES001650,CMP0017,CUST000053,2023-09-06 17:00:00,[프로모션] 특별 할인 안내 #1650,DELIVERED
ES001651,CMP0007,CUST000045,2023-10-08 17:00:00,[프로모션] 특별 할인 안내 #1651,DELIVERED
ES001652,CMP0007,CUST000042,2023-07-24 09:00:00,[프로모션] 특별 할인 안내 #1652,BOUNCED
ES001653,CMP0022,CUST000192,2023-08-21 14:00:00,[프로모션] 특별 할인 안내 #1653,DELIVERED
ES001654,CMP0007,CUST000130,2023-09-01 15:00:00,[프로모션] 특별 할인 안내 #1654,DELIVERED
ES001655,CMP0007,CUST000117,2023-06-05 08:00:00,[프로모션] 특별 할인 안내 #1655,DELIVERED
ES001656,CMP0023,CUST000103,2023-06-26 13:00:00,[프로모션] 특별 할인 안내 #1656,DELIVERED
ES001657,CMP0019,CUST000017,2023-09-20 18:00:00,[프로모션] 특별 할인 안내 #1657,DELIVERED
ES001658,CMP0007,CUST000167,2023-11-12 20:00:00,[프로모션] 특별 할인 안내 #1658,DELIVERED
ES001659,CMP0029,CUST000005,2023-08-10 19:00:00,[프로모션] 특별 할인 안내 #1659,DELIVERED
ES001660,CMP0022,CUST000012,2023-07-07 11:00:00,[프로모션] 특별 할인 안내 #1660,DELIVERED
ES001661,CMP0002,CUST000033,2023-10-11 10:00:00,[프로모션] 특별 할인 안내 #1661,DELIVERED
ES001662,CMP0029,CUST000196,2023-06-10 08:00:00,[프로모션] 특별 할인 안내 #1662,DELIVERED
ES001663,CMP0017,CUST000190,2023-11-17 12:00:00,[프로모션] 특별 할인 안내 #1663,DELIVERED
ES001664,CMP0023,CUST000041,2023-09-16 10:00:00,[프로모션] 특별 할인 안내 #1664,DELIVERED
ES001665,CMP0030,CUST000039,2023-11-19 10:00:00,[프로모션] 특별 할인 안내 #1665,DELIVERED
ES001666,CMP0007,CUST000042,2023-06-08 15:00:00,[프로모션] 특별 할인 안내 #1666,DELIVERED
ES001667,CMP0023,CUST000161,2023-09-04 12:00:00,[프로모션] 특별 할인 안내 #1667,DELIVERED
ES001668,CMP0002,CUST000007,2023-08-24 08:00:00,[프로모션] 특별 할인 안내 #1668,DELIVERED
ES001669,CMP0002,CUST000189,2023-07-07 14:00:00,[프로모션] 특별 할인 안내 #1669,DELIVERED
ES001670,CMP0023,CUST000196,2023-11-01 19:00:00,[프로모션] 특별 할인 안내 #1670,DELIVERED
ES001671,CMP0008,CUST000026,2023-06-04 13:00:00,[프로모션] 특별 할인 안내 #1671,DELIVERED
ES001672,CMP0007,CUST000108,2023-06-17 09:00:00,[프로모션] 특별 할인 안내 #1672,BOUNCED
ES001673,CMP0029,CUST000107,2023-10-16 15:00:00,[프로모션] 특별 할인 안내 #1673,DELIVERED
ES001674,CMP0002,CUST000080,2023-09-30 15:00:00,[프로모션] 특별 할인 안내 #1674,DELIVERED
ES001675,CMP0019,CUST000033,2023-08-22 18:00:00,[프로모션] 특별 할인 안내 #1675,DELIVERED
ES001676,CMP0007,CUST000123,2023-10-05 19:00:00,[프로모션] 특별 할인 안내 #1676,DELIVERED
ES001677,CMP0017,CUST000033,2023-07-27 16:00:00,[프로모션] 특별 할인 안내 #1677,DELIVERED
ES001678,CMP0008,CUST000058,2023-11-16 09:00:00,[프로모션] 특별 할인 안내 #1678,DELIVERED
ES001679,CMP0023,CUST000073,2023-11-05 09:00:00,[프로모션] 특별 할인 안내 #1679,DELIVERED
ES001680,CMP0019,CUST000048,2023-11-16 12:00:00,[프로모션] 특별 할인 안내 #1680,DELIVERED
ES001681,CMP0029,CUST000172,2023-10-30 16:00:00,[프로모션] 특별 할인 안내 #1681,DELIVERED
ES001682,CMP0019,CUST000195,2023-07-04 13:00:00,[프로모션] 특별 할인 안내 #1682,DELIVERED
ES001683,CMP0008,CUST000149,2023-06-09 19:00:00,[프로모션] 특별 할인 안내 #1683,DELIVERED
ES001684,CMP0023,CUST000162,2023-06-13 20:00:00,[프로모션] 특별 할인 안내 #1684,DELIVERED
ES001685,CMP0008,CUST000004,2023-07-07 18:00:00,[프로모션] 특별 할인 안내 #1685,DELIVERED
ES001686,CMP0017,CUST000042,2023-09-10 13:00:00,[프로모션] 특별 할인 안내 #1686,DELIVERED
ES001687,CMP0029,CUST000124,2023-08-28 11:00:00,[프로모션] 특별 할인 안내 #1687,DELIVERED
ES001688,CMP0023,CUST000116,2023-07-25 15:00:00,[프로모션] 특별 할인 안내 #1688,DELIVERED
ES001689,CMP0030,CUST000113,2023-07-01 19:00:00,[프로모션] 특별 할인 안내 #1689,DELIVERED
ES001690,CMP0030,CUST000087,2023-08-26 10:00:00,[프로모션] 특별 할인 안내 #1690,DELIVERED
ES001691,CMP0029,CUST000198,2023-10-19 15:00:00,[프로모션] 특별 할인 안내 #1691,DELIVERED
ES001692,CMP0022,CUST000196,2023-10-11 12:00:00,[프로모션] 특별 할인 안내 #1692,DELIVERED
ES001693,CMP0022,CUST000110,2023-11-12 08:00:00,[프로모션] 특별 할인 안내 #1693,BOUNCED
ES001694,CMP0008,CUST000025,2023-07-29 15:00:00,[프로모션] 특별 할인 안내 #1694,DELIVERED
ES001695,CMP0007,CUST000141,2023-08-15 10:00:00,[프로모션] 특별 할인 안내 #1695,DELIVERED
ES001696,CMP0019,CUST000116,2023-09-20 16:00:00,[프로모션] 특별 할인 안내 #1696,FAILED
ES001697,CMP0007,CUST000130,2023-07-17 14:00:00,[프로모션] 특별 할인 안내 #1697,DELIVERED
ES001698,CMP0030,CUST000050,2023-07-07 18:00:00,[프로모션] 특별 할인 안내 #1698,DELIVERED
ES001699,CMP0002,CUST000051,2023-08-30 16:00:00,[프로모션] 특별 할인 안내 #1699,DELIVERED
ES001700,CMP0008,CUST000145,2023-10-14 16:00:00,[프로모션] 특별 할인 안내 #1700,DELIVERED
ES001701,CMP0030,CUST000093,2023-10-17 11:00:00,[프로모션] 특별 할인 안내 #1701,DELIVERED
ES001702,CMP0030,CUST000043,2023-09-04 10:00:00,[프로모션] 특별 할인 안내 #1702,DELIVERED
ES001703,CMP0008,CUST000163,2023-11-10 17:00:00,[프로모션] 특별 할인 안내 #1703,DELIVERED
ES001704,CMP0008,CUST000139,2023-11-04 14:00:00,[프로모션] 특별 할인 안내 #1704,DELIVERED
ES001705,CMP0019,CUST000013,2023-09-11 12:00:00,[프로모션] 특별 할인 안내 #1705,DELIVERED
ES001706,CMP0030,CUST000108,2023-09-30 15:00:00,[프로모션] 특별 할인 안내 #1706,DELIVERED
ES001707,CMP0019,CUST000001,2023-06-20 12:00:00,[프로모션] 특별 할인 안내 #1707,DELIVERED
ES001708,CMP0019,CUST000054,2023-11-04 17:00:00,[프로모션] 특별 할인 안내 #1708,BOUNCED
ES001709,CMP0002,CUST000194,2023-09-14 10:00:00,[프로모션] 특별 할인 안내 #1709,DELIVERED
ES001710,CMP0008,CUST000196,2023-08-02 14:00:00,[프로모션] 특별 할인 안내 #1710,DELIVERED
ES001711,CMP0023,CUST000101,2023-10-30 11:00:00,[프로모션] 특별 할인 안내 #1711,DELIVERED
ES001712,CMP0022,CUST000019,2023-07-28 12:00:00,[프로모션] 특별 할인 안내 #1712,DELIVERED
ES001713,CMP0023,CUST000032,2023-10-28 18:00:00,[프로모션] 특별 할인 안내 #1713,DELIVERED
ES001714,CMP0029,CUST000037,2023-11-20 12:00:00,[프로모션] 특별 할인 안내 #1714,DELIVERED
ES001715,CMP0002,CUST000164,2023-07-01 16:00:00,[프로모션] 특별 할인 안내 #1715,DELIVERED
ES001716,CMP0007,CUST000198,2023-11-08 17:00:00,[프로모션] 특별 할인 안내 #1716,DELIVERED
ES001717,CMP0029,CUST000077,2023-07-02 16:00:00,[프로모션] 특별 할인 안내 #1717,DELIVERED
ES001718,CMP0029,CUST000040,2023-06-19 20:00:00,[프로모션] 특별 할인 안내 #1718,DELIVERED
ES001719,CMP0022,CUST000070,2023-06-11 14:00:00,[프로모션] 특별 할인 안내 #1719,DELIVERED
ES001720,CMP0019,CUST000029,2023-11-08 15:00:00,[프로모션] 특별 할인 안내 #1720,DELIVERED
ES001721,CMP0008,CUST000182,2023-11-25 20:00:00,[프로모션] 특별 할인 안내 #1721,DELIVERED
ES001722,CMP0019,CUST000058,2023-10-12 09:00:00,[프로모션] 특별 할인 안내 #1722,DELIVERED
ES001723,CMP0022,CUST000062,2023-11-18 15:00:00,[프로모션] 특별 할인 안내 #1723,DELIVERED
ES001724,CMP0023,CUST000108,2023-06-15 18:00:00,[프로모션] 특별 할인 안내 #1724,DELIVERED
ES001725,CMP0019,CUST000186,2023-08-10 12:00:00,[프로모션] 특별 할인 안내 #1725,DELIVERED
ES001726,CMP0022,CUST000108,2023-11-18 12:00:00,[프로모션] 특별 할인 안내 #1726,FAILED
ES001727,CMP0007,CUST000004,2023-06-26 19:00:00,[프로모션] 특별 할인 안내 #1727,DELIVERED
ES001728,CMP0017,CUST000150,2023-10-05 11:00:00,[프로모션] 특별 할인 안내 #1728,DELIVERED
ES001729,CMP0019,CUST000027,2023-10-03 16:00:00,[프로모션] 특별 할인 안내 #1729,DELIVERED
ES001730,CMP0023,CUST000156,2023-10-11 18:00:00,[프로모션] 특별 할인 안내 #1730,DELIVERED
ES001731,CMP0007,CUST000152,2023-11-12 09:00:00,[프로모션] 특별 할인 안내 #1731,DELIVERED
ES001732,CMP0007,CUST000196,2023-08-01 13:00:00,[프로모션] 특별 할인 안내 #1732,DELIVERED
ES001733,CMP0023,CUST000101,2023-06-11 13:00:00,[프로모션] 특별 할인 안내 #1733,DELIVERED
ES001734,CMP0029,CUST000118,2023-10-25 16:00:00,[프로모션] 특별 할인 안내 #1734,DELIVERED
ES001735,CMP0023,CUST000161,2023-09-19 18:00:00,[프로모션] 특별 할인 안내 #1735,DELIVERED
ES001736,CMP0017,CUST000146,2023-07-17 08:00:00,[프로모션] 특별 할인 안내 #1736,DELIVERED
ES001737,CMP0022,CUST000026,2023-08-14 14:00:00,[프로모션] 특별 할인 안내 #1737,DELIVERED
ES001738,CMP0029,CUST000065,2023-08-31 18:00:00,[프로모션] 특별 할인 안내 #1738,DELIVERED
ES001739,CMP0017,CUST000071,2023-09-23 20:00:00,[프로모션] 특별 할인 안내 #1739,DELIVERED
ES001740,CMP0029,CUST000179,2023-11-10 12:00:00,[프로모션] 특별 할인 안내 #1740,DELIVERED
ES001741,CMP0008,CUST000054,2023-10-21 20:00:00,[프로모션] 특별 할인 안내 #1741,DELIVERED
ES001742,CMP0022,CUST000190,2023-09-11 20:00:00,[프로모션] 특별 할인 안내 #1742,DELIVERED
ES001743,CMP0008,CUST000128,2023-06-23 13:00:00,[프로모션] 특별 할인 안내 #1743,DELIVERED
ES001744,CMP0030,CUST000190,2023-07-29 13:00:00,[프로모션] 특별 할인 안내 #1744,DELIVERED
ES001745,CMP0007,CUST000185,2023-06-24 18:00:00,[프로모션] 특별 할인 안내 #1745,DELIVERED
ES001746,CMP0029,CUST000164,2023-07-18 20:00:00,[프로모션] 특별 할인 안내 #1746,DELIVERED
ES001747,CMP0019,CUST000182,2023-10-03 13:00:00,[프로모션] 특별 할인 안내 #1747,DELIVERED
ES001748,CMP0029,CUST000093,2023-07-11 10:00:00,[프로모션] 특별 할인 안내 #1748,DELIVERED
ES001749,CMP0007,CUST000049,2023-10-27 12:00:00,[프로모션] 특별 할인 안내 #1749,DELIVERED
ES001750,CMP0030,CUST000076,2023-10-22 16:00:00,[프로모션] 특별 할인 안내 #1750,DELIVERED
ES001751,CMP0007,CUST000051,2023-06-24 09:00:00,[프로모션] 특별 할인 안내 #1751,DELIVERED
ES001752,CMP0023,CUST000068,2023-07-08 19:00:00,[프로모션] 특별 할인 안내 #1752,DELIVERED
ES001753,CMP0022,CUST000102,2023-07-05 14:00:00,[프로모션] 특별 할인 안내 #1753,DELIVERED
ES001754,CMP0019,CUST000158,2023-10-24 09:00:00,[프로모션] 특별 할인 안내 #1754,DELIVERED
ES001755,CMP0017,CUST000114,2023-06-11 11:00:00,[프로모션] 특별 할인 안내 #1755,DELIVERED
ES001756,CMP0019,CUST000007,2023-10-05 11:00:00,[프로모션] 특별 할인 안내 #1756,DELIVERED
