session_id,user_id,start_time,duration_sec,page_views,utm_source,utm_medium,utm_campaign,device,converted
SESS00000959,,2023-07-07 09:03:00,396,12,referral,organic,cmp_30,mobile,0
SESS00000960,,2023-08-12 09:00:00,1518,6,email,organic,,desktop,0
SESS00000961,CUST000006,2023-10-26 08:05:00,370,3,email,cpc,cmp_27,tablet,0
SESS00000962,CUST000082,2023-10-28 18:03:00,1458,1,naver,email,,desktop,0
SESS00000963,,2023-11-15 07:57:00,325,11,naver,email,cmp_18,tablet,0
SESS00000964,,2023-06-30 06:51:00,629,8,naver,referral,,desktop,0
SESS00000965,CUST000197,2023-11-23 19:27:00,1427,6,direct,email,,mobile,0
SESS00000966,CUST000033,2023-06-30 03:09:00,63,6,email,cpc,,tablet,0
SESS00000967,CUST000058,2023-06-11 02:18:00,1222,10,email,cpc,cmp_17,tablet,0
SESS00000968,CUST000136,2023-06-18 18:24:00,1397,14,naver,social,cmp_4,tablet,0
SESS00000969,CUST000152,2023-06-10 16:09:00,153,7,facebook,social,cmp_18,tablet,0
SESS00000970,CUST000114,2023-07-09 07:48:00,892,13,direct,cpc,,tablet,0
SESS00000971,,2023-10-02 02:00:00,1767,7,referral,referral,,mobile,0
SESS00000972,,2023-10-01 09:02:00,667,1,google,organic,,mobile,1
SESS00000973,,2023-08-03 08:51:00,549,19,naver,email,cmp_16,mobile,0
SESS00000974,CUST000198,2023-09-09 11:03:00,1702,16,direct,social,,mobile,0
SESS00000975,,2023-09-26 04:14:00,164,13,referral,organic,cmp_1,mobile,0
SESS00000976,,2023-10-07 23:04:00,200,2,naver,(none),,mobile,0
SESS00000977,,2023-10-25 19:24:00,1770,7,google,email,cmp_15,mobile,1
SESS00000978,CUST000072,2023-09-12 19:55:00,1724,13,direct,(none),,tablet,0
SESS00000979,,2023-07-26 22:29:00,131,1,direct,cpc,,desktop,0
SESS00000980,CUST000007,2023-10-27 15:55:00,144,9,referral,cpc,,mobile,0
SESS00000981,CUST000056,2023-06-08 12:21:00,1104,16,naver,social,,tablet,0
SESS00000982,CUST000160,2023-11-14 05:15:00,968,11,email,(none),cmp_19,desktop,0
SESS00000983,CUST000084,2023-10-17 22:09:00,1414,12,email,social,,desktop,0
SESS00000984,,2023-07-25 19:49:00,244,19,direct,cpc,,desktop,0
SESS00000985,CUST000193,2023-07-31 13:31:00,1121,18,facebook,referral,,mobile,0
SESS00000986,CUST000163,2023-07-20 04:15:00,1099,1,google,social,,desktop,0
SESS00000987,CUST000080,2023-09-14 13:57:00,1647,9,email,email,,tablet,0
SESS00000988,CUST000126,2023-06-23 04:02:00,829,8,google,email,cmp_29,mobile,0
SESS00000989,CUST000010,2023-07-02 08:22:00,1061,10,google,referral,cmp_24,desktop,0
SESS00000990,CUST000113,2023-07-16 17:07:00,1457,10,referral,organic,,mobile,0
SESS00000991,CUST000031,2023-06-27 09:24:00,73,7,direct,cpc,cmp_20,mobile,0
SESS00000992,,2023-08-25 10:21:00,1462,9,direct,social,,mobile,0
SESS00000993,CUST000064,2023-09-06 16:48:00,533,8,direct,email,cmp_9,mobile,0
SESS00000994,,2023-11-21 08:40:00,1414,11,naver,social,,desktop,0
SESS00000995,,2023-06-08 00:14:00,24,3,google,referral,,tablet,0
SESS00000996,CUST000199,2023-07-09 07:33:00,780,19,direct,social,,tablet,0
SESS00000997,,2023-09-22 23:55:00,1654,7,direct,referral,cmp_12,tablet,0
SESS00000998,CUST000149,2023-08-23 21:40:00,933,1,email,organic,cmp_25,tablet,0
SESS00000999,CUST000175,2023-09-01 01:34:00,242,3,facebook,email,,desktop,0
SESS00001000,,2023-06-05 07:17:00,1681,17,referral,social,,mobile,0
SESS00001001,,2023-09-27 01:00:00,1425,14,facebook,email,,desktop,0
SESS00001002,CUST000182,2023-07-02 09:51:00,381,20,naver,social,cmp_24,desktop,0
SESS00001003,CUST000036,2023-06-22 23:48:00,1436,16,referral,(none),,desktop,0
SESS00001004,CUST000129,2023-06-02 00:07:00,859,3,referral,email,cmp_10,desktop,0
SESS00001005,,2023-11-26 10:37:00,387,8,naver,(none),cmp_14,tablet,0
SESS00001006,CUST000042,2023-09-17 08:58:00,1509,17,email,email,,tablet,0
SESS00001007,,2023-06-14 02:28:00,36,15,email,cpc,cmp_23,tablet,0
SESS00001008,CUST000115,2023-09-12 02:47:00,1522,8,google,social,,tablet,0
SESS00001009,CUST000179,2023-08-13 05:40:00,1455,8,naver,(none),cmp_5,tablet,0
SESS00001010,CUST000044,2023-11-20 17:51:00,976,12,direct,(none),,tablet,0
SESS00001011,CUST000036,2023-09-15 10:24:00,570,15,referral,email,cmp_3,desktop,0
SESS00001012,CUST000187,2023-06-17 16:55:00,969,2,referral,referral,,desktop,0
SESS00001013,,2023-06-01 15:46:00,1191,4,google,email,cmp_10,desktop,0
SESS00001014,CUST000167,2023-06-21 03:37:00,1763,17,facebook,cpc,,desktop,0
SESS00001015,CUST000188,2023-08-17 15:13:00,1508,17,email,(none),,tablet,0
SESS00001016,CUST000185,2023-11-19 15:18:00,1155,16,direct,cpc,cmp_18,tablet,0
SESS00001017,CUST000088,2023-08-02 05:21:00,204,6,google,(none),,tablet,0
SESS00001018,CUST000042,2023-07-13 12:30:00,1180,19,google,referral,,desktop,0
SESS00001019,CUST000139,2023-09-19 11:58:00,1482,7,email,organic,,tablet,0
SESS00001020,CUST000105,2023-08-18 12:48:00,1700,17,facebook,cpc,,mobile,0
SESS00001021,CUST000191,2023-09-29 00:53:00,1560,19,google,email,cmp_8,desktop,0
SESS00001022,CUST000162,2023-10-10 23:26:00,1471,14,email,organic,cmp_16,tablet,1
SESS00001023,,2023-10-10 07:17:00,1043,9,email,organic,,tablet,0
SESS00001024,,2023-10-17 14:55:00,848,6,email,email,cmp_28,desktop,0
SESS00001025,CUST000069,2023-08-27 12:20:00,914,5,direct,email,cmp_22,desktop,0
SESS00001026,CUST000042,2023-10-07 03:28:00,1210,9,direct,email,,mobile,0
SESS00001027,,2023-07-20 09:21:00,1576,5,facebook,cpc,cmp_6,desktop,0
SESS00001028,,2023-06-15 06:08:00,1740,13,referral,social,cmp_30,desktop,0
SESS00001029,CUST000003,2023-11-04 22:48:00,77,15,naver,cpc,,mobile,0
SESS00001030,CUST000088,2023-07-08 20:09:00,566,15,direct,(none),,mobile,0
SESS00001031,,2023-07-22 15:48:00,1306,19,email,cpc,cmp_26,desktop,0
SESS00001032,,2023-09-11 23:59:00,1580,14,email,organic,cmp_16,desktop,0
SESS00001033,,2023-07-04 04:34:00,736,13,facebook,referral,cmp_5,mobile,0
SESS00001034,CUST000087,2023-10-27 06:06:00,82,8,facebook,(none),,tablet,0
SESS00001035,,2023-06-02 17:44:00,1206,10,facebook,(none),cmp_30,mobile,0
SESS00001036,CUST000069,2023-07-21 06:14:00,1569,7,referral,cpc,,tablet,0
SESS00001037,CUST000137,2023-08-11 11:25:00,1309,3,facebook,social,,tablet,0
SESS00001038,CUST000119,2023-07-27 14:06:00,1223,17,referral,(none),,tablet,0
SESS00001039,CUST000108,2023-10-25 21:24:00,1116,1,referral,(none),cmp_12,tablet,0
SESS00001040,CUST000177,2023-07-07 03:23:00,1012,18,facebook,email,,mobile,0
SESS00001041,CUST000053,2023-07-08 20:52:00,932,7,referral,referral,,tablet,0
SESS00001042,CUST000186,2023-07-04 16:35:00,447,19,google,organic,,tablet,0
SESS00001043,CUST000174,2023-11-20 16:55:00,455,7,google,(none),cmp_8,mobile,0
SESS00001044,CUST000194,2023-10-27 21:26:00,717,12,google,(none),,mobile,0
SESS00001045,CUST000112,2023-09-20 23:41:00,1083,13,referral,(none),,desktop,0
SESS00001046,CUST000077,2023-10-05 13:30:00,201,10,email,referral,,desktop,0
SESS00001047,CUST000092,2023-11-05 02:56:00,1506,1,facebook,referral,cmp_10,mobile,0
SESS00001048,CUST000040,2023-06-27 10:22:00,1169,13,facebook,(none),,mobile,0
SESS00001049,,2023-07-29 19:38:00,536,20,naver,referral,cmp_7,tablet,0
SESS00001050,CUST000191,2023-08-13 13:23:00,901,12,facebook,cpc,,tablet,0
SESS00001051,CUST000039,2023-06-24 00:42:00,309,15,facebook,email,,mobile,0
SESS00001052,,2023-08-29 23:24:00,1355,15,facebook,(none),,mobile,0
SESS00001053,,2023-08-12 16:28:00,558,19,facebook,referral,,desktop,0
SESS00001054,CUST000025,2023-10-27 03:02:00,1245,1,naver,referral,,desktop,0
SESS00001055,,2023-09-22 06:54:00,1537,5,direct,social,cmp_25,desktop,0
SESS00001056,CUST000147,2023-11-08 22:12:00,1370,16,email,social,,tablet,0
SESS00001057,CUST000111,2023-06-15 19:42:00,57,20,facebook,email,cmp_14,desktop,0
SESS00001058,,2023-11-16 21:23:00,1317,18,google,cpc,cmp_25,desktop,0
SESS00001059,,2023-09-16 13:36:00,1720,10,naver,email,,tablet,0
SESS00001060,CUST000113,2023-10-19 01:47:00,1588,11,facebook,referral,,mobile,0
SESS00001061,CUST000089,2023-06-23 17:12:00,916,18,naver,(none),,mobile,0
SESS00001062,,2023-10-17 16:15:00,921,9,facebook,social,cmp_20,desktop,0
SESS00001063,CUST000129,2023-06-11 12:10:00,1539,11,google,organic,cmp_17,tablet,0
SESS00001064,,2023-09-08 08:25:00,1652,20,referral,organic,cmp_8,desktop,0
SESS00001065,CUST000065,2023-10-14 12:38:00,685,6,google,organic,,tablet,0
SESS00001066,CUST000061,2023-10-08 14:04:00,20,17,email,cpc,cmp_28,desktop,0
SESS00001067,CUST000110,2023-06-01 09:37:00,1653,2,facebook,email,,desktop,0
SESS00001068,CUST000150,2023-07-02 21:47:00,177,14,google,organic,cmp_26,desktop,1
SESS00001069,,2023-10-26 21:25:00,1441,11,naver,referral,,tablet,0
SESS00001070,,2023-06-18 20:36:00,1318,2,google,social,cmp_17,tablet,0
SESS00001071,CUST000034,2023-10-18 13:45:00,1474,13,google,cpc,,tablet,0
SESS00001072,,2023-06-07 05:37:00,703,16,facebook,referral,cmp_29,mobile,0
SESS00001073,,2023-08-30 14:06:00,1119,3,naver,referral,cmp_24,tablet,0
SESS00001074,CUST000156,2023-10-24 18:07:00,398,13,referral,(none),cmp_29,desktop,0
SESS00001075,CUST000172,2023-10-30 07:53:00,1190,14,email,email,cmp_14,tablet,0
SESS00001076,CUST000138,2023-06-03 20:19:00,1259,5,email,organic,,tablet,0
SESS00001077,,2023-09-02 00:31:00,1447,4,email,email,cmp_19,mobile,0
SESS00001078,CUST000196,2023-07-20 08:36:00,732,6,facebook,cpc,,desktop,1
SESS00001079,CUST000055,2023-10-01 21:04:00,974,16,naver,referral,,desktop,0
SESS00001080,CUST000139,2023-06-02 12:25:00,227,3,referral,organic,,tablet,0
SESS00001081,CUST000059,2023-06-16 12:37:00,1710,12,google,email,cmp_22,mobile,0
SESS00001082,CUST000111,2023-06-13 20:04:00,1120,3,google,(none),,tablet,0
SESS00001083,,2023-11-21 19:54:00,1256,8,facebook,cpc,cmp_12,tablet,0
SESS00001084,CUST000127,2023-10-27 23:58:00,287,2,direct,organic,cmp_26,desktop,0
SESS00001085,CUST000111,2023-10-21 21:44:00,1044,20,google,cpc,,tablet,0
SESS00001086,CUST000196,2023-09-12 17:03:00,600,12,google,social,cmp_3,mobile,0
SESS00001087,,2023-09-17 00:33:00,260,13,naver,cpc,,tablet,0
SESS00001088,CUST000192,2023-09-13 01:56:00,1118,3,referral,referral,,mobile,0
SESS00001089,,2023-10-20 07:17:00,880,19,naver,social,cmp_29,desktop,1
SESS00001090,CUST000152,2023-11-22 23:21:00,1707,17,google,email,,tablet,0
SESS00001091,CUST000102,2023-09-19 19:35:00,461,20,referral,referral,,desktop,0
SESS00001092,CUST000067,2023-07-07 19:17:00,170,10,facebook,(none),,mobile,0
SESS00001093,CUST000167,2023-09-22 13:11:00,657,7,referral,(none),,desktop,0
SESS00001094,CUST000022,2023-11-01 11:12:00,101,4,direct,social,,tablet,0
SESS00001095,CUST000121,2023-08-15 21:45:00,778,17,naver,referral,,mobile,0
SESS00001096,,2023-09-08 04:38:00,1661,15,direct,cpc,cmp_13,desktop,0
SESS00001097,,2023-09-11 13:00:00,1582,7,naver,referral,,desktop,0
SESS00001098,CUST000141,2023-10-31 20:50:00,1392,14,direct,(none),cmp_13,desktop,0
SESS00001099,,2023-10-04 21:18:00,101,6,google,social,,desktop,0
SESS00001100,CUST000184,2023-07-08 10:09:00,570,6,facebook,social,cmp_27,tablet,0
SESS00001101,CUST000134,2023-08-22 23:53:00,1080,20,naver,referral,cmp_3,desktop,0
SESS00001102,CUST000015,2023-08-26 04:00:00,1291,12,referral,organic,cmp_25,mobile,0
SESS00001103,CUST000070,2023-09-04 13:01:00,684,20,email,organic,cmp_5,mobile,0
SESS00001104,,2023-07-02 00:38:00,184,5,email,social,,tablet,0
SESS00001105,CUST000071,2023-11-26 20:51:00,163,9,google,referral,,desktop,0
SESS00001106,CUST000051,2023-11-22 20:29:00,1719,16,email,referral,cmp_28,desktop,1
SESS00001107,CUST000030,2023-09-18 16:09:00,477,3,facebook,email,,tablet,0
SESS00001108,,2023-10-11 02:32:00,233,1,google,(none),,mobile,0
SESS00001109,CUST000105,2023-08-28 14:33:00,1591,20,direct,organic,,desktop,0
SESS00001110,CUST000073,2023-08-28 04:26:00,446,10,email,referral,,mobile,0
SESS00001111,,2023-10-05 20:09:00,654,10,naver,(none),cmp_21,desktop,0
SESS00001112,CUST000120,2023-10-13 21:35:00,1560,6,email,cpc,cmp_8,desktop,0
SESS00001113,CUST000189,2023-10-13 05:32:00,976,6,google,social,,desktop,0
SESS00001114,,2023-06-12 17:08:00,1116,18,direct,social,cmp_23,tablet,0
SESS00001115,,2023-07-04 01:40:00,977,11,facebook,cpc,,mobile,0
SESS00001116,CUST000093,2023-11-02 06:06:00,770,5,direct,organic,cmp_21,mobile,0
SESS00001117,CUST000022,2023-08-05 08:14:00,17,4,google,email,cmp_30,desktop,0
SESS00001118,CUST000153,2023-09-06 09:22:00,1459,15,naver,social,,mobile,0
SESS00001119,,2023-10-01 03:51:00,260,12,facebook,organic,,desktop,0
SESS00001120,,2023-07-13 19:27:00,1734,20,direct,cpc,cmp_25,mobile,0
SESS00001121,,2023-08-17 07:18:00,627,20,email,email,cmp_23,tablet,0
SESS00001122,,2023-09-14 20:04:00,1512,17,email,referral,cmp_30,desktop,0
SESS00001123,CUST000182,2023-07-04 03:23:00,1182,19,facebook,email,,mobile,0
SESS00001124,,2023-07-27 16:08:00,1015,10,email,cpc,,mobile,0
SESS00001125,CUST000048,2023-07-29 19:20:00,550,18,google,email,cmp_15,mobile,0
SESS00001126,,2023-10-13 06:51:00,821,18,direct,social,,tablet,0
SESS00001127,CUST000118,2023-06-05 07:25:00,798,14,naver,email,cmp_22,desktop,0
SESS00001128,,2023-07-12 17:54:00,326,4,facebook,(none),,mobile,0
SESS00001129,,2023-07-25 16:26:00,1781,18,facebook,email,,desktop,0
SESS00001130,CUST000067,2023-07-26 19:13:00,414,1,naver,(none),,tablet,0
SESS00001131,,2023-10-24 05:42:00,1567,2,direct,email,,desktop,1
SESS00001132,CUST000091,2023-07-30 03:11:00,424,9,referral,social,cmp_11,tablet,0
SESS00001133,CUST000144,2023-06-24 03:33:00,1357,10,direct,social,cmp_9,mobile,0
SESS00001134,,2023-07-31 14:35:00,1407,3,direct,(none),cmp_18,tablet,0
SESS00001135,CUST000097,2023-08-04 20:33:00,204,3,referral,email,,tablet,0
SESS00001136,CUST000142,2023-11-08 22:23:00,1182,9,facebook,cpc,,desktop,0
SESS00001137,CUST000027,2023-07-24 13:12:00,1421,13,naver,referral,,desktop,0
SESS00001138,CUST000127,2023-09-30 15:23:00,1173,7,naver,referral,,mobile,0
SESS00001139,CUST000125,2023-08-05 19:04:00,1207,12,facebook,referral,cmp_18,tablet,0
SESS00001140,CUST000111,2023-10-04 04:12:00,420,20,email,cpc,,desktop,0
SESS00001141,CUST000008,2023-06-09 03:04:00,177,8,email,cpc,cmp_17,mobile,0
SESS00001142,CUST000051,2023-09-14 08:31:00,1276,6,google,social,,tablet,1
SESS00001143,CUST000186,2023-10-13 12:06:00,1648,13,naver,email,,mobile,0
SESS00001144,CUST000169,2023-11-02 18:05:00,711,16,facebook,referral,,mobile,0
SESS00001145,CUST000147,2023-09-06 14:42:00,483,13,direct,organic,,tablet,0
SESS00001146,CUST000047,2023-07-20 14:11:00,895,10,facebook,(none),cmp_12,tablet,0
SESS00001147,CUST000113,2023-07-11 08:58:00,753,20,direct,cpc,,tablet,0
SESS00001148,,2023-09-22 19:12:00,331,16,direct,cpc,cmp_22,desktop,0
SESS00001149,CUST000120,2023-11-21 15:13:00,1290,6,referral,email,cmp_19,desktop,0
SESS00001150,CUST000142,2023-11-24 17:55:00,1322,18,direct,cpc,cmp_25,tablet,0
SESS00001151,CUST000052,2023-08-28 16:24:00,990,19,naver,organic,,mobile,0
SESS00001152,CUST000070,2023-10-06 01:10:00,793,7,facebook,email,cmp_16,tablet,0
SESS00001153,,2023-08-29 19:25:00,1665,9,referral,social,,tablet,0
SESS00001154,CUST000067,2023-10-28 20:16:00,916,3,naver,social,,tablet,0
SESS00001155,,2023-08-04 10:41:00,83,5,naver,cpc,,mobile,0
SESS00001156,CUST000166,2023-06-02 17:46:00,568,17,email,email,cmp_8,tablet,0
SESS00001157,CUST000007,2023-07-31 14:51:00,1678,12,naver,referral,,mobile,0
SESS00001158,CUST000002,2023-09-04 07:34:00,452,7,referral,referral,cmp_13,tablet,0
SESS00001159,,2023-07-01 07:26:00,1240,13,naver,(none),,tablet,0
SESS00001160,,2023-06-08 15:14:00,949,7,google,social,cmp_1,tablet,0
SESS00001161,CUST000181,2023-08-05 00:20:00,221,2,referral,organic,,tablet,0
SESS00001162,CUST000162,2023-10-27 13:13:00,423,10,direct,email,cmp_14,desktop,0
SESS00001163,,2023-09-09 13:47:00,86,8,facebook,organic,,mobile,0
SESS00001164,CUST000122,2023-08-07 03:21:00,1227,5,google,(none),,tablet,0
SESS00001165,,2023-06-14 02:01:00,376,16,direct,cpc,,tablet,0
SESS00001166,,2023-08-23 03:25:00,622,17,naver,referral,,desktop,0
SESS00001167,CUST000133,2023-07-21 07:55:00,1719,1,direct,cpc,cmp_7,desktop,0
SESS00001168,CUST000070,2023-11-28 15:33:00,1218,7,naver,cpc,,desktop,0
SESS00001169,,2023-11-23 05:26:00,74,6,direct,cpc,,tablet,0
SESS00001170,CUST000121,2023-06-16 15:05:00,1313,18,referral,cpc,,tablet,0
SESS00001171,,2023-09-11 03:55:00,457,19,google,organic,cmp_15,desktop,0
SESS00001172,CUST000134,2023-08-16 21:06:00,1443,7,facebook,email,,tablet,0
SESS00001173,CUST000178,2023-10-08 00:31:00,1195,3,google,(none),,desktop,0
SESS00001174,CUST000008,2023-09-18 08:02:00,1025,2,direct,referral,cmp_18,tablet,0
SESS00001175,CUST000188,2023-08-08 16:12:00,1659,1,facebook,social,,desktop,0
SESS00001176,CUST000085,2023-11-16 09:44:00,1399,1,naver,social,,desktop,0
SESS00001177,CUST000003,2023-07-19 03:55:00,935,18,email,organic,,desktop,0
SESS00001178,CUST000190,2023-06-22 13:31:00,1534,17,naver,(none),,desktop,0
SESS00001179,,2023-06-11 17:35:00,1359,19,naver,(none),,mobile,0
SESS00001180,CUST000161,2023-06-09 14:40:00,771,14,google,(none),,mobile,0
SESS00001181,CUST000014,2023-07-02 23:23:00,335,7,referral,cpc,,tablet,0
SESS00001182,CUST000103,2023-09-06 06:14:00,53,20,facebook,organic,cmp_13,desktop,0
SESS00001183,CUST000063,2023-06-08 14:38:00,1326,19,google,social,cmp_26,mobile,0
SESS00001184,CUST000054,2023-07-12 00:07:00,308,20,naver,organic,cmp_30,desktop,1
SESS00001185,CUST000052,2023-06-21 21:34:00,296,2,referral,email,,mobile,0
SESS00001186,CUST000136,2023-07-02 22:02:00,1170,8,google,social,cmp_10,tablet,0
SESS00001187,,2023-08-31 14:48:00,1698,16,email,email,,tablet,0
SESS00001188,,2023-07-09 08:53:00,1477,11,referral,(none),cmp_17,mobile,0
SESS00001189,CUST000041,2023-10-03 04:55:00,1399,7,email,organic,,desktop,0
SESS00001190,CUST000026,2023-10-08 10:11:00,1793,12,naver,(none),,desktop,0
SESS00001191,,2023-11-17 23:05:00,699,11,email,cpc,cmp_30,tablet,0
SESS00001192,CUST000187,2023-11-06 10:54:00,631,9,referral,referral,,mobile,0
SESS00001193,CUST000182,2023-08-15 16:35:00,586,19,referral,cpc,,desktop,0
SESS00001194,CUST000035,2023-11-15 08:18:00,843,10,google,organic,,mobile,0
SESS00001195,,2023-10-31 11:22:00,1615,12,email,(none),,mobile,0
SESS00001196,CUST000131,2023-06-20 01:32:00,1559,5,referral,organic,,desktop,0
SESS00001197,,2023-09-24 20:31:00,1019,9,naver,referral,,desktop,0
SESS00001198,,2023-07-03 06:32:00,926,5,naver,(none),,mobile,0
SESS00001199,CUST000010,2023-06-05 15:03:00,1465,10,naver,social,,desktop,0
SESS00001200,CUST000177,2023-09-15 14:57:00,553,4,direct,email,cmp_22,tablet,0
SESS00001201,CUST000126,2023-07-01 04:21:00,755,19,facebook,social,,mobile,0
SESS00001202,CUST000068,2023-11-07 23:50:00,52,13,naver,cpc,,mobile,0
SESS00001203,CUST000102,2023-09-01 06:51:00,138,10,naver,cpc,,mobile,0
SESS00001204,CUST000164,2023-06-13 01:21:00,589,12,naver,referral,cmp_10,desktop,0
SESS00001205,,2023-09-02 13:51:00,393,4,direct,referral,,tablet,0
SESS00001206,CUST000169,2023-10-02 22:55:00,1575,14,direct,referral,cmp_27,tablet,0
SESS00001207,CUST000191,2023-10-27 02:01:00,1039,14,referral,cpc,cmp_3,desktop,0
SESS00001208,,2023-11-22 15:35:00,667,6,google,(none),,desktop,0
SESS00001209,CUST000143,2023-09-07 01:49:00,1271,8,google,(none),,mobile,0
SESS00001210,,2023-10-11 16:34:00,727,1,google,cpc,cmp_26,tablet,0
SESS00001211,CUST000028,2023-09-03 06:11:00,99,6,direct,social,cmp_20,tablet,0
SESS00001212,CUST000061,2023-07-26 18:27:00,507,16,email,cpc,cmp_1,tablet,0
SESS00001213,CUST000144,2023-11-10 14:33:00,357,3,email,referral,,tablet,0
SESS00001214,,2023-09-24 16:06:00,1551,14,direct,email,,tablet,0
SESS00001215,,2023-07-05 23:00:00,1123,8,naver,referral,,mobile,0
SESS00001216,,2023-09-12 13:18:00,994,9,facebook,(none),,desktop,0
SESS00001217,CUST000119,2023-11-13 17:12:00,1579,6,direct,referral,,desktop,0
SESS00001218,CUST000167,2023-08-23 16:05:00,1408,18,direct,email,,desktop,0
SESS00001219,CUST000080,2023-09-08 16:28:00,1369,3,naver,social,cmp_20,mobile,0
SESS00001220,CUST000181,2023-08-25 07:05:00,1669,11,naver,email,,tablet,0
SESS00001221,CUST000003,2023-07-10 20:24:00,1632,19,google,referral,,desktop,0
SESS00001222,,2023-09-08 12:26:00,1377,17,google,cpc,,tablet,0
SESS00001223,CUST000038,2023-08-02 21:49:00,1341,5,naver,email,,mobile,0
SESS00001224,CUST000120,2023-07-24 07:31:00,1457,18,naver,cpc,,tablet,0
SESS00001225,CUST000106,2023-10-04 09:45:00,1076,11,direct,referral,cmp_30,desktop,0
SESS00001226,CUST000099,2023-11-23 10:43:00,1598,15,referral,email,,tablet,0
SESS00001227,,2023-09-26 16:24:00,1160,1,google,social,cmp_28,tablet,0
SESS00001228,CUST000192,2023-10-01 20:27:00,544,9,email,social,cmp_14,mobile,0
SESS00001229,CUST000106,2023-06-28 08:27:00,737,7,naver,social,cmp_2,desktop,0
SESS00001230,,2023-10-09 13:28:00,522,15,referral,cpc,,mobile,0
SESS00001231,CUST000162,2023-10-26 02:36:00,1090,12,referral,(none),cmp_11,desktop,0
SESS00001232,CUST000058,2023-08-21 17:20:00,111,18,google,(none),cmp_7,mobile,0
SESS00001233,,2023-10-07 15:57:00,876,14,referral,organic,cmp_16,tablet,0
SESS00001234,,2023-08-11 04:13:00,428,18,google,cpc,,tablet,0
SESS00001235,CUST000020,2023-10-04 01:02:00,754,5,facebook,referral,cmp_9,desktop,0
SESS00001236,,2023-08-15 18:53:00,1580,14,naver,referral,,desktop,0
SESS00001237,CUST000181,2023-07-17 11:39:00,1280,14,google,cpc,,mobile,0
SESS00001238,,2023-07-20 01:19:00,1786,1,referral,email,,tablet,0
SESS00001239,CUST000011,2023-09-18 02:00:00,1229,5,facebook,cpc,,tablet,0
SESS00001240,CUST000052,2023-09-26 03:18:00,925,8,facebook,cpc,cmp_3,tablet,0
SESS00001241,CUST000023,2023-07-16 13:27:00,852,12,direct,cpc,cmp_7,desktop,0
SESS00001242,CUST000092,2023-08-26 16:01:00,867,5,naver,email,cmp_11,mobile,0
SESS00001243,,2023-06-14 21:15:00,839,16,referral,cpc,cmp_24,desktop,0
SESS00001244,CUST000092,2023-11-23 13:35:00,1008,2,direct,referral,cmp_15,mobile,0
SESS00001245,,2023-06-22 22:33:00,197,13,direct,(none),,mobile,0
SESS00001246,CUST000049,2023-10-26 07:48:00,1435,8,google,(none),,desktop,0
SESS00001247,,2023-11-27 10:05:00,1793,14,naver,email,,desktop,0
SESS00001248,CUST000028,2023-11-28 16:14:00,75,5,naver,organic,cmp_9,desktop,0
SESS00001249,,2023-11-08 21:21:00,1523,4,email,cpc,cmp_2,desktop,0
SESS00001250,,2023-06-17 10:45:00,634,18,email,cpc,,mobile,1
SESS00001251,CUST000073,2023-09-09 11:46:00,517,8,direct,organic,,mobile,0
SESS00001252,,2023-09-03 22:19:00,406,15,referral,cpc,cmp_27,tablet,0
SESS00001253,CUST000198,2023-08-07 07:28:00,929,2,referral,(none),cmp_26,desktop,1
SESS00001254,,2023-08-09 14:03:00,237,6,naver,(none),,tablet,0
SESS00001255,,2023-07-28 06:58:00,1295,19,referral,email,cmp_21,tablet,0
SESS00001256,CUST000117,2023-09-05 19:28:00,777,2,naver,referral,cmp_24,mobile,0
SESS00001257,,2023-08-01 00:48:00,1446,3,google,(none),cmp_12,tablet,0
SESS00001258,CUST000197,2023-10-19 06:15:00,1479,3,direct,referral,cmp_29,desktop,0
SESS00001259,CUST000133,2023-11-02 22:52:00,537,10,google,email,cmp_23,tablet,0
SESS00001260,,2023-08-30 04:47:00,694,19,facebook,social,,tablet,0
SESS00001261,,2023-09-06 11:00:00,1190,9,direct,organic,,desktop,0
SESS00001262,CUST000109,2023-07-08 20:46:00,383,15,google,referral,,mobile,0
SESS00001263,,2023-11-09 21:24:00,1623,3,google,referral,,mobile,0
SESS00001264,CUST000156,2023-07-27 13:53:00,16,19,referral,cpc,,tablet,1
SESS00001265,CUST000168,2023-09-28 01:03:00,1796,7,facebook,email,,tablet,0
SESS00001266,CUST000172,2023-11-18 22:33:00,955,15,direct,email,,mobile,0
SESS00001267,CUST000035,2023-11-26 12:32:00,275,4,google,referral,cmp_21,tablet,0
SESS00001268,CUST000103,2023-08-18 13:01:00,1015,15,facebook,(none),cmp_20,desktop,0
SESS00001269,,2023-11-23 03:37:00,1684,6,facebook,cpc,cmp_27,mobile,0
SESS00001270,CUST000062,2023-10-24 23:42:00,951,10,referral,referral,,tablet,0
SESS00001271,CUST000127,2023-08-31 03:27:00,966,9,referral,referral,,desktop,0
SESS00001272,CUST000142,2023-07-04 23:07:00,1013,16,naver,referral,,desktop,0
SESS00001273,CUST000096,2023-11-05 19:42:00,1398,11,referral,referral,cmp_18,mobile,0
SESS00001274,CUST000152,2023-09-29 03:11:00,728,5,google,cpc,,mobile,0
SESS00001275,,2023-09-18 20:36:00,262,5,direct,email,cmp_3,tablet,0
SESS00001276,CUST000049,2023-07-24 11:15:00,1399,2,facebook,(none),cmp_25,tablet,0
SESS00001277,CUST000083,2023-11-12 12:33:00,281,17,referral,(none),,desktop,0
