report_id,competitor_id,our_campaign_ref,our_product_ids,competitor_product_ids,channels_analyzed,poached_influencer_ids,report_date,source,sov_google_ads_pct,sov_google_ads_trend,sov_meta_ads_pct,sov_meta_ads_trend,sov_tiktok_ads_pct,sov_tiktok_ads_trend,sov_naver_ads_pct,sov_naver_ads_trend,sov_kakao_moment_pct,sov_kakao_moment_trend,sov_youtube_pct,sov_youtube_trend,sov_instagram_pct,sov_instagram_trend,sov_twitter_x_pct,sov_twitter_x_trend,sov_linkedin_pct,sov_linkedin_trend,sov_email_pct,sov_email_trend,sov_sms_pct,sov_sms_trend,sov_push_notification_pct,sov_push_notification_trend,sov_display_network_pct,sov_display_network_trend,sov_native_ad_pct,sov_native_ad_trend,sov_affiliate_pct,sov_affiliate_trend,sov_programmatic_pct,sov_programmatic_trend,sov_ott_ads_pct,sov_ott_ads_trend,sov_podcast_ads_pct,sov_podcast_ads_trend,sov_influencer_pct,sov_influencer_trend,sov_offline_event_pct,sov_offline_event_trend,traffic_raw,traffic_norm,traffic_pct,traffic_delta,traffic_yoy,traffic_mom,traffic_avg7d,traffic_avg30d,traffic_median,traffic_p75,traffic_std,traffic_min,traffic_max,traffic_organic,traffic_paid,traffic_cumul,traffic_our_val,traffic_comp_val,traffic_gap,traffic_rank,traffic_index,traffic_score,traffic_trend_val,traffic_benchmark,social_raw,social_norm,social_pct,social_delta,social_yoy,social_mom,social_avg7d,social_avg30d,social_median,social_p75,social_std,social_min,social_max,social_organic,social_paid,social_cumul,social_our_val,social_comp_val,social_gap,social_rank,social_index,social_score,social_trend_val,social_benchmark,search_raw,search_norm,search_pct,search_delta,search_yoy,search_mom,search_avg7d,search_avg30d,search_median,search_p75,search_std,search_min,search_max,search_organic,search_paid,search_cumul,search_our_val,search_comp_val,search_gap,search_rank,search_index,search_score,search_trend_val,search_benchmark,brand_raw,brand_norm,brand_pct,brand_delta,brand_yoy,brand_mom,brand_avg7d,brand_avg30d,brand_median,brand_p75,brand_std,brand_min,brand_max,brand_organic,brand_paid,brand_cumul,brand_our_val,brand_comp_val,brand_gap,brand_rank,brand_index,brand_score,brand_trend_val,brand_benchmark,pricing_raw,pricing_norm,pricing_pct,pricing_delta,pricing_yoy,pricing_mom,pricing_avg7d,pricing_avg30d,pricing_median,pricing_p75,pricing_std,pricing_min,pricing_max,pricing_organic,pricing_paid,pricing_cumul,pricing_our_val,pricing_comp_val,pricing_gap,pricing_rank,pricing_index,pricing_score,pricing_trend_val,pricing_benchmark,threat_level,market_share_pct,price_index
CI-ytnmzm4o3fl9,COMP-28,CAMP-0149,PRD-476,COMP_PRD-51|COMP_PRD-57|COMP_PRD-119,kakao_moment|email|influencer|display_network|ott_ads|youtube,nan,2024년 11월 15일,socialbakers,0.63,down,21.11,급감,28.98,up,26.52,down,28.77,up,2.74,급증,20.99,stable,16.21,급감,0.92,volytile,22.04,down,29.88,stable,11.5,down,1.42,up,8.33,volatile,13.14,급증,3.41,급감,3.27,급증,27.06,급감,22.43,급감,25.51,up,33.52,7.13,27.69,110.16,147.83,23.79,62.96,280.4,17.68,7.44,271.2,7.67,108.22,220.61,32.85,56.71,18.98,47.22,60.83,47.93,319.04,118.78,4.92,174.64,92.79,80.05,11.62,17.55,43.03,138.5,109.77,224.49,166.04,23.35,3.18,9.58,81.7,96.18,100.44,10.42,7.86,213.59,306.9,11.76,46.69,129.01,14.26,231.35,20.72,201.32,253.92,217.43,127.15,0.0,13.44,108.36,45.93,39.25,152.78,202.0,6.85,28.55,15.12,428.16,128.56,54.34,8.78,134.9,23.64,41.71,41.17,84.23,60.43,3.58,82.2,41.39,159.24,100.56,36.85,569.6,292.32,50.34,65.22,0.0,1.29,9.67,3.46,279.03,392.78,11.09,13.78,144.36,36.48,160.72,147.79,59.65,65.73,394.81,25.66,99.49,2.78,3265.9999999999995,340.37,107.7,49.03,68.05,156.37,283.18,0.0,33.17,156.36,55.42,151.73,26.63,297.25,45.69,8.82,29.38,267.13,12.48,nan,27.17,83.5
CI-3wf5ur3phw02,COMP-14,CAMP-0147,PRD-140|PRD-395,COMP_PRD-8,sms|twitter_x|meta_ads|native_ad|email,,2023-11-03,news,12.34,급증,21.57,급증,18.29,급증,17.65,down,12.55,급증,1.33,-,18.57,down,14.29,급감,21.43,down,24.08,up,6.02,up,22.18,down,9.3,up,3.44,급감,7.04,up,24.83,down,23.02,up,3.38,급감,1.98,stable,13.12,stable,98.65,265.36,41.67,64.22,113.62,39.83,219.05,21.62,6067.0,169.0,6.13,65.58,454.18,101.99,65.62,8864.0,0.97,25.85,79.28,38.41,165.83,92.96,6.79,98.71,47.76,81.92,62.04,69.96,202.32,40.38,7.37,70.22,206.28,59.52,1.16,125.2,11.22,390.32,0.0,109.74,29.02,63.63,12.45,98.3,81.26,0.89,87.23,4.99,38.43,0.0,81.36,151.38,179.13,34.42,2.16,41.93,55.84,94.86,29.27,169.27,140.8,15.62,31.41,181.66,52.32,147.27,15.36,49.05,22.88,81.54,136.36,105.28,62.1,140.23,8.7,593.0,135.85,11.69,0.0,284.38,6.54,114.59,61.17,96.58,27.71,31.6,20.82,27.28,148.73,34.06,43.78,8.57,52.54,101.33,24.31,75.33,206.33,67.35,52.44,9.38,96.89,280.63,62.32,42.18,134.0,19.5,174.84,9.06,65.57,194.42,6.86,19.92,102.24,304.16,18.63,76.7,15.02,12.21,13.0,82.45,high,18.69,105.6
CI-m81nsmfe2rom,COMP-24,CAMP-0374,PRD-386|PRD-121,COMP_PRD-118|COMP_PRD-26|COMP_PRD-90|COMP_PRD-46,tiktok_ads,INF-246|INF-263,"May 18, 2024",semrush,12.81,급증,9.15,up,6.85,volatile,15.3,volatile,9.94,nan,0.54,volatile,3.91,stable,18.95,volatile,11.35,volatile,21.66,급증,5.31,volatile,6.57,급증,17.64,급감,27.16,급감,2.12,down,27.76,volatile,11.18,급증,3.12,up,1.76,급증,23.55,미입력,96.78,321.15,223.86,85.39,57.78,33.19,26.66,94.05,115.27,23.13,7.42,8.72,44.61,44.94,181.16,425.39,16.59,15.55,155.03,10.86,333.14,18.91,420.43,12.48,29.47,103.43,67.56,57.93,289.21,261.22,16.49,0.84,20.76,4.72,27.57,5.61,4.7,183.06,45.97,114.89,62.01,96.11,5.34,21.58,98.7,403.83,172.32,15.87,111.52,57.24,27.35,56.11,0.9,33.34,2998.0,41.27,13.76,114.84,41.08,23.47,209.75,56.83,0.0,27.0,41.67,465.14,5.75,11.63,366.67,32.25,35.57,174.78,136.76,139.05,9.2,11.75,4.53,65.8,19.38,85.64,152.62,55.0,456.79,152.21,69.59,82.17,79.06,101.23,71.56,0.0,317.66,441.24,168.69,44.45,104.63,17.96,10.85,97.89,243.47,30.41,75.19,100.68,15.37,13.19,10.64,340.02,108.51,128.38,47.35,218.88,270.44,183.98,49.25,53.96,31.05,126.69,1.49,26.3,16820.0,4.13,critical,2.85,91.5
CI-55bpdijsxs4h,nan,,PRD-181|PRD-83,COMP_PRD-152|COMP_PRD-82|COMP_PRD-163|COMP_PRD-183,google_ads|tiktok_ads,미입력,2024/06/30,industry_report,12.33,up,23.52,stable,11.07,volatile,23.74,down,4.86,급감,6.89,급증,15.25,급증,28.11,up,9.97,nqn,12.67,up,25.52,급증,1.87,급감,8.38,급증,22.27,급감,23.41,급증,16.23,급증,20.97,급증,21.37,,24.95,volatile,8.1,down,278.5,36.11,10.21,98.36,6.52,79.49,16.14,32.74,34.95,81.3,152.42,338.01,66.79,81.53,100.68,149.17,325.0,14.04,63.2,84.1,321.88,12.73,248.17,436.67,103.76,213.47,250.69,95.09,413.07,26.66,9.93,131.82,7.05,286.78,169.81,121.45,232.25,13.36,43.97,13.56,286.05,84.78,63.05,155.24,117.4,138.27,141.31,67.93,1.15,21.13,40.31,11.04,7.35,301.82,40.47,11.12,102.63,112.18,87.35,133.77,154.98,57.57,17.34,133.49,0.6,20.67,51.12,34.87,119.71,0.0,46.0,22.05,0.0,76.95,66.11,0.0,18.52,82.23,66.64,31.28,62.32,82.55,21.7,86.92,195.46,14.3,162.68,116.7,285.24,11.54,12.75,157.2,95.94,208.55,9.43,64.56,86.79,3.35,280.79,31.6,79.44,73.91,54.93,38.91,41.24,42.84,56.49,45.44,60.87,150.89,89.46,24.42,155.87,9.24,124.75,0.0,169.2,0.0,172.87,27.34,medium,15.67,110.1
CI-phs16acvfe6e,COMP-14,,PRD-268|PRD-479|PRD-60|PRD-267|PRD-346,COMP_PRD-71,tiktok_ads|display_network|kakao_moment|naver_ads,INF-188|INF-206,12.11.2025,industry_report,6.93,stable,26.01,down,25.31,up,13.44,null,20.34,up,15.48,급감,8.38,,0.25,UNKNOWN,11.19,급감,29.96,급감,21.79,down,18.76,stable,28.38,volatile,20.39,-,19.27,급감,29.07,stable,29.56,stable,1.54,N/A,16.41,volatile,23.6,-,1.85,168.04,16.57,48.42,107.99,56.03,105.83,37.8,11.57,336.81,184.19,156.44,85.05,149.7,54.84,301.87,171.1,38.56,8.51,133.09,129.48,64.41,43.94,8.99,17.16,134.56,18.3,25.62,182.94,105.89,13.04,0.57,477.33,170.59,25.77,97.11,97.21,2.74,16.26,68.86,6.78,110.69,131.28,24.13,113.35,10.31,41.88,45.12,112.31,116.81,109.2,63.05,171.79,89.97,78.21,100.91,4.99,186.91,12.85,105.45,124.0,42.08,52.11,83.76,215.44,40.94,0.0,1439.0,72.07,8.7,0.0,87.43,2.5,15.28,61.38,31.53,3.21,10.89,176.11,0.0,99.52,48.18,18.85,41.01,253.42,27.65,26.73,38.9,115.54,18.55,119.97,84.01,0.0,180.33,74.65,128.33,50.95,239.03,94.48,19.88,98.17,12.05,155.97,347.99,44.5,135.5,165.07,36.46,0.0,163.25,33.0,80.02,222.34,96.83,143.21,101.73,48.53,93.08,333.34,86.15,declining,28.74,137.6
CI-8r20h3ofhyd4,COMP-11,CAMP-0833,PRD-362|PRD-366|PRD-141,COMP_PRD-101|COMP_PRD-32|COMP_PRD-81|COMP_PRD-131|COMP_PRD-16,offline_event|email|meta_ads,N/A,01-01-2024,semrush,9.45,down,3.74,up,18.44,up,22.83,down,3.36,down,0.67,volatile,5.41,급감,25.26,up,0.29,down,20.23,급감,2.58,급감,24.26,stable,16.35,급감,22.61,down,21.57,up,18.37,volatile,8.62,volatile,22.33,up,19.59,stable,0.54,volatile,0.0,121.24,275.69,13.34,5.34,113.85,2.16,94.44,26.73,15.25,59.65,381.98,43.89,19.03,123.36,37.31,182.81,72.87,26.15,11.89,38.96,94.34,66.49,0.0,111.16,11.82,29.6,104.22,9.11,98.38,285.61,154.13,20.89,31.88,19.23,80.24,1.65,61.11,107.01,27.03,19.43,214.04,122.27,79.7,31.1,124.84,166.12,42.85,138.85,76.88,94.4,89.62,126.28,225.36,3.84,178.51,22.69,38.97,42.89,29.02,12.41,230.91,81.2,279.94,20.06,55.88,149.57,369.99,133.22,90.23,101.94,3.22,155.17,121.51,44.19,61.62,183.58,57.07,11.53,169.92,92.68,160.81,100.2,250.59,69.81,30.8,28.82,18604.0,87.98,83.67,216.29,109.98,30.83,18551.0,25.09,215.67,91.06,215.34,174.58,311.8,444.86,44.32,34.39,60.54,111.97,60.42,28.12,85.33,151.19,177.75,0.0,170.16,4.14,36.37,220.15,407.49,316.53,189.0,114.81,71.65,declining,26.28,70.1
CI-9cf8kyzgycsq,COMP-17,CAMP-0897,PRD-446,COMP_PRD-32,linkedin,-,20250115,scraping,0.06,급증,4.83,stable,12.9,stable,20.06,stable,21.06,down,3.8,up,1.02,급감,10.38,stable,17.17,down,25.32,stable,28.9,volatile,4.12,미입력,9.67,급감,11.4,up,20.85,급증,17.98,volatile,27.41,down,8.16,급증,20.4,급증,21.54,급증,63.53,94.48,24.0,127.04,59.99,103.87,137.32,300.88,167.31,34.89,23.69,52.24,66.03,118.28,50.34,32.41,26.76,258.13,19.15,11.99,225.73,91.47,1.45,18.95,101.69,148.22,410.93,40.1,13.33,86.52,80.3,38.26,301.48,13.88,30.6,138.2,144.67,56.29,30.44,123.73,455.79,49.86,288.49,11.58,32.49,117.09,76.44,29.41,37.67,120.36,38.87,7.45,201.11,174.79,423.12,0.0,33.65,89.23,116.6,65.04,55.81,0.0,144.38,27.09,42.04,64.55,108.7,11.51,107.6,78.46,128.39,10.56,181.38,38.68,176.13,217.69,13.96,36.06,5.5,311.5,193.18,247.9,18.7,22.69,7.0,170.23,157.97,93.25,0.0,50.31,19.16,15.5,118.83,110.97,39.42,38.92,34.11,66.46,37.95,124.73,336.67,225.78,15.82,16.31,10.57,97.29,65.35,478.61,26.42,10.08,364.08,0.0,0.0,112.91,106.67,80.99,35.34,10596.0,339.09,106.96,declining,12.16,82.1
CI-ae3pgpibmwwe,COMP-2,CAMP-0269,PRD-446|PRD-224,COMP_PRD-106|COMP_PRD-119|COMP_PRD-133|COMP_PRD-158,display_network|email|affiliate,-,"Oct 16, 2025",news,9.68,up,3.09,stable,25.74,volatile,6.32,volatile,2.52,stable,16.18,stable,13.86,volatile,10.56,down,0.74,down,12.53,down,12.57,급감,28.72,급증,15.66,up,4.42,stable,25.0,급증,28.69,volatile,9.97,급감,25.2,nan,9.15,급증,12.45,급감,27.68,65.35,32.86,3.77,35.8,400.96,357.91,85.87,91.47,129.63,1.59,40.69,286.27,6.94,3.54,1.37,80.27,60.9,0.12,26.81,22.97,92.59,176.22,42.27,68.67,51.4,48.0,23.0,48.23,37.8,27.11,61.84,73.92,45.98,0.0,194.42,29.72,25.92,233.81,95.17,188.02,208.47,253.73,38.37,3.7,102.6,41.5,28.4,78.67,20.28,40.0,109.12,30.22,11.25,502.84,17.79,6.94,79.81,251.18,6.54,8.24,178.66,7.43,98.79,52.45,75.87,54.25,15.53,53.12,90.15,335.53,77.15,86.28,54.22,495.91,0.96,79.04,66.7,15.21,20.68,72.43,46.48,5.04,30.16,273.93,215.62,120.01,51.01,9.48,10.28,18.69,83.52,101.88,294.88,157.6,26.88,87.45,264.56,40.03,74.4,199.9,65.54,74.07,115.23,123.34,45.53,98.91,15.61,5.48,174.48,9.53,158.39,55.28,85.46,63.84,110.83,182.29,2.81,88.26,317.54,low,1.13,147.5
CI-709vlcd7mgb4,COMP-22,CAMP-0810,PRD-416|PRD-217|PRD-152|PRD-451,COMP_PRD-159,programmatic,null,,industry_report,9.46,stable,29.2,급증,5.68,stable,2.76,volatile,1.31,급증,7.46,volatile,28.78,급감,9.7,down,1.71,stable,12.32,급증,12.94,down,9.88,volatile,13.92,N/A,13.92,stable,27.83,급증,5.07,급증,18.12,down,1.56,up,12.83,down,1.78,급증,60.29,35.73,271.58,304.01,227.57,89.9,198.71,6.77,121.3,3.87,3.85,116.16,94.44,199.32,22.04,53.37,0.96,165.94,204.04,43.46,112.57,57.94,159.87,16.11,0.0,52.61,54.27,41.98,379.76,10.25,34.39,47.95,8.54,92.21,71.42,0.0,27.59,2.65,86.47,158.83,88.07,9.43,138.01,0.77,77.13,148.11,3.35,15.19,2.69,14.8,149.43,142.04,190.06,12.64,27.06,62.79,80.97,54.31,37.02,109.67,100.74,89.64,27.25,12.15,20.36,58.44,26.82,23932.0,18.01,291.86,14.62,220.23,107.63,100.45,51.13,20.12,2.23,4.34,16.05,160.29,269.54,27.0,322.08,122.28,30.05,114.87,60.39,236.87,29.31,110.52,17.94,2.73,38.57,0.0,47.5,15.12,20.2,67.53,265.22,61.84,4.07,288.76,279.56,11.49,55.4,13.3,110.37,57.81,198.12,243.88,119.09,132.81,71.59,0.0,96.81,231.62,31.51,237.5,0.0,157.45,,3.6,78.3
CI-gkjtyv0ksxge,COMP-13,,PRD-368|PRD-381|PRD-385,COMP_PRD-57|COMP_PRD-29,tiktok_ads|programmatic|email|linkedin|ott_ads|kakao_moment,미입력,20250119,socialbakers,13.39,급감,16.89,-,8.04,down,15.24,volatile,28.93,stable,9.74,up,8.48,급감,29.57,volatile,16.28,up,22.12,up,1.37,급감,27.24,volatile,2.22,-,24.43,stable,1.18,급감,22.44,volatile,10.28,급감,5.57,down,19.85,급감,0.08,up,34.57,0.04,89.92,7.64,43.69,170.49,23.39,49.56,110.19,35.79,14.57,6.79,39.45,17.91,48.73,63.56,68.15,196.47,359.75,33.95,66.6,107.71,212.21,64.05,61.75,112.19,25.84,184.75,220.23,59.65,1.73,591.71,111.43,14.52,165.45,170.02,56.26,51.08,67.76,163.53,50.49,138.18,45.9,317.63,139.53,56.66,281.79,12.56,30.91,3.99,50.83,104.08,30.93,88.43,15.58,8.47,187.62,4.47,63.27,146.4,40.37,113.8,20.13,18.43,61.31,53.91,96.99,130.73,3.97,11.02,43.97,30.73,510.96,271.7,83.99,141.27,88.29,359.38,13.14,5.74,428.95,52.23,61.36,19862.0,69.04,180.31,0.0,158.1,29.4,52.4,355.82,146.66,43.3,31.14,37.86,145.03,44.94,0.94,221.78,311.83,5.24,39.59,29.61,33.15,112.24,8560.0,10.47,239.64,39.93,45.48,201.25,52.83,45.98,19.01,196.71,26.05,61.95,416.19,63.21,27.41,critical,6.06,70.2
CI-txemb5u1inzt,COMP-19,,PRD-47|PRD-189|PRD-135|PRD-132|PRD-366,COMP_PRD-111|COMP_PRD-169|COMP_PRD-71|COMP_PRD-34|COMP_PRD-84,twitter_x|programmatic|push_notification,미입력,2025년 12월 27일,,12.02,up,0.11,down,3.09,down,21.43,up,25.2,volatile,14.76,급감,7.54,stable,23.21,급증,0.84,stable,19.82,up,5.22,급감,24.11,up,12.03,volatile,27.39,volatile,16.33,stable,0.13,급감,12.3,down,3.4,up,0.85,up,10.71,급증,140.44,82.76,9.98,17460.0,42.05,46.86,24.27,144.72,291.66,46.45,107.32,189.15,10.32,259.35,283.19,85.06,60.09,56.49,54.29,15.31,135.75,20.4,109.04,275.91,50.04,209.9,200.74,87.26,313.59,88.81,113.31,111.65,18.37,38.59,0.0,47.6,9.46,36.45,36.38,0.0,430.42,177.5,7.95,135.06,92.01,40.22,145.61,67.47,91.98,14.65,8.59,72.19,102.77,47.64,16.17,155.99,0.01,92.37,2.62,38.79,66.41,0.0,130.38,171.9,42.88,12.36,42.39,150.72,192.53,33.82,124.48,0.0,252.9,6.97,6.88,56.69,80.43,46.1,12.14,113.22,62.12,141.98,143.66,169.65,35.22,180.22,64.19,4.39,63.85,72.33,4.33,18.0,9.93,139.55,136.21,0.0,45.09,139.61,125.68,38.93,253.56,14.46,211.52,193.93,45.27,160.03,59.2,7.37,27.01,256.82,161.13,250.83,96.13,38.41,1.7,22.42,52.44,0.0,141.39,106.95,low,24.53,123.3
CI-wr5dt939fxxg,COMP-20,,PRD-11,COMP_PRD-112|COMP_PRD-81|COMP_PRD-151,affiliate|native_ad|podcast_ads|naver_ads,미입력,2025/01/20,industry_report,25.92,volatile,24.86,volatile,0.36,,25.33,up,24.94,volatile,29.02,급증,8.09,up,23.01,stable,7.89,null,10.24,,18.51,stable,12.15,volatile,18.98,down,2.73,volatile,12.34,volatile,18.56,up,5.28,급감,27.44,volatile,0.22,down,17.87,stable,343.37,0.96,48.83,34.57,39.33,133.4,191.1,156.45,40.67,69.95,116.22,6.62,59.21,66.9,5.29,52.27,6.25,13.87,22.92,56.51,148.25,445.14,22.69,253.85,36.54,144.86,100.83,28.14,62.35,79.75,26.75,120.5,128.93,47.95,122.39,13.25,29.93,82.14,273.48,140.97,139.03,36.83,46.98,115.12,24.0,200.3,62.85,17.09,123.47,6.57,133.59,64.34,188.8,14.49,67.56,202.4,9.19,17.87,98.18,21.16,39.35,0.0,22.07,57.27,4.6,55.9,11.84,99.67,297.58,28.83,0.0,287.72,43.28,56.99,25.02,115.82,150.31,8.07,78.32,26.33,62.61,126.15,159.34,8.74,162.24,98.44,58.31,8.48,26.06,52.86,59.01,29.39,7.89,61.5,187.77,201.38,47.21,193.32,176.25,63.19,298.29,206.13,27.46,62.35,12.44,49.79,41.32,0.84,100.3,14.32,17.16,52.42,0.0,27.23,57.79,9.36,55.82,72.9,18.07,35.67,emerging,2.64,110.7
CI-8hywt2kazct9,COMP-19,,PRD-218|PRD-277|PRD-363|PRD-496,COMP_PRD-59|COMP_PRD-48|COMP_PRD-77|COMP_PRD-137|COMP_PRD-90,ott_ads|naver_ads|influencer,UNKNOWN,15-06-2025,manual,19.32,up,27.94,급감,8.63,up,13.52,up,25.95,급증,0.22,up,28.66,down,2.59,stable,16.55,up,23.72,급증,17.97,down,2.32,volatile,24.16,급증,20.56,stable,24.91,volatile,12.92,down,11.76,급감,0.5,down,18.14,up,12.85,up,14.55,141.74,60.31,34.02,0.0,2623.0,27.83,66.06,38.1,98.53,58.88,46.81,281.89,6.57,248.31,14.78,159.17,1.91,140.71,176.51,28.88,9651.0,150.93,109.53,191.68,38.83,23.72,157.01,222.43,57.35,0.0,52.56,108.34,15.92,98.65,127.97,220.11,81.71,0.23,447.26,145.98,215.4,51.3,0.0,180.68,59.94,150.78,31.59,83.86,22.02,110.87,156.02,57.56,187.44,28.42,54.06,34.57,285.02,12.09,140.23,166.29,71.97,162.46,362.65,173.93,115.06,16.29,253.08,16.18,16.47,54.26,15.96,216.89,139.29,17.92,33.91,94.66,107.3,30.47,238.51,254.72,73.23,434.71,27.02,40.65,22.44,2.21,120.56,90.55,0.0,136.23,9.79,68.74,159.62,36.12,199.3,223.9,222.75,139.28,192.54,52.56,314.36,6.67,8.39,45.15,23.75,63.74,151.69,88.35,42.87,71.8,172.16,36.01,0.73,38.24,154.21,141.02,28.63,10.14,25.44,declining,8.7,87.7
CI-pak8mobi7ime,COMP-19,CAMP-0124,PRD-53|PRD-472,COMP_PRD-124|COMP_PRD-99,kakao_moment,INF-39,"Jan 26, 2024",news,22.29,급감,20.9,stable,16.52,급증,24.0,up,11.2,down,14.98,급증,19.63,volatile,18.24,up,1.09,volatile,2.23,sqable,16.76,volatile,6.76,down,25.17,up,13.32,volatile,11.07,volatile,1.25,down,15.78,급감,10.82,up,25.56,급증,14.3,stable,112.42,63.01,56.11,68.27,71.52,104.29,353.03,102.91,22.35,121.05,232.35,132.35,123.22,8.66,167.32,26.73,52.99,31.46,36.23,52.61,60.58,31.03,0.0,49.43,101.48,59.96,36.29,14.36,124.71,233.79,119.02,121.72,113.61,57.05,42.07,124.86,0.0,263.65,87.51,78.19,75.25,1499.0,93.5,49.12,35.78,2.39,49.37,1.42,10.75,385.07,72.53,224.43,38.2,33.66,2.57,13.15,9.51,43.08,45.41,104.28,35.69,0.0,98.83,107.89,180.8,12.06,10.08,154.46,11.28,93.95,119.26,172.85,94.87,6.38,36.54,22.08,58.97,6.07,24.88,8.19,129.79,61.73,99.31,44.84,6.52,143.15,27.18,104.33,330.22,36.97,223.53,121.37,83.6,108.03,114.48,98.39,79.22,2967.0,152.0,5.72,2.08,189.07,54.59,30.54,28.96,36.68,300.49,81.94,58.71,77.15,17.85,56.65,129.24,35.33,617.09,62.27,220.43,54.57,43.56,55.25,medium,21.47,82.8
CI-ong7dwz2swhp,COMP-21,CAMP-0592,PRD-400,COMP_PRD-107|COMP_PRD-11,native_ad,-,,semrush,16.34,volatile,23.88,volatile,3.71,up,19.39,volatile,25.31,급감,26.26,급감,22.77,up,27.13,stable,13.19,volatile,23.34,급증,29.03,stable,10.28,급감,10.67,down,11.15,up,4.05,급증,25.13,volatile,22.59,volatile,20.65,up,27.45,stable,21.83,up,17.24,70.64,21.91,271.46,9.32,61.57,37.6,32.79,0.0,35768.0,48.12,0.0,63.22,67.79,39.49,27.28,85.08,87.09,7.17,190.14,48.79,107.59,80.79,74.89,21.62,159.16,37.24,8.87,53.29,137.62,215.41,76.16,206.64,181.7,178.63,161.75,247.43,4.52,50.33,223.59,50.57,5.07,257.95,53.03,28.05,215.8,384.76,390.92,9.8,15.11,93.16,240.18,15.59,65.72,48.8,18.73,10.1,358.23,118.13,53.51,10.78,87.06,17.44,81.69,60.05,73.26,67.4,70.68,7.67,92.96,157.86,136.33,215.49,42.83,60.49,48.2,27.37,68.82,247.0,0.68,7.71,141.93,158.56,103.27,112.98,26.97,42.29,44.48,33.71,192.7,85.24,44.37,88.4,72.33,0.97,6.87,107.42,41.49,42.38,121.11,14884.0,221.83,126.48,7.63,28.03,2.12,55.0,100.25,77.51,117.65,63.68,139.44,34.4,100.19,11.37,16.41,204.36,290.59,85.56,193.25,critical,2.74,105.1
CI-cjcqezp1cbkl,COMP-15,,PRD-22|PRD-251,COMP_PRD-163|COMP_PRD-73,push_notification,UNKNOWN,20250927,scraping,23.83,급감,28.88,down,25.96,stable,12.77,volatile,14.86,up,2.81,down,15.22,UNKNOWN,10.76,급감,23.91,down,9.59,급증,26.04,stable,18.47,stable,3.01,stable,29.19,volatile,21.69,급증,0.48,down,7.08,UNKNOWN,1.29,급증,16.74,volatile,11.06,급증,289.27,31.0,152.08,78.97,84.1,174.75,76.93,4.94,54.77,11888.0,170.48,15.44,63.23,368.22,10.46,14.71,109.28,191.91,59.14,1.84,74.2,10.54,41.17,10.98,11.37,127.47,24.75,163.29,21.59,39.38,267.23,284.52,433.96,76.5,4.04,85.19,22.59,19.94,21.4,140.61,9.38,0.0,37.54,80.97,34.51,109.95,79.08,19.08,23.6,20.06,198.59,56.35,82.66,36.7,0.0,57.57,85.21,0.0,0.47,11.57,0.0,224.78,173.37,0.0,138.9,77.47,180.61,108.82,168.24,61.68,42.33,0.36,82.26,231.88,112.22,7.47,8199.0,97.09,114.06,3.68,291.81,193.8,21.36,86.26,64.66,7031.0,206.51,56.02,139.0,148.69,10.26,9.41,129.06,129.9,26.61,233.32,19.43,73.09,18.54,145.32,190.79,121.4,81.78,45.52,159.88,317.02,16.76,60.15,32.99,12.37,34.93,109.15,151.82,0.0,74.87,131.4,203.68,23.99,224.13,58.28,high,22.68,102.6
CI-n17ae199dxc6,COMP-21,,PRD-16|PRD-265|PRD-192,COMP_PRD-103|COMP_PRD-30,display_network,INF-279,2025/03/13,socialbakers,3.26,volatile,27.26,stable,15.6,down,13.52,down,11.19,volatile,17.85,vqlatile,29.13,up,3.71,volatile,11.55,volatile,2.29,down,15.6,stable,18.78,up,26.73,stable,5.35,volatile,26.23,down,20.94,up,0.83,stable,6.35,volatile,13.72,volatile,17.49,volatile,11.77,147.97,22.31,69.38,22.56,64.07,55.62,41.12,10.33,78.94,18.88,0.0,18.44,43.62,126.83,46.37,134.13,260.48,139.11,102.57,65.68,185.73,2612.0,50.83,19.71,5.5,54.83,74.39,67.46,75.94,58.28,50.92,90.36,3.92,75.55,251.61,156.05,159.22,28.62,3.8,64.25,96.63,46.12,55.39,80.03,6.39,329.34,171.71,108.63,136.91,27.2,53.2,0.0,54.76,160.73,181.21,0.43,401.12,305.78,18.34,100.01,87.59,14.95,147.6,53.2,112.27,117.75,35.28,151.18,157.38,58.96,243.5,14.96,59.11,94.11,225.14,39.84,52.65,139.48,41.94,30.07,21.72,178.08,74.58,16.61,3.52,221.56,59.07,62.33,35.36,37.51,0.04,10.34,57.39,151.86,28.72,64.1,69.4,148.89,77.95,22.86,117.74,101.63,111.59,301.61,24.04,3.29,194.98,159.96,252.77,107.13,82.07,13.19,67.25,109.05,16.47,144.51,7.37,145.02,130.13,emerging,8.1,86.4
